,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
693821,Bryce Elder,10,9,4,3,0,7,1.000,0.70,1.17,54.0,10,1,0,0,62,48,19,10,0,4,47,23,1,44,3,.222,198,.310,.333,.643,1,6,.857,5,873,3.17,54.0,2,4,0,0,0,0,19,1.24,227,162,10,1,1,538,.620,3,0,0,0,66,1.29,.333,16.17,1,2.04,7.83,3.83,7.33,3.17,0.67,2,0,0,1,2,,,,,,,
450203,Charlie Morton,31,31,15,7,2,24,.917,0.71,1.15,172.0,31,2,0,2,140,153,85,26,2,28,205,63,0,149,18,.233,640,.316,.411,.727,2,10,.833,14,2903,4.34,172.0,9,6,0,0,0,0,83,1.23,728,516,31,0,0,1854,.640,18,0,4,3,263,0.92,.600,16.88,0,3.25,10.73,3.30,7.80,4.45,1.47,0,0,0,1,6,,,,,,,
543521,Collin McHugh,58,0,3,5,0,8,1.000,0.14,1.04,69.1,58,1,0,0,58,69,20,9,0,5,75,14,1,51,5,.203,251,.257,.299,.556,0,1,1.000,6,1086,2.60,69.1,3,2,0,5,17,5,20,0.94,272,208,58,0,0,718,.660,5,0,3,0,75,0.84,.600,15.66,3,5.36,9.74,1.82,6.62,2.60,0.65,38,10,0,0,2,,,,,,,
621020,Dansby Swanson,161,161,391,193,8,592,.986,3.63,3.67,1433.0,161,77,0,5,123,162,99,32,1,25,182,49,0,177,3,.277,640,.329,.447,.776,7,18,.720,12,2751,,,,,,,,,,,,,,,,,,,,,,286,0.76,,,,,,,,,,,,0,0,4,,,696,96,222,.348,25.60
571670,Dylan Lee,56,0,4,0,0,4,1.000,0.07,0.68,53.2,56,0,0,0,58,51,23,7,1,4,48,15,3,48,0,.235,204,.286,.338,.624,0,1,1.000,7,863,3.02,53.2,1,3,10,14,6,4,18,1.17,220,161,56,0,0,583,.680,0,0,1,0,69,1.14,.250,16.08,23,3.20,8.05,2.52,8.05,3.86,0.67,12,4,0,0,1,,,0,0,0,.---,-.--
592696,Eddie Rosario,9,7,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,61,71,27,12,1,5,68,17,0,53,0,.212,250,.259,.328,.587,0,3,1.000,3,1010,,,,,,,,,,,,,,,,,,,,,,82,0.86,,,,,,,,,,,,0,0,3,,,270,24,91,.267,50.00
501303,Ehire Adrianza,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,12,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,5,.420,0,0,0,0,0,0.00,.---,12.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0,,,16,0,7,.200,-.--
628338,Guillermo Heredia,6,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,13,19,12,3,1,3,32,6,0,12,0,.158,76,.220,.342,.562,0,0,.---,1,347,,,,,,,,,,,,,,,,,,,,,,26,0.68,,,,,,,,,,,,0,0,0,,,82,8,36,.220,25.33
623451,Jackson Stephens,39,1,8,3,0,11,1.000,0.28,1.87,53.2,39,0,0,0,62,51,32,9,0,3,47,23,4,49,3,.238,206,.322,.325,.647,0,8,1.000,2,944,3.69,53.2,3,3,2,3,2,1,22,1.34,235,161,39,0,0,617,.650,3,0,1,0,67,1.22,.500,17.59,24,2.04,7.88,3.86,8.22,5.37,0.50,6,2,0,2,1,,,0,0,0,.---,-.--
543606,Jake Odorizzi,10,10,5,3,1,9,.889,0.80,1.57,46.1,10,1,0,1,35,60,29,6,1,9,40,18,1,54,1,.290,186,.351,.478,.829,2,3,.600,3,850,5.24,46.1,2,3,0,0,0,0,27,1.55,208,139,10,0,0,523,.620,1,0,0,0,89,0.58,.400,18.35,0,2.22,7.77,3.50,10.49,5.63,1.75,0,0,0,0,3,,,,,,,
445926,Jesse Chavez,46,1,5,2,0,7,1.000,0.15,1.19,53.0,46,0,0,0,47,46,18,7,3,5,61,14,0,49,1,.244,201,.295,.383,.678,1,2,.667,3,889,2.72,53.0,3,3,0,2,10,2,16,1.19,218,159,46,0,0,607,.680,1,1,2,0,77,1.02,.500,16.77,8,4.36,10.36,2.38,8.32,3.06,0.85,27,9,0,1,1,,,,,,,
445276,Kenley Jansen,65,0,3,1,0,4,1.000,0.06,0.56,64.0,65,0,0,0,34,72,25,6,3,8,85,22,3,45,2,.192,234,.265,.346,.611,2,10,.833,0,1006,3.38,64.0,5,2,41,48,0,7,24,1.05,260,192,65,0,0,694,.690,2,1,1,0,81,0.47,.714,15.72,54,3.86,11.95,3.09,6.33,3.52,1.13,4,3,0,0,2,,,,,,,
657140,Kyle Wright,30,30,23,23,0,46,1.000,1.53,2.30,180.1,30,1,0,0,224,121,67,21,1,19,174,53,0,156,9,.232,672,.296,.351,.647,2,3,.600,25,2697,3.19,180.1,21,5,0,0,0,0,64,1.16,738,541,30,0,0,1797,.670,9,0,7,1,236,1.85,.808,14.96,0,3.28,8.68,2.65,7.79,3.34,0.95,0,0,1,0,3,,,,,,,
542303,Marcell Ozuna,72,72,0,0,0,0,.000,0.00,-.--,0.0,72,0,0,0,106,140,56,19,0,23,122,31,0,106,2,.226,470,.274,.413,.687,1,2,.667,12,2023,,,,,,,,,,,,,,,,,,,,,,194,0.76,,,,,,,,,,,,0,0,4,,,507,56,210,.252,20.44
621566,Matt Olson,162,161,101,1209,8,1318,.994,8.09,8.18,1441.0,162,104,0,0,140,162,86,44,0,34,170,75,6,148,4,.240,616,.325,.477,.802,0,0,.---,13,2893,,,,,,,,,,,,,,,,,,,,,,294,0.86,,,,,,,,,,,,0,0,4,,,699,103,266,.274,18.12
608331,Max Fried,30,30,26,15,1,42,.976,1.37,1.99,185.1,30,0,0,0,213,158,55,25,2,12,170,32,2,156,4,.225,692,.262,.319,.581,4,3,.429,15,2818,2.48,185.1,14,7,0,0,0,0,51,1.01,733,556,30,0,0,1836,.650,4,0,9,3,221,1.35,.667,15.21,0,5.31,8.26,1.55,7.58,2.67,0.58,0,0,0,0,5,,,,,,,
671739,Harris II,114,114,3,252,2,257,.992,2.24,2.25,1021.0,114,0,0,0,122,63,75,27,3,19,107,21,0,123,5,.297,414,.339,.514,.853,2,20,.909,7,1655,,,,,,,,,,,,,,,,,,,,,,213,1.94,,,,,,,,,,,,0,1,0,,,441,64,144,.361,21.79
606115,Orlando Arcia,7,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.600,0,0,0,0,0,0.00,.---,10.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,,,234,30,88,.278,23.22
628452,Raisel Iglesias,28,0,2,2,0,4,1.000,0.14,1.38,26.1,28,0,0,0,21,26,2,3,0,0,30,5,0,17,1,.185,92,.232,.217,.449,0,0,.---,2,411,0.34,26.1,0,0,1,2,15,1,1,0.84,100,79,28,0,0,276,.670,1,0,0,0,20,0.81,.---,15.61,7,6.00,10.25,1.71,5.81,0.68,0.00,4,1,0,1,1,,,,,,,
543257,Robbie Grossman,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,25,45,16,6,0,5,39,18,0,30,0,.217,138,.306,.370,.676,1,3,.750,1,622,,,,,,,,,,,,,,,,,,,,,,51,0.56,,,,,,,,,,,,0,0,1,,,157,22,66,.263,27.60
660670,Acuna Jr.,119,27,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,120,100,71,24,0,15,126,53,4,124,10,.266,467,.351,.413,.764,11,29,.725,8,2162,,,,,,,,,,,,,,,,,,,,,,193,1.20,,,,,,,,,,,,0,0,3,,,533,50,147,.331,31.13
611093,Silvino Bracho,3,0,1,0,0,1,1.000,0.33,2.25,4.1,3,0,0,0,4,5,3,0,0,2,4,1,0,3,1,.188,16,.278,.563,.841,0,0,.---,0,65,6.23,4.1,0,0,0,0,0,0,3,0.92,18,13,3,0,0,44,.680,1,0,0,0,9,0.80,.---,15.00,2,4.00,8.31,2.08,6.23,6.23,4.15,1,1,0,0,0,,,,,,,
518595,Travis d'Arnaud,5,5,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,105,95,61,25,1,18,90,19,0,106,11,.268,396,.319,.472,.791,15,44,.746,12,1633,,,,,,,,,,,,,,,,,,,,28,0,187,1.11,,,,,,,,,,,,0,0,0,3,3.35,426,60,145,.306,22.00
554431,Tyler Matzek,42,0,3,0,0,3,1.000,0.07,0.63,43.2,42,1,0,0,34,57,21,7,0,3,36,29,2,26,2,.173,150,.310,.280,.590,1,3,.750,3,713,3.50,43.2,4,2,1,1,8,0,17,1.26,184,131,42,0,0,437,.610,2,0,7,0,42,0.60,.667,16.33,6,1.24,7.42,5.98,5.36,4.33,0.62,20,2,0,0,3,,,,,,,
687093,Vaughn Grissom,41,1,4,3,0,7,1.000,3.50,6.30,10.0,2,2,0,0,33,34,24,6,0,5,34,11,1,41,3,.291,141,.353,.440,.793,2,5,.714,0,588,,,,,,,,,,,,,,,,,,,,,,62,0.97,,,,,,,,,,,,0,0,1,,,156,18,67,.350,28.20
661388,William Contreras,34,31,0,0,0,0,.000,0.00,-.--,0.0,34,0,0,0,85,54,51,14,1,20,104,39,1,93,1,.278,334,.354,.506,.860,6,36,.857,5,1546,,,,,,,,,,,,,,,,,,,,23,1,169,1.57,,,,,,,,,,,,1,0,2,3,3.52,376,45,137,.344,16.70
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
493603,Adam Ottavino,66,0,6,3,3,12,.750,0.14,1.25,65.2,66,0,0,1,59,51,15,6,2,6,79,16,2,48,5,.204,235,.267,.323,.590,3,19,.864,8,1057,2.06,65.2,6,3,3,6,19,3,15,0.97,258,197,66,0,0,680,.640,5,0,7,1,76,1.16,.667,16.10,19,4.94,10.83,2.19,6.58,2.06,0.82,38,14,0,0,2,,,,,,,
607043,Brandon Nimmo,151,148,4,304,0,308,1.000,2.04,2.16,1282.1,151,1,0,0,167,144,102,30,7,16,116,71,0,159,16,.274,580,.367,.433,.800,2,3,.600,9,2781,,,,,,,,,,,,,,,,,,,,,,251,1.16,,,,,,,,,,,,0,3,3,,,673,64,165,.317,36.25
471911,Carlos Carrasco,29,29,18,15,1,34,.971,1.14,1.95,152.0,29,3,0,1,153,129,71,38,1,17,152,41,2,161,8,.272,593,.326,.425,.751,1,8,.889,18,2412,3.97,152.0,15,7,0,0,0,0,67,1.33,645,456,29,0,0,1598,.660,8,0,5,1,252,1.19,.682,15.87,0,3.71,9.00,2.43,9.53,4.20,1.01,0,0,1,0,2,,,,,,,
605135,Chris Bassitt,30,30,16,16,0,32,1.000,1.07,1.59,181.2,30,3,0,0,199,157,71,26,1,19,167,49,0,159,13,.234,680,.297,.359,.656,3,7,.700,22,2886,3.42,181.2,15,9,0,0,0,0,69,1.14,745,545,30,0,0,1894,.660,13,1,5,1,244,1.27,.625,15.89,0,3.41,8.27,2.43,7.88,3.52,0.94,0,0,1,0,2,,,,,,,
596129,Daniel Vogelbach,5,0,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,,,278,34,95,.264,19.75
656849,David Peterson,28,19,12,1,3,16,.813,0.46,1.11,105.2,28,1,0,2,100,80,50,21,1,11,126,48,1,93,7,.236,394,.327,.378,.705,0,1,1.000,10,1889,3.83,105.2,7,5,0,1,0,1,45,1.33,454,317,28,0,0,1125,.600,7,0,3,3,149,1.25,.583,17.88,0,2.63,10.73,4.09,7.92,4.26,0.94,4,0,0,2,3,,,,,,,
622098,Drew Smith,44,0,2,2,0,4,1.000,0.09,0.78,46.0,44,0,0,0,28,53,17,4,0,9,53,15,0,38,0,.222,171,.283,.404,.687,1,0,.000,2,780,3.33,46.0,3,3,0,2,14,2,17,1.15,187,138,44,0,0,497,.640,0,0,0,0,69,0.53,.500,16.96,6,3.53,10.37,2.93,7.43,3.33,1.76,14,8,0,0,1,,,,,,,
500871,Eduardo Escobar,6,5,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,90,163,58,26,4,20,129,40,3,119,1,.240,495,.295,.430,.725,2,0,.000,4,2089,,,,,,,,,,,,,,,,,,,,,,213,0.55,,,,,,,,,,,,0,0,6,,,542,69,267,.281,24.75
621242,Edwin Diaz,61,0,1,4,1,6,.833,0.08,0.73,62.0,61,0,0,1,31,32,9,3,0,3,118,18,1,34,2,.160,213,.230,.216,.446,2,9,.818,3,928,1.31,62.0,3,1,32,35,4,3,9,0.84,235,186,61,0,0,643,.690,2,0,2,0,46,0.97,.750,14.97,49,6.56,17.13,2.61,4.94,1.31,0.44,10,2,0,0,2,,,0,0,0,.---,-.--
682626,Francisco Alvarez,3,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,4,2,3,1,0,1,4,2,0,2,0,.167,12,.286,.500,.786,0,0,.---,1,59,,,,,,,,,,,,,,,,,,,,0,0,6,2.00,,,,,,,,,,,,0,0,0,0,1.38,14,1,8,.143,12.00
596019,Francisco Lindor,161,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,157,177,98,25,5,26,133,59,2,170,10,.270,630,.339,.449,.788,6,16,.727,11,2829,,,,,,,,,,,,,,,,,,,,,,283,0.89,,,,,,,,,,,,0,0,7,,,706,107,293,.301,24.23
594798,Jacob deGrom,11,11,1,5,0,6,1.000,0.55,0.84,64.1,11,0,0,0,39,50,22,7,0,9,102,8,0,40,0,.175,229,.202,.323,.525,0,3,1.000,1,940,3.08,64.1,5,4,0,0,0,0,22,0.75,239,193,11,0,0,651,.690,0,0,0,0,74,0.78,.556,14.61,0,12.75,14.27,1.12,5.60,3.08,1.26,0,0,0,1,1,,,,,,,
543510,James McCann,3,1,2,9,0,11,1.000,3.67,6.60,15.0,3,2,0,0,39,57,19,6,0,3,46,11,0,34,4,.195,174,.257,.282,.539,8,26,.765,5,713,,,,,,,,,,,,,,,,,,,,21,0,49,0.68,,,,,,,,,,,,2,0,2,1,3.24,191,18,80,.244,58.00
643446,Jeff McNeil,4,3,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,131,172,73,39,1,9,61,40,1,174,11,.326,533,.382,.454,.836,0,4,1.000,6,2065,,,,,,,,,,,,,,,,,,,,,,242,0.76,,,,,,,,,,,,0,0,5,,,589,62,226,.353,59.22
570257,Joely Rodriguez,55,0,2,0,1,3,.667,0.04,0.36,50.1,55,0,0,0,55,35,28,7,0,3,57,26,1,42,1,.226,186,.322,.312,.634,0,3,1.000,5,842,4.47,50.1,2,4,0,0,9,0,25,1.35,216,151,55,0,0,536,.640,1,0,2,0,58,1.57,.333,16.73,9,2.19,10.19,4.65,7.51,5.01,0.54,17,3,0,2,1,,,0,0,0,.---,-.--
641645,Luis Guillorme,102,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,111,61,33,12,1,2,46,34,1,81,2,.273,297,.351,.340,.691,0,1,1.000,15,1373,,,,,,,,,,,,,,,,,,,,,,101,1.82,,,,,,,,,,,,0,2,0,,,335,17,149,.317,148.50
592192,Mark Canha,3,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,123,123,71,24,0,13,97,48,1,123,28,.266,462,.367,.403,.770,1,3,.750,3,2218,,,,,,,,,,,,,,,,,,,,,,186,1.00,,,,,,,,,,,,0,0,4,,,542,61,218,.309,35.54
668901,Mark Vientos,16,6,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,9,9,3,1,0,1,12,5,0,6,0,.167,36,.268,.278,.546,0,0,.---,1,183,,,,,,,,,,,,,,,,,,,,,,10,1.00,,,,,,,,,,,,0,0,0,,,41,3,24,.217,36.00
453286,Max Scherzer,23,23,12,6,0,18,1.000,0.78,1.12,145.1,23,1,0,0,82,167,39,20,0,13,173,24,0,108,11,.207,523,.254,.319,.573,4,4,.500,10,2167,2.29,145.1,11,5,0,0,0,0,37,0.91,565,436,23,0,0,1480,.680,11,0,1,0,167,0.49,.688,14.91,0,7.21,10.71,1.49,6.69,2.42,0.81,0,0,0,3,4,,,,,,,
571710,Mychal Givens,19,1,7,1,0,8,1.000,0.42,3.60,20.2,19,1,0,0,22,14,12,7,0,3,20,6,1,24,2,.304,79,.364,.506,.870,2,2,.500,2,340,4.79,20.2,1,1,0,1,1,1,11,1.45,88,62,19,0,0,220,.650,2,0,1,2,40,1.57,.500,16.45,7,3.33,8.71,2.61,10.45,5.23,1.31,7,3,0,0,1,,,0,0,0,.---,-.--
624413,Pete Alonso,27,27,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,133,183,95,27,0,40,128,67,16,162,12,.271,597,.352,.518,.870,1,5,.833,17,2507,,,,,,,,,,,,,,,,,,,,,,309,0.73,,,,,,,,,,,,0,0,9,,,685,131,286,.279,14.92
607625,Seth Lugo,62,0,8,3,0,11,1.000,0.18,1.52,65.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.60,65.0,3,2,3,6,16,3,26,1.17,272,195,62,0,0,679,.630,3,0,2,0,0,-.--,.600,16.60,20,3.83,9.55,2.49,8.03,3.60,1.25,24,11,0,0,0,,,0,0,0,.---,-.--
592836,Taijuan Walker,29,29,24,15,2,41,.951,1.34,2.24,157.1,29,0,0,2,169,154,63,27,1,15,132,45,1,143,6,.240,596,.299,.364,.663,2,8,.800,13,2500,3.49,157.1,12,5,0,0,0,0,61,1.19,649,472,29,0,0,1598,.640,6,0,0,5,217,1.10,.706,15.89,0,2.93,7.55,2.57,8.18,3.60,0.86,0,0,0,0,2,,,,,,,
605253,Terrance Gore,10,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,2,2,1,0,0,0,3,0,0,1,0,.143,7,.143,.143,.286,0,3,1.000,0,30,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,0,1,0,,,8,0,3,.250,-.--
621512,Tomas Nido,98,86,27,859,5,891,.994,9.23,10.41,766.1,96,3,0,3,94,60,31,15,0,3,76,14,0,68,1,.239,284,.276,.324,.600,0,0,.---,14,1067,,,,,,,,,,,,,,,,,,,,13,3,92,1.57,,,,,,,,,,,,0,12,2,3,3.66,313,28,146,.314,94.67
543507,Trevor May,26,0,1,2,0,3,1.000,0.12,1.08,25.0,26,0,0,0,17,28,14,5,0,4,30,9,0,27,0,.265,102,.324,.431,.755,0,2,1.000,0,465,5.04,25.0,2,0,1,1,6,0,14,1.44,111,75,26,0,0,287,.620,0,0,0,0,44,0.61,1.000,18.60,6,3.33,10.80,3.24,9.72,5.04,1.44,6,0,0,0,0,,,,,,,
592866,Trevor Williams,30,9,4,6,0,10,1.000,0.33,1.01,89.2,30,1,0,0,69,104,34,15,2,12,84,23,1,87,4,.253,344,.307,.413,.720,2,1,.333,8,1407,3.21,89.2,3,5,1,2,1,1,32,1.23,372,269,30,0,0,896,.640,4,0,1,0,142,0.66,.375,15.69,5,3.65,8.43,2.31,8.73,3.41,1.20,13,9,0,1,0,,,0,0,0,.---,-.--
571980,Tyler Naquin,15,12,0,19,1,20,.950,1.27,1.78,96.1,15,0,0,0,28,30,18,7,2,4,40,6,0,25,1,.203,123,.246,.390,.636,0,1,1.000,2,509,,,,,,,,,,,,,,,,,,,,,,48,0.93,,,,,,,,,,,,0,0,0,,,130,13,68,.266,30.75
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
605400,Aaron Nola,32,32,14,9,2,25,.920,0.72,1.01,205.0,32,0,0,2,177,189,75,39,1,19,235,29,1,168,9,.219,766,.256,.347,.603,8,11,.579,9,3039,3.25,205.0,11,13,0,0,0,0,74,0.96,807,615,32,2,1,2104,.690,9,0,2,0,266,0.94,.458,14.82,0,8.10,10.32,1.27,7.38,3.29,0.83,0,0,0,3,0,,,,,,,
664761,Alec Bohm,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,171,151,79,24,3,13,110,31,1,164,4,.280,586,.315,.398,.713,3,2,.400,18,2301,,,,,,,,,,,,,,,,,,,,,,233,1.13,,,,,,,,,,,,0,0,10,,,631,72,227,.319,45.08
571479,Andrew Bellatti,59,1,3,1,0,4,1.000,0.07,0.67,54.1,59,0,0,0,28,51,25,15,0,5,78,25,1,47,1,.234,201,.317,.383,.700,2,3,.600,0,963,3.31,54.1,4,4,2,3,9,1,20,1.33,230,163,59,0,0,591,.610,1,0,1,2,77,0.55,.500,17.72,16,3.12,12.92,4.14,7.79,4.14,0.83,32,9,0,0,3,,,0,0,0,.---,-.--
663559,Bailey Falter,20,16,4,4,0,8,1.000,0.40,0.86,84.0,20,0,0,0,65,102,39,17,2,16,74,17,0,85,6,.263,323,.309,.477,.786,4,3,.429,7,1295,3.86,84.0,6,4,0,0,0,0,36,1.21,349,252,20,0,0,879,.680,6,0,2,2,154,0.64,.600,15.42,3,4.35,7.93,1.82,9.11,4.18,1.71,0,0,0,0,3,,,,,,,
669016,Brandon Marsh,2,2,0,4,0,4,1.000,2.00,2.12,17.0,2,0,0,0,28,25,15,9,2,3,41,6,0,38,0,.288,132,.319,.455,.774,2,2,.500,2,539,,,,,,,,,,,,,,,,,,,,,,60,1.12,,,,,,,,,,,,0,0,0,,,138,15,54,.398,44.00
547180,Bryce Harper,99,90,0,0,0,0,.000,0.00,-.--,0.0,90,0,0,0,98,86,63,28,1,18,87,46,9,106,3,.286,370,.364,.514,.878,4,11,.733,13,1594,,,,,,,,,,,,,,,,,,,,,,190,1.14,,,,,,,,,,,,0,0,7,,,426,65,143,.324,20.56
681082,Bryson Stott,83,75,183,95,7,285,.975,3.35,3.80,658.1,83,35,0,5,115,125,58,19,2,10,89,36,0,100,1,.234,427,.295,.358,.653,4,12,.750,3,1877,,,,,,,,,,,,,,,,,,,,,,153,0.92,,,,,,,,,,,,0,1,1,,,466,49,209,.274,42.70
641401,Connor Brogdon,47,0,1,2,0,3,1.000,0.06,0.61,44.0,47,0,0,0,29,53,16,8,1,6,50,11,0,44,1,.253,174,.299,.414,.713,1,2,.667,0,710,3.27,44.0,2,2,2,4,6,2,16,1.25,188,132,47,0,0,474,.670,1,0,3,0,72,0.55,.500,16.14,11,4.55,10.23,2.25,9.00,3.27,1.23,28,9,0,1,1,,,,,,,
656495,Dalton Guthrie,12,5,0,14,0,14,1.000,1.17,2.03,62.0,12,0,0,0,3,4,3,0,0,1,7,6,0,7,1,.333,21,.500,.476,.976,0,1,1.000,0,120,,,,,,,,,,,,,,,,,,,,,,10,0.75,,,,,,,,,,,,0,0,0,,,28,5,4,.462,21.00
669742,Darick Hall,31,30,0,0,0,0,.000,0.00,-.--,0.0,31,0,0,0,26,32,19,8,1,9,44,5,0,34,1,.250,136,.282,.522,.804,0,0,.---,3,543,0.00,0.1,0,0,0,0,0,0,0,3.00,2,1,1,0,0,4,.670,0,0,0,0,71,0.81,.---,18.00,1,-.--,0.00,0.00,27.00,0.00,0.00,2,1,0,0,0,,,142,16,56,.301,15.11
502085,David Robertson,22,0,3,3,0,6,1.000,0.27,2.35,23.1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,6,2.70,23.1,1,3,6,9,3,3,7,1.37,99,70,22,0,0,250,.610,0,0,2,0,0,-.--,.250,17.49,11,1.88,11.57,6.17,6.17,3.09,0.77,0,0,0,0,0,,,1,0,1,.---,-.--
596117,Garrett Stubbs,4,0,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,7,2,7,1,1,3,1,1,0,7,0,.412,17,.444,1.118,1.562,0,0,.---,1,60,17.18,3.2,0,0,0,0,0,0,7,2.18,18,11,4,0,0,37,.620,0,0,0,0,19,3.50,.---,16.36,4,1.00,2.45,2.45,17.18,17.18,7.36,0,0,0,0,0,3,4.28,121,16,38,.324,21.20
592663,J.T. Realmuto,3,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,128,123,75,26,5,22,119,41,1,139,12,.276,504,.342,.478,.820,30,38,.559,7,2193,,,,,,,,,,,,,,,,,,,,35,1,241,1.04,,,,,,,,,,,,0,0,5,2,3.90,562,84,212,.318,22.91
516416,Jean Segura,98,0,1,0,0,1,1.000,1.00,9.00,1.0,1,0,0,0,118,81,45,9,0,10,58,25,1,98,7,.277,354,.336,.387,.723,6,13,.684,16,1406,,,,,,,,,,,,,,,,,,,,,,137,1.46,,,,,,,,,,,,0,0,1,,,387,33,149,.307,35.40
621237,Jose Alvarado,59,0,6,3,0,9,1.000,0.15,1.59,51.0,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,5,3.18,51.0,4,2,2,4,22,2,18,1.22,214,153,59,0,0,547,.620,1,0,5,1,0,-.--,.667,17.27,8,3.38,14.29,4.24,6.71,3.71,0.35,25,7,0,0,0,,,1,0,1,.---,-.--
502043,Kyle Gibson,31,31,17,12,1,30,.967,0.94,1.56,167.2,31,1,0,1,184,157,98,33,2,24,144,48,0,176,9,.268,656,.325,.434,.759,3,3,.500,16,2739,5.05,167.2,10,8,0,0,0,0,94,1.34,718,503,31,0,0,1747,.640,9,0,4,2,285,1.17,.556,16.34,0,3.00,7.73,2.58,9.45,5.26,1.29,0,0,0,1,4,,,,,,,
656941,Kyle Schwarber,15,15,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,109,144,100,21,3,46,200,86,3,126,4,.218,577,.323,.504,.827,1,10,.909,10,2878,,,,,,,,,,,,,,,,,,,,,,291,0.76,,,,,,,,,,,,0,0,2,,,669,94,209,.240,12.54
663837,Matt Vierling,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,83,98,41,12,2,6,70,23,0,80,3,.246,325,.297,.351,.648,4,7,.636,7,1404,,,,,,,,,,,,,,,,,,,,,,114,0.85,,,,,,,,,,,,0,0,6,,,357,32,151,.290,54.17
