,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
641871,Keynan Middleton,12,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.64,11.0,1,2,0,2,1,2,2,0.73,40,33,12,0,0,98,.650,1,0,1,0,0,-.--,.333,13.64,1,5.00,8.18,1.64,4.91,4.09,1.64,10,2,0,0,0,1,1,0,2,1.000,0.17,1.64,11.0,12,0,0,0,0,0,0,.---,-.--,,
669459,Kyle Nelson,39,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.56,34.2,2,0,0,0,7,0,6,0.98,136,104,39,0,0,342,.640,2,0,1,1,0,-.--,1.000,15.43,4,2.55,7.27,2.86,5.97,1.82,0.26,20,7,0,0,0,4,3,1,8,.875,0.18,1.85,34.2,39,1,0,1,0,0,0,.---,-.--,,
666818,Luis Frias,9,0,10,14,16,5,1,0,9,9,0,16,1,.327,49,.441,.469,.910,0,0,.---,1,223,12.71,11.1,1,0,0,0,1,0,16,2.21,59,34,9,0,0,131,.590,1,1,4,0,23,0.71,1.000,19.68,3,1.00,7.15,7.15,12.71,12.71,0.00,4,0,0,0,0,0,0,0,0,.000,0.00,0.00,11.1,9,0,0,0,,,,,,,
518516,Madison Bumgarner,26,26,126,171,84,41,3,20,99,43,0,158,8,.286,552,.346,.480,.826,5,14,.737,13,2348,4.87,136.2,6,13,0,0,0,0,74,1.47,605,410,26,0,0,1518,.650,8,0,1,2,265,0.74,.316,17.18,0,2.30,6.52,2.83,10.40,5.53,1.32,0,0,0,1,1,9,1,0,10,1.000,0.38,0.66,136.2,26,2,0,0,,,,,,,
453343,Mark Melancon,50,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.11,44.0,3,10,17,20,0,3,25,1.61,199,132,50,0,0,441,.630,1,0,5,0,0,-.--,.231,15.86,40,1.67,6.14,3.68,10.84,6.75,0.41,3,1,0,0,0,6,2,0,8,1.000,0.16,1.64,44.0,50,1,0,0,0,0,0,.---,-.--,,
518876,Merrill Kelly,27,27,168,161,54,33,1,10,142,48,1,134,2,.222,603,.281,.330,.611,2,14,.875,14,2504,2.84,164.2,12,5,0,0,0,0,52,1.11,655,494,27,0,0,1641,.660,2,1,4,4,199,1.04,.706,15.21,0,2.96,7.76,2.62,7.32,2.95,0.55,0,0,0,1,1,15,14,1,30,.967,1.07,1.59,164.2,27,1,0,1,,,,,,,
606625,Reyes Moronta,22,0,14,28,11,3,0,5,27,10,0,17,2,.198,86,.296,.407,.703,0,2,1.000,3,394,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,35,0.50,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,,,,,,,
642727,Sergio Alcantara,1,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,38,3,28,.167,-.--,,
656448,Stone Garrett,2,2,5,6,6,3,0,2,6,0,0,12,0,.414,29,.414,.724,1.138,0,1,1.000,1,101,,,,,,,,,,,,,,,,,,,,,,21,0.83,,,,,,,,,,,,3,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,32,4,9,.476,14.50,,
674072,Tommy Henry,6,6,35,32,17,7,0,3,23,16,1,31,2,.258,120,.353,.392,.745,0,1,1.000,3,532,4.83,31.2,3,3,0,0,0,0,17,1.48,139,95,6,0,0,341,.640,2,0,3,0,47,1.09,.500,16.80,0,1.44,6.54,4.55,8.81,4.83,0.85,0,0,0,0,1,1,0,0,1,1.000,0.17,0.29,31.2,6,0,0,0,,,,,,,
594694,Wilmer Difo,1,1,1,1,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,13,,,,,,,,,,,,,,,,,,,,,,0,1.00,,,,,,,,,,,,0,0,0,1,0,0,1,1.000,1.00,1.13,8.0,1,0,0,0,3,0,1,.000,-.--,,
668678,Zac Gallen,25,25,147,129,45,25,0,11,145,39,0,98,12,.190,516,.262,.302,.564,3,4,.571,10,2328,2.53,145.2,10,2,0,0,0,0,41,0.94,570,437,25,0,0,1502,.650,12,0,5,0,156,1.14,.833,15.98,0,3.72,8.96,2.41,6.05,2.78,0.68,0,0,0,1,2,16,7,1,24,.958,0.92,1.43,145.2,25,3,0,1,,,,,,,
605200,Zach Davies,22,22,123,123,52,17,2,15,85,39,0,98,2,.232,423,.296,.388,.684,4,6,.600,9,1877,3.74,113.0,2,4,0,0,0,0,47,1.21,470,339,22,0,0,1146,.610,2,0,1,1,164,1.00,.333,16.61,0,2.18,6.77,3.11,7.81,4.14,1.19,0,0,0,1,5,14,15,1,30,.967,1.32,2.31,113.0,22,1,0,0,,,,,,,
676265,,9,4,15,40,13,7,0,6,23,12,0,19,2,.196,97,.297,.454,.751,0,2,1.000,0,426,4.56,25.2,0,2,0,0,0,0,13,1.21,111,77,9,0,0,270,.630,2,0,1,0,44,0.38,.000,16.60,5,1.92,8.06,4.21,6.66,4.56,2.10,2,0,0,0,0,1,0,0,1,1.000,0.11,0.36,25.2,9,0,0,0,,,,,,,
502171,Alex Cobb,22,22,154,66,57,19,0,8,122,34,0,114,2,.251,454,.305,.346,.651,1,11,.917,10,1868,3.58,118.0,5,6,0,0,0,0,47,1.25,493,354,22,0,0,1204,.640,2,1,4,1,157,2.33,.455,15.83,0,3.59,9.31,2.59,8.69,4.35,0.61,0,0,1,1,1,27,16,0,43,1.000,1.95,3.28,118.0,22,4,0,0,,,,,,,
622072,Alex Wood,26,26,134,116,78,20,1,17,131,30,1,132,12,.262,504,.315,.407,.722,2,1,.333,10,2239,5.10,130.2,8,12,0,0,0,0,74,1.24,555,392,26,0,0,1475,.660,12,0,4,0,205,1.16,.400,17.14,0,4.37,9.02,2.07,9.09,5.37,1.17,0,0,0,2,7,14,3,1,18,.944,0.65,1.18,130.2,26,1,0,1,,,,,,,
622065,Alex Young,13,0,14,11,5,3,1,0,10,7,0,14,0,.286,49,.375,.388,.763,0,1,1.000,2,229,2.92,12.1,0,0,0,1,3,1,4,1.70,56,37,13,0,0,146,.640,0,0,2,0,19,1.27,.---,18.57,1,1.43,7.30,5.11,10.22,3.65,0.00,11,4,0,0,0,0,0,0,0,.000,0.00,0.00,12.1,13,0,0,0,,,,,,,
595284,Andrew Knapp,1,1,1,2,1,0,0,0,0,2,0,0,0,.000,2,.400,.000,.400,0,0,.---,0,25,,,,,,,,,,,,,,,,,,,,0,0,0,0.50,,,,,,,,,,,,0,0,1,0,9,0,9,1.000,9.00,9.00,9.0,1,0,0,0,5,2,0,.000,-.--,0,1.00
596103,Austin Slater,1,0,65,37,43,12,2,5,76,39,0,64,5,.267,240,.378,.396,.774,1,11,.917,7,1170,,,,,,,,,,,,,,,,,,,,,,95,1.76,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,286,31,97,.366,48.00,,
642851,Austin Wynns,5,5,1,5,3,1,0,1,0,1,0,3,0,.333,9,.400,.778,1.178,3,12,.800,0,26,13.50,2.0,0,0,0,0,0,0,3,2.00,10,6,2,0,0,13,.500,0,0,11,0,7,0.20,.---,13.00,2,0.00,0.00,4.50,13.50,13.50,4.50,0,0,3,0,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,130,14,63,.281,117.00,2,3.89
543063,Brandon Crawford,92,90,85,87,38,13,2,7,79,31,3,73,8,.227,322,.309,.345,.654,1,1,.500,9,1350,,,,,,,,,,,,,,,,,,,,,,111,0.98,,,,,,,,,,,,0,0,2,216,125,15,356,.958,3.71,3.97,773.0,92,45,0,10,363,42,161,.277,46.00,,
666808,Camilo Doval,54,0,57,38,25,10,0,4,64,26,2,44,2,.221,199,.313,.332,.645,1,1,.500,1,909,2.85,53.2,4,6,18,21,1,3,17,1.30,231,161,54,0,0,578,.640,2,0,3,0,66,1.50,.400,16.94,40,2.46,10.73,4.36,7.38,4.19,0.67,15,5,0,1,3,7,4,1,12,.917,0.20,1.87,53.2,54,0,0,0,,,,,,,
607074,Carlos Rodon,26,26,99,155,52,27,1,10,191,45,0,115,3,.207,555,.269,.314,.583,1,17,.944,10,2524,3.03,151.1,12,7,0,0,0,0,51,1.06,609,454,26,1,0,1678,.660,3,0,10,1,174,0.64,.632,16.68,0,4.24,11.36,2.68,6.84,3.09,0.59,0,0,1,2,3,8,3,0,11,1.000,0.42,0.66,151.1,26,0,0,0,,,,,,,
681584,David Villar,1,0,11,15,8,2,1,1,28,13,0,11,3,.172,64,.333,.281,.614,0,0,.---,1,347,,,,,,,,,,,,,,,,,,,,,,18,0.73,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,81,7,33,.278,64.00,,
608678,Dominic Leone,53,0,38,48,23,15,1,5,50,23,4,52,0,.280,186,.357,.452,.809,2,2,.500,3,788,4.02,47.0,4,5,3,7,11,4,21,1.60,211,141,53,0,0,515,.650,0,0,3,0,84,0.79,.444,16.77,8,2.17,9.57,4.40,9.96,4.40,0.96,13,7,0,1,1,7,3,2,12,.833,0.19,1.91,47.0,53,0,0,2,,,,,,,
446334,Evan Longoria,13,6,38,55,29,11,0,12,59,23,1,52,2,.257,202,.336,.490,.826,0,0,.---,5,915,,,,,,,,,,,,,,,,,,,,,,99,0.69,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,229,30,94,.301,16.83,,
605204,J.D. Davis,1,0,9,9,9,2,0,4,24,6,1,15,2,.263,57,.354,.509,.863,0,0,.---,1,270,,,,,,,,,,,,,,,,,,,,,,29,1.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,65,6,17,.379,14.25,,
596001,Jakob Junis,17,14,88,83,37,21,0,11,71,16,0,79,3,.247,320,.289,.416,.705,0,6,1.000,3,1293,4.04,82.1,4,4,0,0,0,0,37,1.15,340,247,17,0,0,853,.660,3,0,1,2,133,1.06,.500,15.70,0,4.44,7.76,1.75,8.64,4.04,1.20,1,1,0,1,0,9,4,1,14,.929,0.76,1.43,82.1,17,0,0,0,,,,,,,
606424,Jarlin Garcia,48,0,52,55,23,6,1,7,45,14,1,45,0,.230,196,.281,.378,.659,0,1,1.000,3,806,2.79,51.2,1,3,0,2,3,2,16,1.14,211,155,48,0,0,524,.650,0,0,2,0,74,0.95,.250,15.60,12,3.21,7.84,2.44,7.84,4.01,1.22,21,6,0,1,0,3,1,0,4,1.000,0.08,0.71,51.2,48,0,0,0,,,,,,,
592626,Joc Pederson,10,8,65,90,47,17,0,21,75,31,3,83,7,.268,310,.345,.526,.871,2,3,.600,5,1364,,,,,,,,,,,,,,,,,,,,,,163,0.72,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,351,58,111,.286,14.76,,
605154,John Brebbia,61,3,46,69,18,15,1,3,44,15,1,52,0,.250,208,.298,.375,.673,4,2,.333,1,861,2.63,54.2,6,1,0,2,15,2,16,1.23,226,164,61,0,0,577,.670,0,0,0,0,78,0.67,.857,15.75,4,2.93,7.24,2.47,8.56,2.96,0.49,23,6,0,1,2,9,3,0,12,1.000,0.20,2.00,54.2,61,0,0,0,,,,,,,
664774,Wade Jr.,9,9,32,57,18,5,1,8,39,18,0,28,3,.183,153,.280,.386,.666,0,0,.---,0,703,,,,,,,,,,,,,,,,,,,,,,59,0.56,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,177,23,57,.187,19.12,,
621446,Lewis Brinson,1,0,0,1,0,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,8,,,,,,,,,,,,,,,,,,,,,,1,0.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,0.00,4.0,1,0,0,0,2,0,0,.500,-.--,,
657277,Logan Webb,27,27,223,115,66,32,2,10,137,46,0,148,6,.239,619,.297,.346,.643,4,11,.733,21,2569,2.89,165.0,11,8,0,0,0,0,53,1.18,676,495,27,0,0,1683,.660,6,0,5,1,214,1.94,.579,15.57,0,2.98,7.47,2.51,8.07,3.60,0.55,0,0,1,2,2,19,20,0,39,1.000,1.44,2.13,165.0,27,2,0,0,,,,,,,
670768,Luis Gonzalez,3,3,70,75,30,16,2,4,60,28,1,68,4,.254,268,.328,.373,.701,2,10,.833,4,1292,5.68,6.1,0,0,0,0,0,0,4,1.58,30,19,5,0,0,52,.600,0,0,0,0,100,0.93,.---,13.58,5,0.00,0.00,1.42,12.79,5.68,0.00,3,1,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,305,33,109,.306,67.00,,
573262,Mike Yastrzemski,1,1,84,113,56,23,1,12,111,52,0,79,5,.206,383,.306,.366,.672,1,5,.833,3,1891,,,,,,,,,,,,,,,,,,,,,,140,0.74,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,444,44,180,.254,31.92,,
518397,Scott Alexander,3,0,7,0,0,0,0,0,3,0,0,1,0,.091,11,.091,.091,.182,0,0,.---,0,44,0.00,3.1,0,0,0,0,0,0,0,0.30,11,10,3,0,0,32,.730,0,0,0,0,1,7.00,.---,13.20,1,-.--,8.10,0.00,2.70,0.00,0.00,1,0,0,0,0,1,1,0,2,1.000,0.67,6.00,3.1,3,0,0,0,,,,,,,
642731,Thairo Estrada,1,0,134,91,57,19,2,11,71,24,0,102,10,.260,392,.316,.403,.719,3,16,.842,9,1533,,,,,,,,,,,,,,,,,,,,,,158,1.47,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,432,52,175,.289,35.64,,
600303,La Stella,40,35,49,56,16,14,0,2,29,9,0,42,1,.243,173,.280,.358,.638,0,0,.---,4,756,,,,,,,,,,,,,,,,,,,,,,62,0.88,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,40,0,0,0,186,14,72,.276,86.50,,
643511,Tyler Rogers,57,0,79,56,34,13,3,3,37,20,0,60,5,.261,230,.331,.383,.714,0,2,1.000,5,947,4.58,59.0,2,4,0,1,13,1,30,1.36,258,177,57,0,0,619,.650,5,1,1,0,88,1.41,.333,16.05,7,1.85,5.64,3.05,9.15,5.19,0.46,10,6,1,0,2,14,4,1,19,.947,0.32,2.75,59.0,57,0,0,1,,,,,,,
527038,Wilmer Flores,22,20,92,156,64,25,1,16,77,49,1,104,9,.245,424,.333,.422,.755,0,0,.---,7,1974,,,,,,,,,,,,,,,,,,,,,,179,0.59,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,487,61,156,.262,26.50,,
641793,Zack Littell,33,0,38,40,19,8,1,7,34,10,0,40,1,.267,150,.313,.473,.786,0,0,.---,3,656,4.42,38.2,1,2,1,1,4,0,19,1.29,163,116,33,0,0,437,.670,1,0,0,0,71,0.95,.333,16.97,5,3.40,7.91,2.33,9.31,4.42,1.63,13,5,0,0,2,1,5,0,6,1.000,0.18,1.42,38.2,33,0,0,0,,,,,,,
676265,,9,4,15,40,13,7,0,6,23,12,0,19,2,.196,97,.297,.454,.751,0,2,1.000,0,426,4.56,25.2,0,2,0,0,0,0,13,1.21,111,77,9,0,0,270,.630,2,0,1,0,44,0.38,.000,16.60,5,1.92,8.06,4.21,6.66,4.56,2.10,2,0,0,0,0,1,0,0,1,1.000,0.11,0.36,25.2,9,0,0,0,,,,,,,
676701,Alan Trejo,4,3,11,10,6,1,0,1,9,1,0,9,0,.231,39,.250,.333,.583,0,0,.---,1,148,,,,,,,,,,,,,,,,,,,,,,13,1.10,,,,,,,,,,,,0,0,0,6,2,1,9,.889,2.00,2.57,28.0,4,3,0,0,40,6,18,.276,39.00,,
517008,Alex Colome,48,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.74,43.2,2,7,4,7,7,3,23,1.60,196,131,48,0,0,437,.600,0,1,4,0,0,-.--,.222,16.60,11,1.58,6.18,3.92,10.51,5.98,0.62,0,0,0,0,0,5,3,0,8,1.000,0.17,1.67,43.2,48,0,0,0,0,0,0,.---,-.--,,
596295,Austin Gomber,26,16,124,108,72,24,5,18,84,33,1,121,2,.279,433,.331,.483,.814,4,8,.667,12,1850,5.59,111.0,5,7,0,0,0,0,69,1.39,472,333,26,0,0,1179,.640,2,0,3,2,209,1.15,.417,16.67,0,2.55,6.81,2.68,9.81,5.84,1.46,8,3,0,1,3,8,6,0,14,1.000,0.54,1.14,111.0,26,1,0,0,,,,,,,
663898,Brendan Rodgers,119,119,147,111,62,28,3,11,89,36,0,129,2,.274,471,.325,.416,.741,0,0,.---,22,1856,,,,,,,,,,,,,,,,,,,,,,196,1.32,,,,,,,,,,,,0,0,5,369,199,10,578,.983,4.77,4.86,1051.1,119,88,0,5,514,60,216,.314,42.82,,
661531,Brian Serven,1,0,46,42,18,3,1,6,34,13,0,33,1,.216,153,.280,.366,.646,7,31,.816,5,644,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,18,0,56,1.10,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,1,1,1,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,169,16,75,.237,25.50,1,4.73
543068,C.J. Cron,20,20,105,117,67,26,3,24,139,33,4,133,6,.271,490,.323,.484,.807,0,0,.---,14,2134,,,,,,,,,,,,,,,,,,,,,,237,0.90,,,,,,,,,,,,1,0,4,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,534,86,237,.329,20.42,,
608032,Carlos Estevez,54,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.51,48.2,3,4,2,5,9,3,19,1.25,204,146,54,0,0,547,.620,1,0,6,0,0,-.--,.429,18.14,20,2.35,8.69,3.70,7.58,4.44,0.92,21,6,0,0,0,5,6,0,11,1.000,0.20,2.06,48.2,54,1,0,0,0,0,0,.---,-.--,,
641771,Chad Kuhl,22,22,99,142,69,23,6,20,87,48,1,121,4,.273,444,.346,.486,.832,5,6,.545,6,1945,5.19,112.2,6,8,0,0,0,0,65,1.50,501,338,22,1,1,1197,.620,4,0,4,0,216,0.70,.429,17.26,0,1.81,6.95,3.83,9.67,5.51,1.60,0,0,0,1,4,6,10,1,17,.941,0.73,1.29,112.2,22,0,0,1,,,,,,,
663385,Chad Smith,5,0,6,6,7,1,0,0,7,5,0,6,2,.240,25,.406,.280,.686,0,0,.---,0,122,9.95,6.1,0,0,0,0,0,0,7,1.74,32,19,5,0,0,69,.570,2,0,1,0,7,1.00,.---,19.26,1,1.40,9.95,7.11,8.53,9.95,0.00,1,0,0,0,0,0,0,1,1,.000,0.00,0.00,6.1,5,0,0,1,,,,,,,
453568,Charlie Blackmon,65,65,137,117,56,20,4,16,90,28,3,123,7,.267,460,.317,.433,.750,1,3,.750,9,1793,,,,,,,,,,,,,,,,,,,,,,199,1.17,,,,,,,,,,,,0,4,3,0,0,0,0,.000,0.00,-.--,0.0,65,0,0,0,502,70,166,.300,28.75,,
656582,Connor Joe,24,23,104,99,53,19,4,6,91,53,0,93,6,.241,386,.341,.358,.699,2,6,.750,7,1812,,,,,,,,,,,,,,,,,,,,,,138,1.05,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,24,0,0,0,446,26,149,.300,64.33,,
453268,Daniel Bard,47,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.28,47.1,3,4,28,31,0,3,12,1.10,199,142,47,0,0,491,.630,3,0,2,0,0,-.--,.429,16.35,38,2.45,10.27,4.18,5.70,2.66,0.57,2,0,0,0,0,5,1,0,6,1.000,0.13,1.15,47.1,47,0,0,0,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,,,,,,,
660707,Elehuris Montero,10,10,19,28,14,10,0,4,41,2,0,28,1,.241,116,.261,.431,.692,0,0,.---,3,435,,,,,,,,,,,,,,,,,,,,,,50,0.68,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,119,14,42,.338,29.00,,
553869,Elias Diaz,82,76,83,71,20,16,2,7,62,22,0,64,2,.230,278,.289,.378,.667,13,40,.755,8,1166,,,,,,,,,,,,,,,,,,,,31,4,105,1.17,,,,,,,,,,,,1,0,2,40,526,10,576,.983,6.90,7.63,668.1,82,2,0,8,304,39,145,.270,39.71,2,5.14
641658,Garrett Hampson,2,0,52,38,27,5,3,2,50,18,0,37,1,.214,173,.290,.312,.602,1,7,.875,3,764,,,,,,,,,,,,,,,,,,,,,,54,1.37,,,,,,,,,,,,0,3,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,196,13,76,.287,86.50,,
608566,German Marquez,25,25,172,133,88,41,3,23,120,50,0,153,2,.267,572,.326,.470,.796,1,8,.889,16,2325,4.97,146.2,7,10,0,0,0,0,81,1.38,630,440,25,0,0,1519,.650,2,2,7,2,269,1.29,.412,15.85,0,2.40,7.36,3.07,9.39,5.40,1.41,0,0,0,1,5,14,6,2,22,.909,0.80,1.23,146.2,25,1,0,2,,,,,,,
656234,Jake Bird,28,0,42,25,19,4,1,4,26,19,3,29,3,.244,119,.357,.395,.752,0,3,1.000,3,505,4.50,32.0,1,4,0,1,3,1,16,1.50,144,96,28,0,0,296,.590,3,0,2,0,47,1.68,.200,15.78,10,1.37,7.31,5.34,8.16,5.34,1.13,10,4,0,1,2,4,1,0,5,1.000,0.18,1.41,32.0,28,0,0,0,,,,,,,
468504,Jhoulys Chacin,33,0,45,52,44,18,1,7,36,19,0,53,2,.286,185,.357,.508,.865,0,1,1.000,4,743,8.00,45.0,4,2,0,0,2,0,40,1.60,207,135,33,0,0,467,.630,2,0,3,0,94,0.87,.667,16.51,7,1.89,7.20,3.80,10.60,8.80,1.40,31,8,0,0,1,8,1,0,9,1.000,0.27,1.80,45.0,33,3,0,0,,,,,,,
578428,Jose Iglesias,1,1,137,107,48,30,0,3,53,17,0,127,8,.302,421,.339,.394,.733,3,2,.400,9,1649,,,,,,,,,,,,,,,,,,,,,,166,1.28,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,449,47,171,.337,140.33,,
570632,Jose Urena,4,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,,,,,,,
664875,Justin Lawrence,24,0,27,17,13,4,1,1,37,18,0,25,1,.236,106,.352,.321,.673,1,3,.750,2,480,4.13,28.1,2,1,0,0,4,0,13,1.52,125,85,24,0,0,296,.620,1,0,0,0,34,1.59,.667,16.94,8,2.06,11.75,5.72,7.94,4.13,0.32,16,5,0,0,0,7,0,0,7,1.000,0.29,2.25,28.1,24,1,0,0,,,,,,,
607536,Kyle Freeland,26,26,158,164,84,38,6,18,104,45,0,163,15,.281,580,.344,.460,.804,5,13,.722,15,2412,4.75,147.2,7,9,0,0,0,0,78,1.41,649,443,26,0,0,1514,.630,15,0,3,1,267,0.96,.438,16.33,0,2.31,6.34,2.74,9.93,5.12,1.10,0,0,0,1,8,12,2,0,14,1.000,0.54,0.86,147.2,26,0,0,0,,,,,,,
545341,Randal Grichuk,1,1,111,86,50,20,2,13,109,21,0,114,6,.273,418,.315,.423,.738,0,3,1.000,10,1645,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,177,1.29,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,447,60,175,.339,32.15,,
663372,Ryan Feltner,14,13,74,64,45,12,4,13,58,23,0,72,3,.273,264,.333,.496,.829,1,8,.889,3,1165,5.78,67.0,2,6,0,0,0,0,43,1.42,295,201,14,0,0,737,.630,3,0,3,0,131,1.16,.250,17.39,0,2.52,7.79,3.09,9.67,6.04,1.75,3,0,1,0,4,6,5,0,11,1.000,0.79,1.48,67.0,14,0,0,0,,,,,,,
641857,Ryan McMahon,1,1,101,99,52,20,3,13,131,52,0,107,4,.246,435,.330,.395,.725,3,7,.700,4,2153,,,,,,,,,,,,,,,,,,,,,,172,1.02,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,494,58,182,.320,33.46,,
656248,Sean Bouchard,6,6,4,5,2,0,0,1,6,5,0,3,0,.167,18,.348,.333,.681,0,0,.---,1,97,,,,,,,,,,,,,,,,,,,,,,6,0.80,,,,,,,,,,,,0,0,0,0,13,0,13,1.000,2.17,2.34,50.1,6,0,0,0,23,2,11,.182,18.00,,
676265,,9,4,15,40,13,7,0,6,23,12,0,19,2,.196,97,.297,.454,.751,0,2,1.000,0,426,4.56,25.2,0,2,0,0,0,0,13,1.21,111,77,9,0,0,270,.630,2,0,1,0,44,0.38,.000,16.60,5,1.92,8.06,4.21,6.66,4.56,2.10,2,0,0,0,0,1,0,0,1,1.000,0.11,0.36,25.2,9,0,0,0,,,,,,,
493603,Adam Ottavino,54,0,47,44,12,4,1,5,65,14,2,39,4,.202,193,.268,.311,.579,2,16,.889,6,882,2.01,53.2,5,2,3,6,18,3,12,0.99,213,161,54,0,0,567,.640,4,0,6,0,60,1.07,.714,16.43,16,4.64,10.90,2.35,6.54,2.01,0.84,38,14,0,0,2,4,2,2,8,.750,0.11,1.02,53.2,54,0,0,1,,,,,,,
658431,Adonis Medina,13,0,28,22,13,6,0,2,17,5,0,25,4,.272,92,.337,.402,.739,1,4,.800,2,390,4.63,23.1,1,0,1,1,0,0,12,1.29,103,70,13,0,0,250,.640,4,1,0,0,37,1.27,1.000,16.71,6,3.40,6.56,1.93,9.64,5.01,0.77,6,3,2,0,0,4,5,1,10,.900,0.69,3.52,23.1,13,0,0,1,0,0,0,.---,-.--,,
