,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
518876,Merrill Kelly,26,26,14,13,1,28,.964,1.04,1.55,157.2,26,1,0,1,160,156,54,33,1,10,135,48,1,130,2,.225,579,.286,.337,.623,2,14,.875,13,2413,2.97,157.2,11,5,0,0,0,0,52,1.13,631,473,26,0,0,1583,.660,2,1,4,4,195,1.03,.688,15.30,0,2.81,7.71,2.74,7.42,3.08,0.57,0,0,0,1,1,,,,,,,
598287,Noe Ramirez,55,0,4,3,0,7,1.000,0.13,1.26,50.0,55,1,0,0,37,53,32,9,1,9,51,26,2,45,3,.245,184,.346,.451,.797,4,6,.600,5,837,5.22,50.0,5,4,0,4,11,4,29,1.42,215,150,55,0,0,538,.640,3,0,2,1,83,0.70,.556,16.74,3,1.96,9.18,4.68,8.10,5.76,1.62,24,6,0,1,1,0,0,0,.---,-.--,,
606625,Reyes Moronta,22,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,14,28,11,3,0,5,27,10,0,17,2,.198,86,.296,.407,.703,0,2,1.000,3,394,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,35,0.50,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,,,,,,,
642727,Sergio Alcantara,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,38,3,28,.167,-.--,,
656448,Stone Garrett,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,3,5,6,3,0,2,6,0,0,9,0,.391,23,.391,.783,1.174,0,1,1.000,0,78,,,,,,,,,,,,,,,,,,,,,,18,0.60,,,,,,,,,,,,2,0,0,25,4,8,.467,11.50,,
674072,Tommy Henry,5,5,1,0,0,1,1.000,0.20,0.33,27.2,5,0,0,0,30,30,10,6,0,3,19,12,1,23,2,.228,101,.319,.376,.695,0,1,1.000,2,447,3.25,27.2,3,2,0,0,0,0,10,1.27,116,83,5,0,0,291,.650,2,0,2,0,38,1.00,.600,16.16,0,1.58,6.18,3.90,7.48,3.25,0.98,0,0,0,0,1,,,,,,,
668678,Zac Gallen,25,25,16,7,1,24,.958,0.92,1.43,145.2,25,3,0,1,147,129,45,25,0,11,145,39,0,98,12,.190,516,.262,.302,.564,3,4,.571,10,2328,2.53,145.2,10,2,0,0,0,0,41,0.94,570,437,25,0,0,1502,.650,12,0,5,0,156,1.14,.833,15.98,0,3.72,8.96,2.41,6.05,2.78,0.68,0,0,0,1,2,,,,,,,
605200,Zach Davies,21,21,13,14,1,28,.964,1.29,2.25,108.1,21,1,0,0,120,118,51,17,2,15,80,38,0,92,2,.228,404,.294,.391,.685,4,6,.600,9,1786,3.82,108.1,2,4,0,0,0,0,46,1.20,450,325,21,0,0,1090,.610,2,0,1,0,158,1.02,.333,16.49,0,2.11,6.65,3.16,7.64,4.24,1.25,0,0,0,1,5,,,,,,,
676265,,8,4,1,0,0,1,1.000,0.13,0.38,24.2,8,0,0,0,15,37,13,6,0,6,23,12,0,18,2,.194,93,.299,.452,.751,0,2,1.000,0,416,4.74,24.2,0,2,0,0,0,0,13,1.22,107,74,8,0,0,263,.630,2,0,1,0,42,0.41,.000,16.86,4,1.92,8.39,4.38,6.57,4.74,2.19,2,0,0,0,0,,,,,,,
502171,Alex Cobb,21,21,27,16,0,43,1.000,2.05,3.49,111.0,21,4,0,0,144,63,57,19,0,8,115,33,0,111,2,.258,431,.313,.357,.670,1,11,.917,9,1780,3.81,111.0,4,6,0,0,0,0,47,1.30,469,333,21,0,0,1149,.650,2,1,4,1,154,2.29,.400,16.04,0,3.48,9.32,2.68,9.00,4.62,0.65,0,0,1,1,1,,,,,,,
622072,Alex Wood,25,25,12,3,1,16,.938,0.60,1.07,126.0,25,1,0,1,129,113,74,20,1,17,126,29,1,127,11,.261,487,.313,.411,.724,2,1,.333,10,2152,5.00,126.0,8,11,0,0,0,0,70,1.24,535,378,25,0,0,1419,.660,11,0,4,0,200,1.14,.421,17.08,0,4.34,9.00,2.07,9.07,5.29,1.21,0,0,0,1,7,,,,,,,
622065,Alex Young,12,0,0,0,0,0,.000,0.00,0.00,11.1,12,0,0,0,12,11,5,3,1,0,9,7,0,14,0,.304,46,.396,.413,.809,0,1,1.000,2,217,3.18,11.1,0,0,0,1,3,1,4,1.85,53,34,12,0,0,138,.640,0,0,2,0,19,1.09,.---,19.15,1,1.29,7.15,5.56,11.12,3.97,0.00,11,4,0,0,0,,,,,,,
596103,Austin Slater,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,65,37,42,12,2,5,76,39,0,64,5,.267,240,.378,.396,.774,1,11,.917,7,1170,,,,,,,,,,,,,,,,,,,,,,95,1.76,,,,,,,,,,,,0,0,2,286,31,97,.366,48.00,,
642851,Austin Wynns,5,5,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,1,5,3,1,0,1,0,1,0,3,0,.333,9,.400,.778,1.178,3,12,.800,0,26,13.50,2.0,0,0,0,0,0,0,3,2.00,10,6,2,0,0,13,.500,0,0,11,0,7,0.20,.---,13.00,2,0.00,0.00,4.50,13.50,13.50,4.50,0,0,3,0,0,126,13,59,.279,113.00,2,3.86
543063,Brandon Crawford,90,88,214,123,15,352,.957,3.74,3.96,765.0,90,44,0,10,85,87,37,13,2,7,76,30,3,72,8,.226,318,.307,.346,.653,1,1,.500,9,1330,,,,,,,,,,,,,,,,,,,,,,110,0.98,,,,,,,,,,,,0,0,2,358,41,156,.274,45.43,,
666808,Camilo Doval,54,0,7,4,1,12,.917,0.20,1.87,53.2,54,0,0,0,57,38,25,10,0,4,64,26,2,44,2,.221,199,.313,.332,.645,1,1,.500,1,909,2.85,53.2,4,6,18,21,1,3,17,1.30,231,161,54,0,0,578,.640,2,0,3,0,66,1.50,.400,16.94,40,2.46,10.73,4.36,7.38,4.19,0.67,15,5,0,1,3,,,,,,,
607074,Carlos Rodon,26,26,8,3,0,11,1.000,0.42,0.66,151.1,26,0,0,0,99,155,52,27,1,10,191,45,0,115,3,.207,555,.269,.314,.583,1,17,.944,10,2524,3.03,151.1,12,7,0,0,0,0,51,1.06,609,454,26,1,0,1678,.660,3,0,10,1,174,0.64,.632,16.68,0,4.24,11.36,2.68,6.84,3.09,0.59,0,0,1,2,3,,,,,,,
608678,Dominic Leone,52,0,7,3,2,12,.833,0.19,1.96,46.0,52,0,0,2,37,48,23,14,1,5,49,22,4,51,0,.279,183,.354,.448,.802,2,2,.500,2,775,4.11,46.0,4,5,3,7,11,4,21,1.59,207,138,52,0,0,507,.650,0,0,3,0,82,0.77,.444,16.85,8,2.23,9.59,4.30,9.98,4.50,0.98,13,7,0,1,1,,,,,,,
446334,Evan Longoria,13,6,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,37,54,29,9,0,12,59,22,1,50,2,.253,198,.330,.480,.810,0,0,.---,5,899,,,,,,,,,,,,,,,,,,,,,,95,0.69,,,,,,,,,,,,0,0,2,224,28,91,.295,16.50,,
605204,J.D. Davis,1,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,9,9,9,2,0,4,21,6,1,15,1,.278,54,.361,.537,.898,0,0,.---,1,252,,,,,,,,,,,,,,,,,,,,,,29,1.00,,,,,,,,,,,,0,0,0,61,6,16,.379,13.50,,
596001,Jakob Junis,17,14,9,4,1,14,.929,0.76,1.43,82.1,17,0,0,0,88,83,37,21,0,11,71,16,0,79,3,.247,320,.289,.416,.705,0,6,1.000,3,1293,4.04,82.1,4,4,0,0,0,0,37,1.15,340,247,17,0,0,853,.660,3,0,1,2,133,1.06,.500,15.70,0,4.44,7.76,1.75,8.64,4.04,1.20,1,1,0,1,0,,,,,,,
606424,Jarlin Garcia,47,0,3,1,0,4,1.000,0.09,0.72,50.2,47,0,0,0,51,55,23,6,1,7,43,14,1,45,0,.233,193,.285,.383,.668,0,1,1.000,3,794,2.84,50.2,1,3,0,2,3,2,16,1.16,208,152,47,0,0,516,.650,0,0,2,0,74,0.93,.250,15.67,12,3.07,7.64,2.49,7.99,4.09,1.24,21,6,0,1,0,,,,,,,
592626,Joc Pederson,10,8,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,65,90,44,17,0,20,73,30,3,80,6,.262,305,.337,.515,.852,2,3,.600,5,1340,,,,,,,,,,,,,,,,,,,,,,157,0.72,,,,,,,,,,,,0,0,3,344,52,111,.279,15.25,,
605154,John Brebbia,61,3,9,3,0,12,1.000,0.20,2.00,54.2,61,0,0,0,46,69,18,15,1,3,44,15,1,52,0,.250,208,.298,.375,.673,4,2,.333,1,861,2.63,54.2,6,1,0,2,15,2,16,1.23,226,164,61,0,0,577,.670,0,0,0,0,78,0.67,.857,15.75,4,2.93,7.24,2.47,8.56,2.96,0.49,23,6,0,1,2,,,,,,,
664774,Wade Jr.,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,31,53,17,5,1,8,36,18,0,26,3,.182,143,.285,.399,.684,0,0,.---,0,665,,,,,,,,,,,,,,,,,,,,,,57,0.58,,,,,,,,,,,,0,2,1,167,23,54,.180,17.88,,
657277,Logan Webb,27,27,19,20,0,39,1.000,1.44,2.13,165.0,27,2,0,0,223,115,66,32,2,10,137,46,0,148,6,.239,619,.297,.346,.643,4,11,.733,21,2569,2.89,165.0,11,8,0,0,0,0,53,1.18,676,495,27,0,0,1683,.660,6,0,5,1,214,1.94,.579,15.57,0,2.98,7.47,2.51,8.07,3.60,0.55,0,0,1,2,2,,,,,,,
670768,Luis Gonzalez,4,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,12,5,3,2,0,0,0,1,0,7,0,.292,24,.320,.375,.695,0,0,.---,0,80,5.06,5.1,0,0,0,0,0,0,3,1.50,25,16,4,0,0,47,.590,0,0,0,0,9,2.40,.---,15.00,4,0.00,0.00,1.69,11.81,5.06,0.00,3,1,0,0,0,296,32,104,.304,65.25,,
573262,Mike Yastrzemski,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,84,112,54,22,1,12,107,51,0,77,5,.205,376,.305,.364,.669,1,5,.833,3,1841,,,,,,,,,,,,,,,,,,,,,,137,0.75,,,,,,,,,,,,0,0,4,436,44,177,.249,31.33,,
518397,Scott Alexander,2,0,0,1,0,1,1.000,0.50,4.50,2.1,2,0,0,0,5,0,0,0,0,0,2,0,0,1,0,.125,8,.125,.125,.250,0,0,.---,0,31,0.00,2.1,0,0,0,0,0,0,0,0.43,8,7,2,0,0,25,.810,0,0,0,0,1,5.00,.---,13.29,0,-.--,7.71,0.00,3.86,0.00,0.00,1,0,0,0,0,,,,,,,
642731,Thairo Estrada,1,0,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,131,91,56,19,2,11,68,24,0,100,9,.260,384,.315,.406,.721,3,16,.842,9,1506,,,,,,,,,,,,,,,,,,,,,,156,1.44,,,,,,,,,,,,0,1,5,423,50,169,.287,34.91,,
600303,La Stella,39,34,0,0,0,0,.000,0.00,-.--,0.0,39,0,0,0,49,53,16,14,0,2,29,9,0,41,1,.243,169,.280,.361,.641,0,0,.---,4,744,,,,,,,,,,,,,,,,,,,,,,61,0.92,,,,,,,,,,,,0,0,3,182,14,69,.277,84.50,,
643511,Tyler Rogers,57,0,14,4,1,19,.947,0.32,2.75,59.0,57,0,0,1,79,56,34,13,3,3,37,20,0,60,5,.261,230,.331,.383,.714,0,2,1.000,5,947,4.58,59.0,2,4,0,1,13,1,30,1.36,258,177,57,0,0,619,.650,5,1,1,0,88,1.41,.333,16.05,7,1.85,5.64,3.05,9.15,5.19,0.46,10,6,1,0,2,,,,,,,
527038,Wilmer Flores,21,19,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,91,154,60,25,1,16,75,45,1,104,9,.248,419,.331,.427,.758,0,0,.---,7,1934,,,,,,,,,,,,,,,,,,,,,,179,0.59,,,,,,,,,,,,0,0,5,478,60,152,.264,26.19,,
606213,Yermin Mercedes,15,12,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,13,26,9,5,0,1,17,9,0,17,1,.233,73,.325,.342,.667,0,0,.---,1,353,,,,,,,,,,,,,,,,,,,,0,0,25,0.50,,,,,,,,,,,,0,0,0,83,8,39,.291,73.00,0,18.00
641793,Zack Littell,32,0,1,5,0,6,1.000,0.19,1.46,37.1,32,0,0,0,35,39,18,6,1,7,34,9,0,37,1,.257,144,.303,.458,.761,0,0,.---,3,625,4.34,37.1,1,2,1,1,4,0,18,1.23,155,112,32,0,0,420,.670,1,0,0,0,66,0.90,.333,16.74,5,3.78,8.20,2.17,8.92,4.34,1.69,10,3,0,0,1,,,,,,,
676265,,8,4,1,0,0,1,1.000,0.13,0.38,24.2,8,0,0,0,15,37,13,6,0,6,23,12,0,18,2,.194,93,.299,.452,.751,0,2,1.000,0,416,4.74,24.2,0,2,0,0,0,0,13,1.22,107,74,8,0,0,263,.630,2,0,1,0,42,0.41,.000,16.86,4,1.92,8.39,4.38,6.57,4.74,2.19,2,0,0,0,0,,,,,,,
517008,Alex Colome,46,0,5,3,0,8,1.000,0.17,1.71,42.1,46,0,0,0,64,29,28,14,2,3,28,17,1,49,0,.292,168,.353,.452,.805,1,4,.800,5,691,4.68,42.1,2,6,4,7,7,3,22,1.56,188,127,46,0,0,419,.610,0,1,2,0,76,2.21,.250,16.32,10,1.65,5.95,3.61,10.42,5.95,0.64,0,0,1,0,2,0,0,0,.---,-.--,,
596295,Austin Gomber,25,16,8,6,0,14,1.000,0.56,1.15,110.2,25,1,0,0,124,108,72,24,5,18,83,33,1,121,2,.280,432,.332,.484,.816,4,8,.667,12,1846,5.61,110.2,5,7,0,0,0,0,69,1.39,471,332,25,0,0,1176,.640,2,0,3,2,209,1.15,.417,16.68,0,2.52,6.75,2.68,9.84,5.86,1.46,7,3,0,1,3,,,,,,,
663898,Brendan Rodgers,117,117,359,197,10,566,.982,4.75,4.83,1035.0,117,86,0,5,143,109,62,28,3,11,87,36,0,129,2,.279,463,.330,.423,.753,0,0,.---,22,1830,,,,,,,,,,,,,,,,,,,,,,196,1.31,,,,,,,,,,,,0,0,5,506,60,213,.319,42.09,,
661531,Brian Serven,1,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,6,31,.838,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,17,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,1,0,0,166,16,72,.243,25.00,1,4.76
543068,C.J. Cron,20,20,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,103,116,67,26,3,24,134,33,4,130,6,.271,479,.324,.489,.813,0,0,.---,14,2085,,,,,,,,,,,,,,,,,,,,,,234,0.89,,,,,,,,,,,,1,0,4,523,86,232,.326,19.96,,
608032,Carlos Estevez,53,0,5,6,0,11,1.000,0.21,2.11,47.2,53,1,0,0,38,56,24,8,2,5,45,20,1,41,1,.230,178,.308,.382,.690,0,0,.---,2,867,3.59,47.2,3,4,2,5,9,3,19,1.28,201,143,53,0,0,535,.620,1,0,6,0,68,0.68,.429,18.19,20,2.25,8.50,3.78,7.74,4.53,0.94,21,6,0,0,2,0,0,0,.---,-.--,,
641771,Chad Kuhl,21,21,6,10,1,17,.941,0.76,1.33,108.0,21,0,0,1,97,137,66,23,6,18,80,47,1,116,4,.273,425,.348,.482,.830,5,6,.545,6,1858,5.17,108.0,6,7,0,0,0,0,62,1.51,481,324,21,1,1,1142,.610,4,0,4,0,205,0.71,.462,17.20,0,1.70,6.67,3.92,9.67,5.50,1.50,0,0,0,1,4,,,,,,,
453568,Charlie Blackmon,62,62,0,0,0,0,.000,0.00,-.--,0.0,62,0,0,0,134,113,56,19,4,16,87,27,3,122,7,.272,449,.321,.439,.760,1,3,.750,9,1746,,,,,,,,,,,,,,,,,,,,,,197,1.19,,,,,,,,,,,,0,4,3,490,70,165,.304,28.06,,
656582,Connor Joe,24,23,0,0,0,0,.000,0.00,-.--,0.0,24,0,0,0,104,99,53,19,4,6,91,53,0,93,6,.241,386,.341,.358,.699,2,6,.750,7,1812,,,,,,,,,,,,,,,,,,,,,,138,1.05,,,,,,,,,,,,0,0,1,446,26,149,.300,64.33,,
453268,Daniel Bard,47,0,5,1,0,6,1.000,0.13,1.15,47.1,47,0,0,0,51,39,14,8,0,3,54,22,1,30,3,.173,173,.276,.272,.548,0,5,1.000,1,774,2.28,47.1,3,4,28,31,0,3,12,1.10,199,142,47,0,0,491,.630,3,0,2,0,47,1.31,.429,16.35,38,2.45,10.27,4.18,5.70,2.66,0.57,2,0,0,0,1,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,,,,,,,
660707,Elehuris Montero,10,10,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,19,27,14,10,0,4,39,2,0,28,1,.248,113,.267,.442,.709,0,0,.---,3,424,,,,,,,,,,,,,,,,,,,,,,50,0.70,,,,,,,,,,,,0,0,0,116,14,40,.343,28.25,,
553869,Elias Diaz,80,74,38,505,10,553,.982,6.79,7.50,652.0,80,2,0,8,80,71,19,16,2,7,60,22,0,63,2,.232,272,.292,.382,.674,12,40,.769,8,1146,,,,,,,,,,,,,,,,,,,,30,4,104,1.13,,,,,,,,,,,,1,0,2,298,39,142,.271,38.86,2,5.19
641658,Garrett Hampson,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,52,38,27,5,3,2,50,18,0,37,1,.214,173,.290,.312,.602,1,7,.875,3,764,,,,,,,,,,,,,,,,,,,,,,54,1.37,,,,,,,,,,,,0,3,1,196,13,76,.287,86.50,,
608566,German Marquez,25,25,14,6,2,22,.909,0.80,1.23,146.2,25,1,0,2,172,133,88,41,3,23,120,50,0,153,2,.267,572,.326,.470,.796,1,8,.889,16,2325,4.97,146.2,7,10,0,0,0,0,81,1.38,630,440,25,0,0,1519,.650,2,2,7,2,269,1.29,.412,15.85,0,2.40,7.36,3.07,9.39,5.40,1.41,0,0,0,1,5,,,,,,,
656234,Jake Bird,27,0,3,1,0,4,1.000,0.15,1.16,31.0,27,0,0,0,40,25,19,4,1,4,25,19,3,29,3,.250,116,.364,.405,.769,0,3,1.000,3,498,4.65,31.0,1,4,0,1,3,1,16,1.55,141,93,27,0,0,291,.580,3,0,2,0,47,1.60,.200,16.06,9,1.32,7.26,5.52,8.42,5.52,1.16,10,4,0,1,2,,,,,,,
468504,Jhoulys Chacin,33,0,8,1,0,9,1.000,0.27,1.80,45.0,33,3,0,0,45,52,44,18,1,7,36,19,0,53,2,.286,185,.357,.508,.865,0,1,1.000,4,743,8.00,45.0,4,2,0,0,2,0,40,1.60,207,135,33,0,0,467,.630,2,0,3,0,94,0.87,.667,16.51,7,1.89,7.20,3.80,10.60,8.80,1.40,31,8,0,0,1,,,,,,,
578428,Jose Iglesias,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,135,103,48,30,0,3,49,16,0,126,8,.307,410,.343,.402,.745,3,2,.400,9,1604,,,,,,,,,,,,,,,,,,,,,,165,1.31,,,,,,,,,,,,0,0,3,437,47,167,.341,136.67,,
570632,Jose Urena,4,0,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,,,,,,,
664875,Justin Lawrence,22,0,7,0,0,7,1.000,0.32,2.42,26.2,22,1,0,0,26,16,13,4,1,1,34,17,0,25,1,.248,101,.361,.337,.698,1,3,.750,2,456,4.39,26.2,2,1,0,0,3,0,13,1.58,119,80,22,0,0,282,.620,1,0,0,0,34,1.63,.667,17.10,8,2.00,11.48,5.74,8.44,4.39,0.34,12,5,0,0,0,,,,,,,
607536,Kyle Freeland,25,25,12,2,0,14,1.000,0.56,0.89,142.0,25,0,0,0,152,158,83,38,6,17,101,44,0,155,15,.278,557,.343,.460,.803,4,13,.765,14,2320,4.88,142.0,7,9,0,0,0,0,77,1.40,625,426,25,0,0,1451,.630,15,0,3,1,256,0.96,.438,16.34,0,2.30,6.40,2.79,9.82,5.26,1.08,0,0,0,1,8,,,,,,,
545341,Randal Grichuk,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,0,2.00,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,436,60,170,.341,31.38,,
663372,Ryan Feltner,13,12,6,5,0,11,1.000,0.85,1.62,61.1,13,0,0,0,70,60,42,11,4,11,51,20,0,67,3,.275,244,.332,.488,.820,0,8,1.000,3,1069,5.87,61.1,2,5,0,0,0,0,40,1.42,272,184,13,0,0,679,.640,3,0,3,0,119,1.17,.286,17.43,0,2.55,7.48,2.93,9.83,6.16,1.61,3,0,1,0,4,,,,,,,
641857,Ryan McMahon,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,99,96,52,20,3,13,126,52,0,105,4,.248,423,.334,.402,.736,3,7,.700,4,2112,,,,,,,,,,,,,,,,,,,,,,170,1.03,,,,,,,,,,,,0,0,3,482,58,180,.321,32.54,,
656248,Sean Bouchard,3,3,0,10,0,10,1.000,3.33,3.46,26.0,3,0,0,0,2,5,1,0,0,0,3,2,0,1,0,.091,11,.231,.091,.322,0,0,.---,0,49,,,,,,,,,,,,,,,,,,,,,,1,0.40,,,,,,,,,,,,0,0,0,13,0,8,.125,-.--,,
676265,,8,4,1,0,0,1,1.000,0.13,0.38,24.2,8,0,0,0,15,37,13,6,0,6,23,12,0,18,2,.194,93,.299,.452,.751,0,2,1.000,0,416,4.74,24.2,0,2,0,0,0,0,13,1.22,107,74,8,0,0,263,.630,2,0,1,0,42,0.41,.000,16.86,4,1.92,8.39,4.38,6.57,4.74,2.19,2,0,0,0,0,,,,,,,
493603,Adam Ottavino,52,0,4,2,2,8,.750,0.12,1.06,51.2,52,0,0,1,47,42,12,4,1,5,61,14,2,39,4,.209,187,.275,.321,.596,2,16,.889,6,854,2.09,51.2,5,2,2,5,17,3,12,1.03,207,155,52,0,0,549,.640,4,0,6,0,60,1.12,.714,16.53,15,4.36,10.63,2.44,6.79,2.09,0.87,38,14,0,0,2,,,,,,,
607043,Brandon Nimmo,121,118,4,249,0,253,1.000,2.09,2.20,1037.2,121,1,0,0,135,122,78,25,5,12,93,52,0,124,15,.264,469,.354,.416,.770,2,0,.000,9,2222,,,,,,,,,,,,,,,,,,,,,,195,1.11,,,,,,,,,,,,0,2,3,541,44,140,.305,39.08,,
683146,Brett Baty,11,11,21,7,2,30,.933,2.55,2.71,93.0,11,1,0,1,14,9,4,0,0,2,8,2,0,7,1,.184,38,.244,.342,.586,0,0,.---,0,146,,,,,,,,,,,,,,,,,,,,,,13,1.56,,,,,,,,,,,,1,0,0,42,5,25,.179,19.00,,
605135,Chris Bassitt,24,24,14,10,0,24,1.000,1.00,1.46,148.1,24,3,0,0,162,129,57,21,1,15,139,37,0,131,11,.234,559,.294,.356,.650,3,6,.667,16,2354,3.34,148.1,11,7,0,0,0,0,55,1.13,610,445,24,0,0,1553,.660,11,1,2,1,199,1.26,.611,15.87,0,3.76,8.43,2.24,7.95,3.46,0.91,0,0,1,0,2,,,,,,,
596129,Daniel Vogelbach,5,0,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,278,34,95,.264,19.75,,
573131,Darin Ruf,1,0,0,3,0,3,1.000,1.00,1.23,22.0,3,0,0,0,1,5,0,0,0,0,0,0,0,1,0,.143,7,.143,.143,.286,0,0,.---,0,14,0.00,2.0,0,0,0,0,0,0,0,0.50,7,6,1,0,0,10,.710,0,0,0,0,1,0.20,.---,7.00,1,-.--,0.00,0.00,4.50,0.00,0.00,0,0,0,0,0,314,38,104,.272,24.36,,
656849,David Peterson,20,16,10,1,3,14,.786,0.55,1.11,89.2,20,1,0,2,88,67,37,15,0,9,104,40,0,75,7,.227,330,.321,.355,.676,0,1,1.000,9,1594,3.21,89.2,7,3,0,1,0,1,32,1.28,381,269,20,0,0,954,.600,7,0,2,2,117,1.31,.700,17.78,0,2.60,10.44,4.01,7.53,3.71,0.90,2,0,0,1,3,,,,,,,
500871,Eduardo Escobar,6,5,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,68,134,41,21,3,12,103,28,1,83,1,.217,383,.269,.381,.650,2,0,.000,2,1612,,,,,,,,,,,,,,,,,,,,,,146,0.51,,,,,,,,,,,,0,0,5,417,44,214,.260,31.92,,
621242,Edwin Diaz,51,0,1,3,1,5,.800,0.08,0.71,51.1,51,0,0,1,26,25,8,2,0,3,99,16,1,31,1,.172,180,.242,.233,.475,1,7,.875,3,795,1.40,51.1,3,1,28,31,3,3,8,0.92,198,154,51,0,0,547,.690,1,0,2,0,42,1.04,.750,15.49,41,6.19,17.36,2.81,5.44,1.40,0.53,6,2,0,0,1,0,0,0,.---,-.--,,
596019,Francisco Lindor,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,121,144,80,17,4,21,107,54,2,132,9,.265,498,.344,.442,.786,4,14,.778,5,2306,,,,,,,,,,,,,,,,,,,,,,220,0.84,,,,,,,,,,,,0,0,6,567,85,222,.295,23.71,,
594798,Jacob deGrom,5,5,0,1,0,1,1.000,0.20,0.31,29.1,5,0,0,0,16,25,7,3,0,2,46,2,0,14,0,.139,101,.155,.228,.383,0,1,1.000,0,393,2.15,29.1,3,1,0,0,0,0,7,0.55,103,88,5,0,0,283,.720,0,0,0,0,23,0.64,.750,13.40,0,23.00,14.11,0.61,4.30,2.15,0.61,0,0,0,0,0,,,,,,,
