,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
592626,Joc Pederson,13,9,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,73,105,56,19,3,23,99,40,3,104,7,.276,377,.353,.525,.878,2,3,.600,5,1662,,,,,,,,,,,,,,,,,,,,,,198,0.70,,,,,,,,,,,,0,0,4,428,70,133,.313,16.39,,
663698,Joey Bart,94,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,48,43,33,6,0,11,106,26,0,54,4,.215,251,.299,.371,.670,1,2,.667,5,1118,,,,,,,,,,,,,,,,,,,,32,0,93,1.12,,,,,,,,,,,,0,0,0,281,23,112,.321,22.82,4,4.02
605154,John Brebbia,74,9,9,4,0,13,1.000,0.18,1.77,66.0,74,0,0,0,55,84,26,18,3,5,53,18,2,69,0,.268,257,.314,.420,.734,4,3,.429,2,1065,3.14,66.0,6,2,0,4,18,4,23,1.32,279,198,74,0,0,712,.670,0,0,0,0,108,0.65,.750,16.14,4,2.94,7.23,2.45,9.41,3.55,0.68,24,7,0,2,2,,,,,,,
664774,Wade Jr.,74,9,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,49,73,27,7,1,8,49,25,0,40,5,.192,208,.293,.351,.644,0,0,.---,0,953,,,,,,,,,,,,,,,,,,,,,,73,0.67,,,,,,,,,,,,0,2,1,241,25,84,.211,26.00,,
656814,Luis Ortiz,4,0,2,0,0,2,1.000,0.50,3.00,6.1,4,0,0,0,4,11,1,0,0,0,3,2,0,3,0,.143,21,.217,.143,.360,0,1,1.000,1,80,1.42,6.1,0,0,0,0,0,0,1,0.79,23,19,4,0,0,54,.680,0,0,0,0,3,0.36,.---,12.63,3,1.50,4.26,2.84,4.26,1.42,0.00,0,0,0,0,0,,,,,,,
573262,Mike Yastrzemski,145,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,99,144,73,30,2,17,137,60,0,101,5,.213,475,.305,.392,.697,1,5,.833,3,2305,,,,,,,,,,,,,,,,,,,,,,186,0.69,,,,,,,,,,,,0,1,5,546,55,213,.258,27.94,,
518397,Scott Alexander,17,4,5,2,0,7,1.000,0.41,3.71,17.1,17,1,0,0,34,6,2,2,0,1,10,1,0,12,0,.194,62,.206,.274,.480,0,0,.---,2,214,1.04,17.1,0,0,2,2,5,0,2,0.75,63,52,17,0,0,148,.690,0,0,0,0,17,5.67,.---,12.35,3,10.00,5.19,0.52,6.23,1.04,0.52,8,0,0,0,0,0,0,0,.---,-.--,,
663546,Sean Hjelle,7,0,2,1,2,5,.600,0.43,1.35,20.0,7,1,0,2,30,10,19,3,0,3,20,7,0,29,1,.326,89,.381,.461,.842,0,0,.---,4,398,7.20,20.0,1,2,0,0,1,0,16,1.80,97,60,7,0,0,257,.650,1,0,1,0,41,3.00,.333,19.90,0,2.86,9.00,3.15,13.05,8.55,1.35,1,0,0,0,0,,,,,,,
571946,Shelby Miller,3,0,0,0,0,0,.000,0.00,0.00,5.2,3,0,0,0,0,4,0,1,0,0,13,0,0,4,0,.190,21,.190,.238,.428,0,0,.---,0,89,0.00,5.2,0,0,0,0,1,0,0,0.71,21,17,3,0,0,63,.710,0,0,0,0,5,0.00,.---,15.71,0,-.--,20.65,0.00,6.35,0.00,0.00,0,0,0,0,0,,,,,,,
642731,Thairo Estrada,1,0,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,160,115,70,23,2,14,87,32,0,126,13,.261,482,.321,.405,.726,6,21,.778,10,1919,,,,,,,,,,,,,,,,,,,,,,195,1.39,,,,,,,,,,,,0,1,5,533,62,211,.290,34.43,,
663378,Thomas Szapucki,10,0,1,0,0,1,1.000,0.10,0.69,13.2,10,0,0,0,8,14,3,5,0,2,16,4,0,12,0,.240,50,.296,.460,.756,1,2,.667,1,242,1.98,13.2,0,0,0,0,1,0,3,1.17,54,41,10,0,0,156,.640,0,0,1,1,23,0.57,.---,17.71,2,4.00,10.54,2.63,7.90,1.98,1.32,8,4,0,0,0,,,,,,,
643511,Tyler Rogers,67,0,20,5,1,26,.962,0.37,3.04,74.2,67,0,0,1,101,66,34,17,3,3,48,23,0,72,5,.253,285,.317,.365,.682,0,3,1.000,8,1155,3.62,74.2,3,4,0,1,15,1,30,1.27,316,224,67,0,0,758,.660,5,1,1,0,104,1.53,.429,15.47,8,2.09,5.79,2.77,8.68,4.10,0.36,11,6,1,0,2,,,,,,,
527038,Wilmer Flores,26,23,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,108,194,72,28,1,19,99,58,1,119,10,.232,513,.318,.402,.720,0,0,.---,7,2371,,,,,,,,,,,,,,,,,,,,,,206,0.56,,,,,,,,,,,,0,0,7,588,71,188,.249,27.00,,
628708,Yunior Marte,38,0,7,0,0,7,1.000,0.18,1.37,46.0,38,1,0,0,51,40,32,8,1,5,42,22,0,47,6,.264,178,.361,.404,.765,1,1,.500,4,822,5.67,46.0,0,1,0,1,2,1,29,1.50,208,138,38,0,0,520,.630,6,0,3,0,72,1.28,.000,17.87,10,1.91,8.22,4.30,9.20,6.26,0.98,10,5,0,0,2,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
671083,Buddy Kennedy,30,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,18,26,10,2,2,1,23,8,0,18,1,.217,83,.287,.325,.612,0,0,.---,1,363,,,,,,,,,,,,,,,,,,,,,,27,0.69,,,,,,,,,,,,0,0,2,94,12,23,.279,83.00,,
592761,Caleb Smith,43,1,7,2,0,9,1.000,0.21,1.19,68.1,43,1,0,0,50,88,35,10,1,14,62,38,1,56,1,.220,255,.323,.431,.754,2,1,.333,4,1203,4.21,68.1,1,3,0,0,6,0,32,1.38,295,205,43,0,0,755,.630,1,0,1,1,110,0.57,.250,17.60,14,1.63,8.17,5.00,7.38,4.61,1.84,15,3,0,1,0,,,,,,,
608348,Carson Kelly,4,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,2,11,4,2,0,1,0,2,0,9,0,.409,22,.458,.636,1.094,0,0,.---,0,68,7.71,4.2,0,0,0,0,0,0,4,2.36,24,14,4,0,0,41,.600,0,0,0,0,14,0.18,.---,14.57,4,0.00,0.00,3.86,17.36,7.71,1.93,3,2,0,0,0,346,35,153,.252,44.14,3,3.84
572233,Christian Walker,11,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,138,176,83,24,2,36,128,68,2,137,8,.240,572,.325,.477,.802,2,2,.500,15,2500,,,,,,,,,,,,,,,,,,,,,,273,0.78,,,,,,,,,,,,0,0,7,655,93,257,.243,15.89,,
669450,Cooper Hummel,16,12,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,44,37,18,8,3,2,63,23,0,29,1,.169,172,.269,.285,.554,0,7,1.000,4,805,,,,,,,,,,,,,,,,,,,,8,0,49,1.19,,,,,,,,,,,,0,0,1,197,16,76,.250,86.00,4,5.10
682998,Corbin Carroll,29,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,24,17,11,9,1,3,30,8,0,25,2,.260,96,.330,.469,.799,1,2,.667,1,416,,,,,,,,,,,,,,,,,,,,,,45,1.41,,,,,,,,,,,,0,0,0,106,13,43,.349,32.00,,
662139,Daulton Varsho,148,15,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,124,138,79,23,3,27,140,46,0,124,7,.239,519,.307,.451,.758,6,15,.714,8,2271,,,,,,,,,,,,,,,,,,,,7,0,234,0.90,,,,,,,,,,,,1,2,5,580,73,178,.272,19.22,3,5.71
686753,Drey Jameson,4,4,2,2,0,4,1.000,1.00,1.50,24.1,4,0,0,0,30,16,4,4,0,2,24,7,0,20,1,.222,90,.286,.333,.619,0,2,1.000,3,369,1.48,24.1,3,0,0,0,0,0,4,1.11,98,73,4,0,0,240,.650,1,0,1,0,30,1.88,1.000,15.16,0,3.43,8.88,2.59,7.40,1.48,0.74,0,0,0,0,0,,,,,,,
672695,Geraldo Perdomo,145,128,321,168,14,503,.972,3.57,3.88,1134.0,137,82,0,8,141,110,58,10,2,5,102,48,0,83,5,.196,423,.285,.265,.550,2,9,.818,3,2017,,,,,,,,,,,,,,,,,,,,,,112,1.28,,,,,,,,,,,,0,11,2,489,40,166,.245,84.60,,
453178,Ian Kennedy,56,0,0,1,0,1,1.000,0.02,0.18,49.1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.47,49.1,4,7,10,16,10,6,30,1.58,228,148,56,0,0,558,.650,1,0,3,0,0,-.--,.364,17.39,21,1.95,7.84,4.01,10.22,6.02,2.01,7,1,0,0,0,0,0,0,.---,-.--,,
606993,Jake Hager,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,2,4,2,1,0,0,1,0,0,3,0,.300,10,.300,.400,.700,0,0,.---,0,28,7.71,2.1,0,0,0,0,0,0,2,1.29,10,7,3,0,0,21,.750,0,0,0,0,4,0.50,.---,12.00,3,-.--,3.86,0.00,11.57,7.71,0.00,1,0,0,0,0,59,3,21,.364,-.--,,
664983,Jake McCarthy,96,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,86,65,53,16,3,8,70,23,0,91,6,.295,308,.355,.445,.800,3,23,.885,2,1207,,,,,,,,,,,,,,,,,,,,,,137,1.32,,,,,,,,,,,,0,3,1,341,43,108,.359,38.50,,
573009,Joe Mantiply,68,0,5,2,0,7,1.000,0.10,1.07,59.1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.73,59.1,2,5,2,7,22,5,18,1.04,237,178,68,0,0,604,.720,3,1,2,0,0,-.--,.286,14.16,9,12.20,9.25,0.76,8.65,2.88,0.76,35,16,0,0,0,0,0,0,.---,-.--,,
656669,Jordan Luplow,5,4,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,47,62,26,5,0,11,57,25,1,35,3,.175,200,.275,.365,.640,1,5,.833,5,984,,,,,,,,,,,,,,,,,,,,,,73,0.76,,,,,,,,,,,,0,0,1,229,28,104,.180,18.18,,
668942,Josh Rojas,5,4,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,112,117,65,24,1,8,97,54,2,116,2,.268,433,.348,.383,.731,3,22,.880,7,1986,,,,,,,,,,,,,,,,,,,,,,166,0.96,,,,,,,,,,,,0,4,5,498,54,154,.324,54.12,,
656464,Kevin Ginkel,29,0,4,1,0,5,1.000,0.17,1.61,28.1,29,0,0,0,29,24,14,7,0,1,29,11,0,26,1,.243,107,.317,.336,.653,0,1,1.000,5,465,3.49,28.1,1,1,0,2,5,2,11,1.31,120,85,29,0,0,304,.650,1,0,1,0,36,1.21,.500,16.41,2,2.64,9.21,3.49,8.26,4.45,0.32,14,5,0,0,1,,,,,,,
518516,Madison Bumgarner,30,30,11,2,0,13,1.000,0.43,0.74,158.2,30,3,0,0,148,201,97,50,3,25,112,49,0,179,9,.281,637,.340,.487,.827,5,15,.750,14,2715,4.88,158.2,7,15,0,0,0,0,86,1.44,698,476,30,0,0,1752,.650,9,0,2,2,310,0.74,.318,17.11,0,2.29,6.35,2.78,10.15,5.50,1.42,0,0,0,1,2,,,,,,,
453343,Mark Melancon,62,0,6,5,0,11,1.000,0.18,1.77,56.0,62,2,0,0,62,65,37,10,0,5,35,21,2,63,1,.281,224,.346,.393,.739,1,3,.750,5,886,4.66,56.0,3,10,18,21,1,3,29,1.50,247,168,62,0,0,559,.630,1,0,6,0,88,0.95,.231,15.82,48,1.67,5.63,3.38,10.13,5.95,0.80,3,1,0,1,0,0,0,0,.---,-.--,,
518876,Merrill Kelly,32,32,19,15,1,35,.971,1.06,1.58,194.1,32,2,0,1,194,194,76,39,2,21,170,59,2,163,2,.227,719,.287,.374,.661,3,14,.824,14,2988,3.43,194.1,13,8,0,0,0,0,74,1.14,782,583,32,0,0,1954,.650,2,1,4,4,269,1.00,.619,15.38,0,2.88,7.87,2.73,7.55,3.52,0.97,0,0,0,1,1,,,,,,,
656976,Pavin Smith,19,16,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,58,67,23,8,0,9,65,27,1,51,1,.214,238,.294,.361,.655,0,1,1.000,2,1079,,,,,,,,,,,,,,,,,,,,,,86,0.87,,,,,,,,,,,,0,0,3,269,33,104,.251,26.44,,
606625,Reyes Moronta,16,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,0,-.--,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,0,0,0,.---,-.--,,
664092,Sean Poppen,27,0,2,2,0,4,1.000,0.15,1.38,26.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.39,26.2,1,2,0,1,3,1,13,1.39,111,80,27,0,0,262,.640,0,0,2,1,0,-.--,.333,15.30,6,1.91,7.09,3.71,8.78,4.72,1.35,13,1,0,0,0,0,0,0,.---,-.--,,
642727,Sergio Alcantara,22,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,38,3,28,.167,-.--,,
656448,Stone Garrett,8,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,9,20,12,8,0,4,24,3,0,21,1,.288,73,.321,.562,.883,1,3,.750,1,295,,,,,,,,,,,,,,,,,,,,,,41,0.45,,,,,,,,,,,,3,0,1,81,10,24,.370,18.25,,
642203,Taylor Widener,13,0,0,1,0,1,1.000,0.08,0.60,15.1,13,0,0,0,8,26,8,4,0,2,12,5,1,20,3,.303,66,.378,.455,.833,0,2,1.000,0,290,4.11,15.1,0,1,0,1,1,1,7,1.63,74,46,13,0,0,193,.670,3,0,0,0,30,0.31,.000,18.91,3,2.40,7.04,2.93,11.74,4.70,1.17,7,4,0,0,0,,,,,,,
674072,Tommy Henry,8,8,1,1,0,2,1.000,0.25,0.45,40.2,8,0,0,0,42,43,27,7,0,9,31,20,1,44,3,.278,158,.368,.494,.862,0,2,1.000,4,684,5.98,40.2,3,4,0,0,0,0,27,1.57,183,122,8,0,0,433,.630,3,0,3,0,78,0.98,.429,16.82,0,1.55,6.86,4.43,9.74,5.98,1.99,0,0,0,1,1,,,,,,,
668678,Zac Gallen,30,30,16,9,1,26,.962,0.83,1.26,179.0,30,3,0,1,171,162,53,30,1,13,186,44,0,116,12,.184,631,.249,.296,.545,3,4,.571,12,2833,2.46,179.0,12,3,0,0,0,0,49,0.89,691,537,30,0,0,1844,.650,12,0,5,0,187,1.06,.800,15.83,0,4.23,9.35,2.21,5.83,2.66,0.65,0,0,0,1,3,,,,,,,
605200,Zach Davies,27,27,16,17,1,34,.971,1.22,2.22,134.1,27,1,0,0,144,148,66,20,2,21,102,52,0,122,2,.241,507,.309,.412,.721,5,7,.583,10,2292,4.09,134.1,2,5,0,0,0,0,61,1.30,570,403,27,0,0,1385,.600,2,0,1,1,209,0.97,.286,17.06,0,1.96,6.83,3.48,8.17,4.42,1.41,0,0,0,1,8,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
676701,Alan Trejo,34,17,55,20,4,79,.949,3.75,4.19,161.0,20,13,0,2,29,24,15,6,0,4,30,5,0,31,2,.272,114,.314,.430,.744,2,0,.000,3,475,,,,,,,,,,,,,,,,,,,,,,49,1.21,,,,,,,,,,,,0,0,0,121,16,47,.338,28.50,,
517008,Alex Colome,53,0,5,3,0,8,1.000,0.15,1.53,47.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.74,47.0,2,7,4,7,7,3,30,1.68,215,141,53,0,0,482,.600,0,1,4,0,0,-.--,.222,17.09,13,1.45,6.13,4.21,10.91,6.89,0.96,0,0,0,0,0,0,0,0,.---,-.--,,
596295,Austin Gomber,32,16,9,7,0,16,1.000,0.50,1.19,121.2,32,2,0,0,134,122,79,26,5,19,91,33,1,134,2,.282,476,.328,.477,.805,4,8,.667,13,2013,5.62,121.2,5,7,0,0,0,0,76,1.37,516,365,32,0,0,1291,.640,2,0,4,2,227,1.10,.417,16.55,2,2.76,6.73,2.44,9.91,5.84,1.41,17,10,0,1,4,,,,,,,
663898,Brendan Rodgers,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,163,123,71,30,3,12,99,45,0,137,2,.265,517,.323,.404,.727,0,0,.---,25,2065,,,,,,,,,,,,,,,,,,,,,,209,1.33,,,,,,,,,,,,0,0,5,569,62,241,.304,43.08,,
661531,Brian Serven,1,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,10,41,.804,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,21,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,1,0,0,202,16,90,.235,30.67,2,4.82
543068,C.J. Cron,149,27,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,124,143,79,28,3,29,162,42,6,148,8,.259,572,.316,.470,.786,0,0,.---,16,2481,,,,,,,,,,,,,,,,,,,,,,269,0.87,,,,,,,,,,,,1,0,5,628,102,267,.308,19.72,,
641771,Chad Kuhl,27,27,9,12,1,22,.955,0.78,1.38,137.0,27,0,0,1,124,165,91,31,6,25,110,58,1,155,5,.284,546,.355,.500,.855,5,6,.545,8,2375,5.72,137.0,6,11,0,0,0,0,87,1.55,617,411,27,1,1,1461,.620,5,0,5,0,273,0.75,.353,17.34,0,1.90,7.23,3.81,10.18,5.98,1.64,0,0,0,3,5,,,,,,,
663385,Chad Smith,14,0,0,0,1,1,.000,0.00,0.00,16.2,14,0,0,1,16,10,12,3,1,1,22,13,0,15,2,.242,62,.385,.371,.756,2,1,.333,0,306,6.48,16.2,0,0,0,1,0,1,12,1.68,78,50,14,0,0,170,.560,2,0,3,0,23,1.60,.---,18.36,2,1.69,11.88,7.02,8.10,6.48,0.54,14,9,0,0,1,,,,,,,
453268,Daniel Bard,56,0,6,1,0,7,1.000,0.13,1.07,59.1,56,0,0,0,62,48,15,9,0,3,69,25,1,35,3,.164,213,.260,.249,.509,0,5,1.000,1,947,1.82,59.1,6,4,33,36,0,3,12,1.01,242,178,56,0,0,608,.640,3,0,3,0,53,1.29,.600,15.96,47,2.76,10.47,3.79,5.31,2.28,0.46,2,0,0,0,1,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,,,,,,,
660707,Elehuris Montero,51,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,32,40,20,14,1,6,57,8,0,39,1,.232,168,.271,.435,.706,0,0,.---,4,651,,,,,,,,,,,,,,,,,,,,,,73,0.80,,,,,,,,,,,,0,0,0,177,20,69,.314,28.00,,
553869,Elias Diaz,103,92,52,658,11,721,.985,6.96,7.84,815.1,102,3,0,9,100,89,28,18,2,9,79,25,0,78,2,.227,343,.282,.370,.652,1,0,.000,8,1413,,,,,,,,,,,,,,,,,,,,40,4,127,1.12,,,,,,,,,,,,0,0,3,373,51,174,.267,38.11,3,5.24
678662,Ezequiel Tovar,7,7,17,12,0,29,1.000,4.14,4.28,61.0,7,2,0,0,8,6,1,1,0,0,6,2,0,6,0,.231,26,.286,.269,.555,0,0,.---,0,101,,,,,,,,,,,,,,,,,,,,,,7,1.33,,,,,,,,,,,,0,0,0,28,1,17,.300,-.--,,
641658,Garrett Hampson,3,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,56,41,29,7,3,2,59,21,0,41,1,.214,192,.292,.313,.605,2,12,.857,3,860,,,,,,,,,,,,,,,,,,,,,,60,1.37,,,,,,,,,,,,0,3,2,219,14,84,.293,96.00,,
668970,Gavin Hollowell,5,0,0,0,0,0,.000,0.00,0.00,5.1,5,0,0,0,3,6,7,1,0,1,7,4,0,7,0,.318,22,.407,.500,.907,0,0,.---,0,118,10.13,5.1,0,2,0,0,0,0,6,2.06,27,16,5,0,0,69,.580,0,0,0,0,11,0.50,.000,22.13,3,1.75,11.81,6.75,11.81,11.81,1.69,5,1,0,0,1,,,,,,,
608566,German Marquez,31,31,15,6,2,23,.913,0.68,1.04,181.2,31,1,0,2,212,165,109,45,5,30,150,63,0,185,4,.263,704,.324,.469,.793,2,10,.833,21,2839,5.00,181.2,9,13,0,0,0,0,101,1.37,779,545,31,0,0,1851,.650,4,2,8,2,330,1.28,.409,15.63,0,2.38,7.43,3.12,9.17,5.40,1.49,0,0,0,1,7,,,,,,,
656234,Jake Bird,37,0,5,2,0,7,1.000,0.19,1.40,45.2,37,0,0,0,58,35,29,6,2,7,40,23,3,45,4,.257,175,.353,.434,.787,0,4,1.000,5,722,5.12,45.2,1,4,0,1,5,1,26,1.49,205,137,37,0,0,430,.600,4,0,4,0,76,1.66,.200,15.81,11,1.74,7.88,4.53,8.87,5.72,1.38,16,6,0,1,2,,,,,,,
578428,Jose Iglesias,117,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,144,111,48,30,0,3,55,17,0,128,8,.294,435,.330,.384,.714,3,2,.400,11,1721,,,,,,,,,,,,,,,,,,,,,,167,1.30,,,,,,,,,,,,0,0,3,463,47,178,.329,145.00,,
570632,Jose Urena,4,0,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,,,,,,,
664875,Justin Lawrence,37,0,11,0,0,11,1.000,0.30,2.41,41.2,37,1,0,0,47,26,27,9,1,3,48,22,0,43,1,.265,162,.353,.389,.742,1,3,.750,3,747,5.83,41.2,3,1,0,2,7,2,27,1.56,187,125,37,0,0,472,.630,1,0,1,0,63,1.81,.750,17.93,10,2.18,10.37,4.75,9.29,5.83,0.65,28,7,0,0,2,,,,,,,
607536,Kyle Freeland,31,31,14,2,0,16,1.000,0.52,0.83,174.2,31,0,0,0,183,190,96,47,8,19,131,53,0,193,16,.281,687,.342,.456,.798,6,15,.714,19,2839,4.53,174.2,9,11,0,0,0,0,88,1.41,766,524,31,0,0,1793,.630,16,0,4,1,313,0.96,.450,16.25,0,2.47,6.75,2.73,9.94,4.95,0.98,0,0,0,1,9,,,,,,,
669911,Michael Toglia,17,17,1,20,0,21,1.000,1.24,1.32,143.0,17,0,0,0,21,20,10,7,2,2,36,9,0,22,0,.222,99,.287,.394,.681,1,1,.500,2,427,,,,,,,,,,,,,,,,,,,,,,39,1.05,,,,,,,,,,,,0,0,0,108,11,36,.328,49.50,,
545341,Randal Grichuk,138,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,131,112,59,21,3,18,123,24,0,129,6,.262,493,.303,.426,.729,0,4,1.000,12,1928,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,210,1.17,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,525,71,210,.314,27.39,,
663372,Ryan Feltner,19,18,7,8,0,15,1.000,0.79,1.48,91.1,19,0,0,0,96,91,63,17,4,15,80,33,0,98,5,.271,361,.337,.465,.802,1,10,.909,5,1585,6.01,91.1,3,9,0,0,0,0,61,1.43,404,274,19,0,0,996,.630,5,0,3,0,168,1.05,.250,17.35,0,2.42,7.88,3.25,9.66,6.21,1.48,3,0,1,0,4,,,,,,,
641857,Ryan McMahon,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,125,116,66,23,3,20,156,59,0,128,5,.245,522,.326,.416,.742,3,7,.700,7,2527,,,,,,,,,,,,,,,,,,,,,,217,1.08,,,,,,,,,,,,0,0,3,589,67,224,.309,26.10,,
656248,Sean Bouchard,24,22,0,43,0,43,1.000,1.87,2.02,192.1,23,0,0,0,10,15,7,4,0,2,21,20,0,18,0,.286,63,.452,.444,.896,0,0,.---,1,361,,,,,,,,,,,,,,,,,,,,,,28,0.67,,,,,,,,,,,,0,0,1,84,10,30,.390,31.50,,
621389,Ty Blach,23,1,3,5,0,8,1.000,0.35,1.67,43.1,23,0,0,0,50,48,29,14,2,4,28,11,2,50,2,.292,171,.335,.468,.803,0,0,.---,3,661,6.02,43.1,1,0,1,2,0,1,29,1.41,189,130,23,0,0,453,.690,2,0,1,0,80,1.04,1.000,15.25,9,2.55,5.82,2.28,10.38,6.02,0.83,14,4,0,1,4,,,,,,,
602074,Yonathan Daza,112,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,135,69,56,21,2,2,57,26,0,112,4,.305,367,.353,.390,.743,3,0,.000,12,1513,,,,,,,,,,,,,,,,,,,,,,143,1.96,,,,,,,,,,,,0,1,5,403,34,139,.351,183.50,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
621345,A.J. Minter,74,0,4,2,0,6,1.000,0.08,0.78,69.0,74,0,0,0,44,64,21,11,0,5,93,13,0,48,3,.197,244,.243,.303,.546,3,6,.667,4,1090,2.09,69.0,5,4,5,9,33,4,16,0.88,265,207,74,0,0,732,.670,3,0,3,2,74,0.69,.556,15.80,13,7.15,12.13,1.70,6.26,2.74,0.65,23,6,0,2,3,,,,,,,
