,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
605194,Jharel Cotton,25,0,23,49,13,5,0,7,31,16,0,23,2,.185,124,.285,.395,.680,1,2,.667,2,582,2.83,35.0,2,2,0,2,2,2,11,1.11,144,105,25,0,0,374,.640,2,0,2,0,49,0.47,.500,16.63,7,1.94,7.97,4.11,5.91,3.34,1.80,8,6,0,0,2,2,1,0,3,1.000,0.12,0.77,35.0,25,0,0,0,,,,,,,
592626,Joc Pederson,13,9,73,106,57,19,3,23,100,42,3,104,7,.274,379,.354,.522,.876,2,3,.600,5,1681,,,,,,,,,,,,,,,,,,,,,,198,0.69,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,432,70,133,.312,16.48,,
663698,Joey Bart,2,2,48,44,33,6,0,11,108,26,0,55,4,.216,255,.298,.369,.667,12,46,.793,5,1136,,,,,,,,,,,,,,,,,,,,32,0,94,1.09,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,285,25,114,.324,23.18,4,4.07
605154,John Brebbia,75,10,56,86,26,18,3,5,53,18,2,69,1,.265,260,.313,.415,.728,4,4,.500,2,1076,3.09,67.0,6,2,0,4,18,4,23,1.30,283,201,75,0,0,721,.670,1,0,0,0,108,0.65,.750,16.06,4,2.94,7.12,2.42,9.27,3.49,0.67,24,7,0,2,2,9,4,0,13,1.000,0.17,1.75,67.0,75,0,0,0,,,,,,,
664774,Wade Jr.,10,9,49,74,27,7,1,8,50,25,0,41,5,.194,211,.293,.351,.644,0,0,.---,0,965,,,,,,,,,,,,,,,,,,,,,,74,0.66,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,244,25,85,.214,26.38,,
656814,Luis Ortiz,4,0,4,11,1,0,0,0,3,2,0,3,0,.143,21,.217,.143,.360,0,1,1.000,1,80,1.42,6.1,0,0,0,0,0,0,1,0.79,23,19,4,0,0,54,.680,0,0,0,0,3,0.36,.---,12.63,3,1.50,4.26,2.84,4.26,1.42,0.00,0,0,0,0,0,2,0,0,2,1.000,0.50,3.00,6.1,4,0,0,0,,,,,,,
573262,Mike Yastrzemski,146,1,99,145,73,30,2,17,139,60,0,101,5,.211,478,.303,.389,.692,1,5,.833,3,2318,,,,,,,,,,,,,,,,,,,,,,186,0.68,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,549,55,215,.257,28.12,,
518397,Scott Alexander,17,4,34,6,2,2,0,1,10,1,0,12,0,.194,62,.206,.274,.480,0,0,.---,2,214,1.04,17.1,0,0,2,2,5,0,2,0.75,63,52,17,0,0,148,.690,0,0,0,0,17,5.67,.---,12.35,3,10.00,5.19,0.52,6.23,1.04,0.52,8,0,0,0,0,5,2,0,7,1.000,0.41,3.71,17.1,17,1,0,0,0,0,0,.---,-.--,,
663546,Sean Hjelle,8,0,33,12,19,3,0,3,28,8,0,33,1,.311,106,.365,.425,.790,0,0,.---,5,474,5.76,25.0,1,2,0,0,1,0,16,1.64,115,75,8,0,0,302,.640,1,0,1,0,45,2.75,.333,18.96,0,3.50,10.08,2.88,11.88,6.84,1.08,1,0,0,0,0,2,1,2,5,.600,0.38,1.08,25.0,8,1,0,2,,,,,,,
571946,Shelby Miller,4,0,1,6,5,3,0,0,14,3,1,6,0,.222,27,.300,.333,.633,0,0,.---,0,127,6.43,7.0,0,1,0,0,1,0,5,1.29,30,21,4,0,0,85,.670,0,0,0,0,9,0.17,.000,18.14,0,4.67,18.00,3.86,7.71,6.43,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,7.0,4,0,0,0,,,,,,,
642731,Thairo Estrada,1,0,161,115,71,23,2,14,88,33,0,126,14,.260,484,.323,.403,.726,6,21,.778,10,1935,,,,,,,,,,,,,,,,,,,,,,195,1.40,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,537,62,213,.289,34.57,,
643511,Tyler Rogers,67,0,101,66,34,17,3,3,48,23,0,72,5,.253,285,.317,.365,.682,0,3,1.000,8,1155,3.62,74.2,3,4,0,1,15,1,30,1.27,316,224,67,0,0,758,.660,5,1,1,0,104,1.53,.429,15.47,8,2.09,5.79,2.77,8.68,4.10,0.36,11,6,1,0,2,20,5,1,26,.962,0.37,3.04,74.2,67,0,0,1,,,,,,,
527038,Wilmer Flores,26,23,109,196,72,28,1,19,99,59,1,119,11,.231,516,.319,.399,.718,0,0,.---,7,2394,,,,,,,,,,,,,,,,,,,,,,206,0.56,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,593,71,188,.247,27.16,,
628708,Yunior Marte,38,0,51,40,32,8,1,5,42,22,0,47,6,.264,178,.361,.404,.765,1,1,.500,4,822,5.67,46.0,0,1,0,1,2,1,29,1.50,208,138,38,0,0,520,.630,6,0,3,0,72,1.28,.000,17.87,10,1.91,8.22,4.30,9.20,6.26,0.98,10,5,0,0,2,7,0,0,7,1.000,0.18,1.37,46.0,38,1,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
671083,Buddy Kennedy,30,2,18,26,10,2,2,1,23,8,0,18,1,.217,83,.287,.325,.612,0,0,.---,1,363,,,,,,,,,,,,,,,,,,,,,,27,0.69,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,94,12,23,.279,83.00,,
592761,Caleb Smith,43,1,50,88,35,10,1,14,62,38,1,56,1,.220,255,.323,.431,.754,2,1,.333,4,1203,4.21,68.1,1,3,0,0,6,0,32,1.38,295,205,43,0,0,755,.630,1,0,1,1,110,0.57,.250,17.60,14,1.63,8.17,5.00,7.38,4.61,1.84,15,3,0,1,0,7,2,0,9,1.000,0.21,1.19,68.1,43,1,0,0,,,,,,,
608348,Carson Kelly,2,2,80,98,40,18,0,7,68,29,0,67,4,.217,309,.289,.343,.632,12,44,.786,9,1385,7.71,4.2,0,0,0,0,0,0,4,2.36,24,14,4,0,0,41,.600,0,0,20,1,106,0.82,.---,14.57,4,0.00,0.00,3.86,17.36,7.71,1.93,3,2,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,346,35,153,.252,44.14,3,3.85
572233,Christian Walker,158,11,138,177,84,25,2,36,130,68,2,138,8,.240,576,.325,.477,.802,2,2,.500,15,2518,,,,,,,,,,,,,,,,,,,,,,275,0.78,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,659,93,258,.245,16.00,,
669450,Cooper Hummel,16,12,45,37,20,8,3,3,64,23,0,31,1,.176,176,.274,.307,.581,0,7,1.000,4,819,,,,,,,,,,,,,,,,,,,,9,0,54,1.22,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,201,17,77,.255,58.67,4,4.87
682998,Corbin Carroll,30,2,24,19,12,9,2,3,30,8,0,26,3,.263,99,.336,.485,.821,1,2,.667,1,436,,,,,,,,,,,,,,,,,,,,,,48,1.26,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,110,13,44,.348,33.00,,
662139,Daulton Varsho,149,15,125,138,79,23,3,27,143,46,0,125,7,.239,524,.306,.448,.754,6,16,.727,8,2294,,,,,,,,,,,,,,,,,,,,7,0,235,0.91,,,,,,,,,,,,1,2,5,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,585,74,179,.273,19.41,3,5.71
686753,Drey Jameson,4,4,30,16,4,4,0,2,24,7,0,20,1,.222,90,.286,.333,.619,0,2,1.000,3,369,1.48,24.1,3,0,0,0,0,0,4,1.11,98,73,4,0,0,240,.650,1,0,1,0,30,1.88,1.000,15.16,0,3.43,8.88,2.59,7.40,1.48,0.74,0,0,0,0,0,2,2,0,4,1.000,1.00,1.50,24.1,4,0,0,0,,,,,,,
672695,Geraldo Perdomo,138,129,143,111,58,10,2,5,102,49,0,83,5,.195,425,.285,.264,.549,2,9,.818,3,2032,,,,,,,,,,,,,,,,,,,,,,112,1.29,,,,,,,,,,,,0,12,2,325,168,14,507,.972,3.57,3.88,1143.0,138,83,0,8,493,40,167,.244,85.00,,
453178,Ian Kennedy,56,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.47,49.1,4,7,10,16,10,6,30,1.58,228,148,56,0,0,558,.650,1,0,3,0,0,-.--,.364,17.39,21,1.95,7.84,4.01,10.22,6.02,2.01,7,1,0,0,0,0,1,0,1,1.000,0.02,0.18,49.1,56,0,0,0,0,0,0,.---,-.--,,
606993,Jake Hager,1,0,2,4,2,1,0,0,1,0,0,3,0,.300,10,.300,.400,.700,0,0,.---,0,28,7.71,2.1,0,0,0,0,0,0,2,1.29,10,7,3,0,0,21,.750,0,0,0,0,4,0.50,.---,12.00,3,-.--,3.86,0.00,11.57,7.71,0.00,1,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,59,3,21,.364,-.--,,
664983,Jake McCarthy,11,11,88,66,53,16,3,8,72,23,0,91,6,.291,313,.350,.438,.788,3,23,.885,2,1230,,,,,,,,,,,,,,,,,,,,,,137,1.33,,,,,,,,,,,,0,3,1,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,346,43,110,.355,39.12,,
573009,Joe Mantiply,69,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.85,60.0,2,5,2,8,22,6,19,1.08,243,180,69,0,0,614,.710,3,1,3,0,0,-.--,.286,14.35,9,10.17,9.15,0.90,8.85,3.30,0.90,35,16,0,0,0,5,2,0,7,1.000,0.10,1.05,60.0,69,0,0,0,0,0,0,.---,-.--,,
656669,Jordan Luplow,6,4,47,62,26,5,0,11,58,25,1,36,3,.178,202,.277,.366,.643,1,5,.833,5,992,,,,,,,,,,,,,,,,,,,,,,74,0.76,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,231,28,105,.187,18.36,,
668942,Josh Rojas,5,4,114,118,65,24,1,8,98,54,2,116,2,.266,436,.346,.381,.727,3,22,.880,7,2000,,,,,,,,,,,,,,,,,,,,,,166,0.97,,,,,,,,,,,,0,5,5,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,502,54,154,.322,54.50,,
656464,Kevin Ginkel,29,0,29,24,14,7,0,1,29,11,0,26,1,.243,107,.317,.336,.653,0,1,1.000,5,465,3.49,28.1,1,1,0,2,5,2,11,1.31,120,85,29,0,0,304,.650,1,0,1,0,36,1.21,.500,16.41,2,2.64,9.21,3.49,8.26,4.45,0.32,14,5,0,0,1,4,1,0,5,1.000,0.17,1.61,28.1,29,0,0,0,,,,,,,
518516,Madison Bumgarner,30,30,148,201,97,50,3,25,112,49,0,179,9,.281,637,.340,.487,.827,5,15,.750,14,2715,4.88,158.2,7,15,0,0,0,0,86,1.44,698,476,30,0,0,1752,.650,9,0,2,2,310,0.74,.318,17.11,0,2.29,6.35,2.78,10.15,5.50,1.42,0,0,0,1,2,11,2,0,13,1.000,0.43,0.74,158.2,30,3,0,0,,,,,,,
453343,Mark Melancon,62,0,62,65,37,10,0,5,35,21,2,63,1,.281,224,.346,.393,.739,1,3,.750,5,886,4.66,56.0,3,10,18,21,1,3,29,1.50,247,168,62,0,0,559,.630,1,0,6,0,88,0.95,.231,15.82,48,1.67,5.63,3.38,10.13,5.95,0.80,3,1,0,1,0,6,5,0,11,1.000,0.18,1.77,56.0,62,2,0,0,0,0,0,.---,-.--,,
518876,Merrill Kelly,32,32,194,194,76,39,2,21,170,59,2,163,2,.227,719,.287,.374,.661,3,14,.824,14,2988,3.43,194.1,13,8,0,0,0,0,74,1.14,782,583,32,0,0,1954,.650,2,1,4,4,269,1.00,.619,15.38,0,2.88,7.87,2.73,7.55,3.52,0.97,0,0,0,1,1,19,15,1,35,.971,1.06,1.58,194.1,32,2,0,1,,,,,,,
656976,Pavin Smith,20,17,59,68,23,8,0,9,66,27,1,51,1,.212,241,.290,.357,.647,0,1,1.000,2,1093,,,,,,,,,,,,,,,,,,,,,,86,0.87,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,272,33,105,.249,26.78,,
606625,Reyes Moronta,22,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,0,-.--,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,0,0,0,.---,-.--,,
664092,Sean Poppen,28,0,23,34,14,6,1,4,22,12,3,26,1,.260,100,.333,.460,.793,1,1,.500,2,430,4.13,28.1,1,2,0,1,4,1,13,1.34,118,85,28,0,0,274,.640,1,0,2,1,46,0.68,.333,15.18,6,1.83,6.99,3.81,8.26,4.45,1.27,13,1,0,1,4,2,2,0,4,1.000,0.14,1.29,28.1,28,0,0,0,0,0,0,.---,-.--,,
642727,Sergio Alcantara,1,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,38,3,28,.167,-.--,,
656448,Stone Garrett,8,7,9,20,12,8,0,4,24,3,0,21,1,.288,73,.321,.562,.883,1,3,.750,1,295,,,,,,,,,,,,,,,,,,,,,,41,0.45,,,,,,,,,,,,3,0,1,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,81,10,24,.370,18.25,,
642203,Taylor Widener,13,0,8,26,8,4,0,2,12,5,1,20,3,.303,66,.378,.455,.833,0,2,1.000,0,290,4.11,15.1,0,1,0,1,1,1,7,1.63,74,46,13,0,0,193,.670,3,0,0,0,30,0.31,.000,18.91,3,2.40,7.04,2.93,11.74,4.70,1.17,7,4,0,0,0,0,1,0,1,1.000,0.08,0.60,15.1,13,0,0,0,,,,,,,
674072,Tommy Henry,9,9,47,51,28,8,0,10,36,21,1,47,3,.263,179,.348,.475,.823,0,2,1.000,5,773,5.36,47.0,3,4,0,0,0,0,28,1.45,205,141,9,0,0,493,.640,3,0,3,0,85,0.92,.429,16.45,0,1.71,6.89,4.02,9.00,5.36,1.91,0,0,0,1,1,1,1,0,2,1.000,0.22,0.38,47.0,9,0,0,0,,,,,,,
668678,Zac Gallen,30,30,171,162,53,30,1,13,186,44,0,116,12,.184,631,.249,.296,.545,3,4,.571,12,2833,2.46,179.0,12,3,0,0,0,0,49,0.89,691,537,30,0,0,1844,.650,12,0,5,0,187,1.06,.800,15.83,0,4.23,9.35,2.21,5.83,2.66,0.65,0,0,0,1,3,16,9,1,26,.962,0.83,1.26,179.0,30,3,0,1,,,,,,,
605200,Zach Davies,27,27,144,148,66,20,2,21,102,52,0,122,2,.241,507,.309,.412,.721,5,7,.583,10,2292,4.09,134.1,2,5,0,0,0,0,61,1.30,570,403,27,0,0,1385,.600,2,0,1,1,209,0.97,.286,17.06,0,1.96,6.83,3.48,8.17,4.42,1.41,0,0,0,1,8,16,17,1,34,.971,1.22,2.22,134.1,27,1,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
676701,Alan Trejo,20,17,30,25,15,6,0,4,31,5,0,32,2,.271,118,.312,.424,.736,2,1,.333,3,494,,,,,,,,,,,,,,,,,,,,,,50,1.20,,,,,,,,,,,,0,0,0,55,20,4,79,.949,3.75,4.19,161.0,20,13,0,2,125,17,49,.337,29.50,,
517008,Alex Colome,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.74,47.0,2,7,4,7,7,3,30,1.68,215,141,53,0,0,482,.600,0,1,4,0,0,-.--,.222,17.09,13,1.45,6.13,4.21,10.91,6.89,0.96,0,0,0,0,0,5,3,0,8,1.000,0.15,1.53,47.0,53,0,0,0,0,0,0,.---,-.--,,
596295,Austin Gomber,32,16,134,122,79,26,5,19,91,33,1,134,2,.282,476,.328,.477,.805,4,8,.667,13,2013,5.62,121.2,5,7,0,0,0,0,76,1.37,516,365,32,0,0,1291,.640,2,0,4,2,227,1.10,.417,16.55,2,2.76,6.73,2.44,9.91,5.84,1.41,17,10,0,1,4,9,7,0,16,1.000,0.50,1.19,121.2,32,2,0,0,,,,,,,
663898,Brendan Rodgers,2,2,164,124,71,30,3,12,99,46,0,138,2,.265,520,.325,.404,.729,0,0,.---,25,2084,,,,,,,,,,,,,,,,,,,,,,210,1.32,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,573,62,241,.304,43.33,,
661531,Brian Serven,1,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,0,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,202,16,90,.235,30.67,2,4.82
543068,C.J. Cron,149,27,124,143,79,28,3,29,162,42,6,148,8,.259,572,.316,.470,.786,0,0,.---,16,2481,,,,,,,,,,,,,,,,,,,,,,269,0.87,,,,,,,,,,,,1,0,5,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,628,102,267,.308,19.72,,
641771,Chad Kuhl,27,27,124,165,91,31,6,25,110,58,1,155,5,.284,546,.355,.500,.855,5,6,.545,8,2375,5.72,137.0,6,11,0,0,0,0,87,1.55,617,411,27,1,1,1461,.620,5,0,5,0,273,0.75,.353,17.34,0,1.90,7.23,3.81,10.18,5.98,1.64,0,0,0,3,5,9,12,1,22,.955,0.78,1.38,137.0,27,0,0,1,,,,,,,
663385,Chad Smith,14,0,16,10,12,3,1,1,22,13,0,15,2,.242,62,.385,.371,.756,2,1,.333,0,306,6.48,16.2,0,0,0,1,0,1,12,1.68,78,50,14,0,0,170,.560,2,0,3,0,23,1.60,.---,18.36,2,1.69,11.88,7.02,8.10,6.48,0.54,14,9,0,0,1,0,0,1,1,.000,0.00,0.00,16.2,14,0,0,1,,,,,,,
453268,Daniel Bard,56,0,62,48,15,9,0,3,69,25,1,35,3,.164,213,.260,.249,.509,0,5,1.000,1,947,1.82,59.1,6,4,33,36,0,3,12,1.01,242,178,56,0,0,608,.640,3,0,3,0,53,1.29,.600,15.96,47,2.76,10.47,3.79,5.31,2.28,0.46,2,0,0,0,1,6,1,0,7,1.000,0.13,1.07,59.1,56,0,0,0,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,,,,,,,
660707,Elehuris Montero,51,11,32,40,20,14,1,6,57,8,0,39,1,.232,168,.271,.435,.706,0,0,.---,4,651,,,,,,,,,,,,,,,,,,,,,,73,0.80,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,177,20,69,.314,28.00,,
553869,Elias Diaz,103,93,101,90,29,18,2,9,80,25,0,79,2,.228,347,.281,.369,.650,15,48,.762,8,1432,,,,,,,,,,,,,,,,,,,,40,4,128,1.12,,,,,,,,,,,,1,0,3,52,664,11,727,.985,6.95,7.82,824.1,103,3,0,9,377,51,178,.268,38.56,3,5.20
678662,Ezequiel Tovar,8,8,10,6,1,1,0,0,8,2,0,6,0,.200,30,.250,.233,.483,0,0,.---,0,115,,,,,,,,,,,,,,,,,,,,,,7,1.67,,,,,,,,,,,,0,0,0,19,12,0,31,1.000,3.88,3.99,70.0,8,2,0,0,32,1,21,.273,-.--,,
641658,Garrett Hampson,3,0,56,41,29,7,3,2,59,21,0,41,1,.214,192,.292,.313,.605,2,12,.857,3,860,,,,,,,,,,,,,,,,,,,,,,60,1.37,,,,,,,,,,,,0,3,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,219,14,84,.293,96.00,,
668970,Gavin Hollowell,5,0,3,6,7,1,0,1,7,4,0,7,0,.318,22,.407,.500,.907,0,0,.---,0,118,10.13,5.1,0,2,0,0,0,0,6,2.06,27,16,5,0,0,69,.580,0,0,0,0,11,0.50,.000,22.13,3,1.75,11.81,6.75,11.81,11.81,1.69,5,1,0,0,1,0,0,0,0,.000,0.00,0.00,5.1,5,0,0,0,,,,,,,
608566,German Marquez,31,31,212,165,109,45,5,30,150,63,0,185,4,.263,704,.324,.469,.793,2,10,.833,21,2839,5.00,181.2,9,13,0,0,0,0,101,1.37,779,545,31,0,0,1851,.650,4,2,8,2,330,1.28,.409,15.63,0,2.38,7.43,3.12,9.17,5.40,1.49,0,0,0,1,7,15,6,2,23,.913,0.68,1.04,181.2,31,1,0,2,,,,,,,
656234,Jake Bird,38,0,61,36,29,6,2,7,42,23,3,45,4,.249,181,.343,.420,.763,0,4,1.000,5,745,4.91,47.2,2,4,0,1,5,1,26,1.43,211,143,38,0,0,446,.600,4,0,4,0,76,1.69,.333,15.63,11,1.83,7.93,4.34,8.50,5.48,1.32,16,6,0,1,2,5,2,0,7,1.000,0.18,1.34,47.2,38,0,0,0,,,,,,,
578428,Jose Iglesias,2,2,144,111,48,30,0,3,55,17,0,128,8,.294,435,.330,.384,.714,3,2,.400,11,1721,,,,,,,,,,,,,,,,,,,,,,167,1.30,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,463,47,178,.329,145.00,,
570632,Jose Urena,4,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,,,,,,,
664875,Justin Lawrence,38,0,47,29,27,9,1,3,48,22,0,44,1,.265,166,.351,.386,.737,1,3,.750,3,763,5.70,42.2,3,1,1,3,7,2,27,1.55,191,128,38,0,0,481,.630,1,0,1,0,64,1.62,.750,17.88,11,2.18,10.13,4.64,9.28,5.70,0.63,28,7,0,0,2,11,0,0,11,1.000,0.29,2.36,42.2,38,1,0,0,,,,,,,
607536,Kyle Freeland,31,31,183,190,96,47,8,19,131,53,0,193,16,.281,687,.342,.456,.798,6,15,.714,19,2839,4.53,174.2,9,11,0,0,0,0,88,1.41,766,524,31,0,0,1793,.630,16,0,4,1,313,0.96,.450,16.25,0,2.47,6.75,2.73,9.94,4.95,0.98,0,0,0,1,9,14,2,0,16,1.000,0.52,0.83,174.2,31,0,0,0,,,,,,,
669911,Michael Toglia,17,17,21,20,10,7,2,2,39,9,0,23,0,.223,103,.286,.388,.674,1,1,.500,2,445,,,,,,,,,,,,,,,,,,,,,,40,1.05,,,,,,,,,,,,0,0,0,1,20,0,21,1.000,1.24,1.32,143.0,17,0,0,0,112,12,39,.339,51.50,,
545341,Randal Grichuk,1,1,131,114,59,21,3,18,125,24,0,129,6,.260,497,.301,.423,.724,0,4,1.000,12,1945,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,210,1.15,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,529,71,215,.312,27.61,,
663372,Ryan Feltner,19,18,96,91,63,17,4,15,80,33,0,98,5,.271,361,.337,.465,.802,1,10,.909,5,1585,6.01,91.1,3,9,0,0,0,0,61,1.43,404,274,19,0,0,996,.630,5,0,3,0,168,1.05,.250,17.35,0,2.42,7.88,3.25,9.66,6.21,1.48,3,0,1,0,4,7,8,0,15,1.000,0.79,1.48,91.1,19,0,0,0,,,,,,,
641857,Ryan McMahon,1,1,126,116,66,23,3,20,157,59,0,130,5,.247,526,.327,.416,.743,3,7,.700,7,2542,,,,,,,,,,,,,,,,,,,,,,219,1.09,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,593,67,224,.313,26.30,,
656248,Sean Bouchard,24,23,11,15,8,6,0,2,21,20,0,21,0,.313,67,.466,.493,.959,0,0,.---,1,377,,,,,,,,,,,,,,,,,,,,,,33,0.73,,,,,,,,,,,,0,0,1,0,44,0,44,1.000,1.83,1.97,201.1,24,0,0,0,88,10,30,.422,33.50,,
621389,Ty Blach,23,1,50,48,29,14,2,4,28,11,2,50,2,.292,171,.335,.468,.803,0,0,.---,3,661,6.02,43.1,1,0,1,2,0,1,29,1.41,189,130,23,0,0,453,.690,2,0,1,0,80,1.04,1.000,15.25,9,2.55,5.82,2.28,10.38,6.02,0.83,14,4,0,1,4,3,5,0,8,1.000,0.35,1.67,43.1,23,0,0,0,,,,,,,
602074,Yonathan Daza,1,0,138,70,56,21,2,2,58,26,0,112,4,.301,372,.349,.384,.733,3,0,.000,12,1536,,,,,,,,,,,,,,,,,,,,,,143,1.97,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,408,34,140,.347,186.00,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
621345,A.J. Minter,74,0,44,64,21,11,0,5,93,13,0,48,3,.197,244,.243,.303,.546,3,6,.667,4,1090,2.09,69.0,5,4,5,9,33,4,16,0.88,265,207,74,0,0,732,.670,3,0,3,2,74,0.69,.556,15.80,13,7.15,12.13,1.70,6.26,2.74,0.65,23,6,0,2,3,4,2,0,6,1.000,0.08,0.78,69.0,74,0,0,0,,,,,,,
