,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
592626,Joc Pederson,130,9,71,102,56,19,3,23,99,39,3,102,7,.276,370,.352,.530,.882,2,3,.600,5,1633,,,,,,,,,,,,,,,,,,,,,,196,0.70,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,,,420,70,132,.313,16.09
663698,Joey Bart,2,2,48,41,32,6,0,11,104,23,0,54,4,.219,247,.296,.377,.673,12,42,.778,5,1085,,,,,,,,,,,,,,,,,,,,32,0,93,1.17,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,4,4.00,274,23,112,.326,22.46
605154,John Brebbia,73,9,55,81,25,17,3,5,53,18,2,67,0,.266,252,.313,.417,.730,4,3,.429,2,1048,3.05,65.0,6,2,0,3,18,3,22,1.31,274,195,73,0,0,700,.670,0,0,0,0,105,0.68,.750,16.12,4,2.94,7.34,2.49,9.28,3.46,0.69,24,7,0,2,2,9,4,0,13,1.000,0.18,1.80,65.0,73,0,0,0,,,,,,,
664774,Wade Jr.,72,9,45,72,27,7,1,8,49,25,0,39,5,.193,202,.296,.356,.652,0,0,.---,0,934,,,,,,,,,,,,,,,,,,,,,,72,0.63,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,,,235,25,83,.212,25.25
657277,Logan Webb,32,32,257,136,76,38,3,11,163,49,0,174,7,.240,726,.293,.346,.639,5,14,.737,22,3006,2.90,192.1,15,9,0,0,0,0,62,1.16,787,577,32,0,0,1985,.660,7,0,6,1,251,1.89,.625,15.63,0,3.33,7.63,2.29,8.14,3.56,0.51,0,0,1,2,2,22,22,0,44,1.000,1.38,2.06,192.1,32,2,0,0,,,,,,,
573262,Mike Yastrzemski,1,1,99,141,71,30,2,16,133,59,0,100,5,.214,467,.306,.390,.696,1,5,.833,3,2276,,,,,,,,,,,,,,,,,,,,,,182,0.70,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,537,54,209,.260,29.19
518397,Scott Alexander,15,2,28,5,2,2,0,1,9,1,0,10,0,.192,52,.208,.288,.496,0,0,.---,2,184,1.20,15.0,0,0,2,2,5,0,2,0.73,53,45,15,0,0,127,.690,0,0,0,0,15,5.60,.---,12.27,3,9.00,5.40,0.60,6.00,1.20,0.60,8,0,0,0,0,4,2,0,6,1.000,0.40,3.60,15.0,15,1,0,0,,,0,0,0,.---,-.--
663546,Sean Hjelle,7,0,30,10,19,3,0,3,20,7,0,29,1,.326,89,.381,.461,.842,0,0,.---,4,398,7.20,20.0,1,2,0,0,1,0,16,1.80,97,60,7,0,0,257,.650,1,0,1,0,41,3.00,.333,19.90,0,2.86,9.00,3.15,13.05,8.55,1.35,1,0,0,0,0,2,1,2,5,.600,0.43,1.35,20.0,7,1,0,2,,,,,,,
571946,Shelby Miller,2,0,0,2,0,1,0,0,12,0,0,4,0,.222,18,.222,.278,.500,0,0,.---,0,80,0.00,4.2,0,0,0,0,1,0,0,0.86,18,14,2,0,0,57,.710,0,0,0,0,5,0.00,.---,17.14,0,-.--,23.14,0.00,7.71,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,4.2,2,0,0,0,,,,,,,
642731,Thairo Estrada,1,0,156,112,70,23,2,14,87,32,0,125,13,.264,474,.324,.409,.733,6,19,.760,10,1889,,,,,,,,,,,,,,,,,,,,,,194,1.39,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,,,525,61,204,.294,33.86
663378,Thomas Szapucki,9,0,6,11,3,5,0,2,16,2,0,11,0,.250,44,.283,.500,.783,1,0,.000,0,206,2.31,11.2,0,0,0,0,1,0,3,1.11,46,35,9,0,0,136,.660,0,0,1,1,22,0.55,.---,17.66,2,8.00,12.34,1.54,8.49,2.31,1.54,8,4,0,0,0,1,0,0,1,1.000,0.11,0.82,11.2,9,0,0,0,,,,,,,
643511,Tyler Rogers,66,0,99,65,34,16,3,3,48,23,0,70,5,.250,280,.316,.361,.677,0,3,1.000,7,1142,3.68,73.1,3,4,0,1,15,1,30,1.27,311,220,66,0,0,749,.660,5,1,1,0,101,1.52,.429,15.57,8,2.09,5.89,2.82,8.59,4.17,0.37,10,6,1,0,2,19,5,1,25,.960,0.36,2.96,73.1,66,0,0,1,,,,,,,
527038,Wilmer Flores,147,23,108,193,70,27,1,19,98,56,1,118,10,.231,510,.316,.400,.716,0,0,.---,7,2343,,,,,,,,,,,,,,,,,,,,,,204,0.56,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,,,583,71,187,.248,26.84
628708,Yunior Marte,37,0,49,36,32,8,1,5,42,21,0,47,6,.273,172,.368,.419,.787,1,1,.500,4,800,5.93,44.0,0,1,0,1,2,1,29,1.55,201,132,37,0,0,509,.640,6,0,3,0,72,1.36,.000,18.18,9,2.00,8.59,4.30,9.61,6.55,1.02,10,5,0,0,2,7,0,0,7,1.000,0.19,1.43,44.0,37,1,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
671083,Buddy Kennedy,29,2,18,25,9,2,2,1,21,7,0,18,1,.225,80,.289,.338,.627,0,0,.---,1,343,,,,,,,,,,,,,,,,,,,,,,27,0.72,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,90,12,21,.283,80.00
592761,Caleb Smith,42,1,50,85,34,10,1,13,59,37,1,55,1,.222,248,.325,.427,.752,2,1,.333,4,1161,4.21,66.1,1,3,0,0,6,0,31,1.39,287,199,42,0,0,730,.630,1,0,1,1,106,0.59,.250,17.50,14,1.59,8.01,5.02,7.46,4.61,1.76,15,3,0,1,0,7,2,0,9,1.000,0.21,1.23,66.1,42,1,0,0,,,,,,,
608348,Carson Kelly,99,0,80,95,39,17,0,7,68,28,0,66,4,.216,305,.287,.341,.628,0,2,1.000,9,1368,7.71,4.2,0,0,0,0,0,0,4,2.36,24,14,4,0,0,41,.600,0,0,0,0,104,0.84,.---,14.57,4,0.00,0.00,3.86,17.36,7.71,1.93,3,2,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,3,3.84,341,35,151,.252,43.57
572233,Christian Walker,155,11,135,174,81,23,1,36,128,68,2,132,8,.235,562,.322,.472,.794,2,1,.333,14,2476,,,,,,,,,,,,,,,,,,,,,,265,0.78,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,645,92,252,.237,15.61
669450,Cooper Hummel,16,12,44,34,17,8,3,2,62,22,0,29,1,.172,169,.271,.290,.561,0,5,1.000,4,789,,,,,,,,,,,,,,,,,,,,8,0,49,1.29,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,4,5.24,192,15,73,.257,84.50
682998,Corbin Carroll,27,2,24,14,10,7,1,3,29,6,0,22,2,.247,89,.309,.449,.758,1,1,.500,1,377,,,,,,,,,,,,,,,,,,,,,,40,1.71,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,97,13,36,.333,29.67
662139,Daulton Varsho,146,15,123,136,78,23,3,27,139,46,0,122,7,.238,513,.306,.452,.758,6,14,.700,8,2253,,,,,,,,,,,,,,,,,,,,7,0,232,0.90,,,,,,,,,,,,1,2,5,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,3,5.71,574,73,178,.270,19.00
686753,Drey Jameson,3,3,23,13,2,3,0,1,17,5,0,14,1,.209,67,.274,.299,.573,0,0,.---,2,271,0.98,18.1,2,0,0,0,0,0,2,1.04,73,55,3,0,0,175,.650,1,0,1,0,20,1.77,1.000,14.78,0,3.40,8.35,2.45,6.87,0.98,0.49,0,0,0,0,0,1,2,0,3,1.000,1.00,1.50,18.1,3,0,0,0,,,,,,,
656896,Emmanuel Rivera,63,0,57,48,24,8,3,6,46,11,0,47,2,.237,198,.284,.399,.683,0,0,.---,7,788,,,,,,,,,,,,,,,,,,,,,,79,1.19,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,211,22,89,.281,33.00
672695,Geraldo Perdomo,135,127,138,108,58,10,2,5,102,48,0,83,5,.199,418,.288,.268,.556,2,9,.818,3,1994,,,,,,,,,,,,,,,,,,,,,,112,1.28,,,,,,,,,,,,0,11,2,318,166,14,498,.972,3.59,3.88,1122.0,135,82,0,8,,,484,40,164,.249,83.60
453178,Ian Kennedy,56,0,29,76,33,11,1,11,43,22,3,56,1,.279,201,.348,.507,.855,1,3,.750,2,858,5.47,49.1,4,7,10,16,10,6,30,1.58,228,148,56,0,0,558,.650,1,0,3,0,102,0.38,.364,17.39,21,1.95,7.84,4.01,10.22,6.02,2.01,7,1,1,0,3,0,1,0,1,1.000,0.02,0.18,49.1,56,0,0,0,,,0,0,0,.---,-.--
664983,Jake McCarthy,94,11,82,64,51,15,3,8,69,23,0,87,6,.291,299,.353,.441,.794,3,22,.880,2,1178,,,,,,,,,,,,,,,,,,,,,,132,1.28,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,331,41,103,.354,37.38
573009,Joe Mantiply,68,0,65,46,19,6,0,5,61,5,0,57,3,.252,226,.275,.345,.620,0,2,1.000,5,840,2.73,59.1,2,5,2,7,22,5,18,1.04,237,178,68,0,0,604,.720,3,1,2,0,78,1.41,.286,14.16,9,12.20,9.25,0.76,8.65,2.88,0.76,35,16,0,1,2,5,2,0,7,1.000,0.10,1.07,59.1,68,0,0,0,,,0,0,0,.---,-.--
656669,Jordan Luplow,80,4,46,62,25,5,0,11,57,25,1,32,3,.163,196,.267,.357,.624,1,5,.833,5,971,,,,,,,,,,,,,,,,,,,,,,70,0.74,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,,,225,28,104,.163,17.82
668942,Josh Rojas,120,4,109,116,64,22,1,8,96,53,2,112,2,.264,425,.345,.376,.721,3,21,.875,7,1951,,,,,,,,,,,,,,,,,,,,,,160,0.94,,,,,,,,,,,,0,4,4,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,,,488,51,148,.320,53.12
656464,Kevin Ginkel,27,0,27,23,14,7,0,1,26,11,0,25,1,.250,100,.327,.350,.677,0,1,1.000,5,439,3.76,26.1,1,1,0,2,5,2,11,1.37,113,79,27,0,0,285,.650,1,0,1,0,35,1.17,.500,16.67,2,2.36,8.89,3.76,8.54,4.78,0.34,14,5,0,0,1,4,0,0,4,1.000,0.15,1.38,26.1,27,0,0,0,,,,,,,
518516,Madison Bumgarner,30,30,148,201,97,50,3,25,112,49,0,179,9,.281,637,.340,.487,.827,5,15,.750,14,2715,4.88,158.2,7,15,0,0,0,0,86,1.44,698,476,30,0,0,1752,.650,9,0,2,2,310,0.74,.318,17.11,0,2.29,6.35,2.78,10.15,5.50,1.42,0,0,0,1,2,11,2,0,13,1.000,0.43,0.74,158.2,30,3,0,0,,,,,,,
453343,Mark Melancon,60,0,59,63,36,10,0,4,34,21,2,62,1,.286,217,.351,.387,.738,1,3,.750,5,858,4.67,54.0,3,10,18,21,1,3,28,1.54,240,162,60,0,0,542,.630,1,0,6,0,84,0.94,.231,15.89,48,1.62,5.67,3.50,10.33,6.00,0.67,3,1,0,1,0,6,5,0,11,1.000,0.18,1.83,54.0,60,2,0,0,,,0,0,0,.---,-.--
518876,Merrill Kelly,32,32,194,194,76,39,2,21,170,59,2,163,2,.227,719,.287,.374,.661,3,14,.824,14,2988,3.43,194.1,13,8,0,0,0,0,74,1.14,782,583,32,0,0,1954,.650,2,1,4,4,269,1.00,.619,15.38,0,2.88,7.87,2.73,7.55,3.52,0.97,0,0,0,1,1,19,15,1,35,.971,1.06,1.58,194.1,32,2,0,1,,,,,,,
656976,Pavin Smith,18,15,57,64,23,8,0,9,65,27,1,50,1,.215,233,.295,.365,.660,0,1,1.000,2,1065,,,,,,,,,,,,,,,,,,,,,,85,0.89,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,,,264,33,100,.253,25.89
606625,Reyes Moronta,15,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,0,-.--,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,,,0,0,0,.---,-.--
664092,Sean Poppen,27,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.39,26.2,1,2,0,1,3,1,13,1.39,111,80,27,0,0,262,.640,0,0,2,1,0,-.--,.333,15.30,6,1.91,7.09,3.71,8.78,4.72,1.35,13,1,0,0,0,2,2,0,4,1.000,0.15,1.38,26.2,27,0,0,0,,,0,0,0,.---,-.--
642727,Sergio Alcantara,22,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,38,3,28,.167,-.--
656448,Stone Garrett,24,6,7,18,12,8,0,4,23,3,0,21,1,.309,68,.342,.603,.945,1,3,.750,1,278,,,,,,,,,,,,,,,,,,,,,,41,0.39,,,,,,,,,,,,3,0,1,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,76,10,21,.405,17.00
642203,Taylor Widener,12,0,8,26,6,4,0,2,12,4,1,18,3,.281,64,.352,.438,.790,0,2,1.000,0,278,3.52,15.1,0,0,0,0,1,0,6,1.43,71,46,12,0,0,187,.670,3,0,0,0,28,0.31,.---,18.13,2,3.00,7.04,2.35,10.57,3.52,1.17,7,4,0,0,0,0,1,0,1,1.000,0.08,0.60,15.1,12,0,0,0,,,,,,,
674072,Tommy Henry,8,8,42,43,27,7,0,9,31,20,1,44,3,.278,158,.368,.494,.862,0,2,1.000,4,684,5.98,40.2,3,4,0,0,0,0,27,1.57,183,122,8,0,0,433,.630,3,0,3,0,78,0.98,.429,16.82,0,1.55,6.86,4.43,9.74,5.98,1.99,0,0,0,1,1,1,1,0,2,1.000,0.25,0.45,40.2,8,0,0,0,,,,,,,
668678,Zac Gallen,30,30,171,162,53,30,1,13,186,44,0,116,12,.184,631,.249,.296,.545,3,4,.571,12,2833,2.46,179.0,12,3,0,0,0,0,49,0.89,691,537,30,0,0,1844,.650,12,0,5,0,187,1.06,.800,15.83,0,4.23,9.35,2.21,5.83,2.66,0.65,0,0,0,1,3,16,9,1,26,.962,0.83,1.26,179.0,30,3,0,1,,,,,,,
605200,Zach Davies,26,26,139,141,65,19,2,21,99,47,0,120,2,.244,491,.309,.420,.729,5,7,.583,10,2201,4.18,129.1,2,5,0,0,0,0,60,1.29,548,388,26,0,0,1335,.610,2,0,1,1,206,0.99,.286,17.02,0,2.11,6.89,3.27,8.35,4.52,1.46,0,0,0,1,7,15,16,1,32,.969,1.19,2.16,129.1,26,1,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
676701,Alan Trejo,33,17,27,23,15,6,0,4,29,5,0,31,2,.282,110,.325,.445,.770,2,0,.000,3,456,,,,,,,,,,,,,,,,,,,,,,49,1.17,,,,,,,,,,,,0,0,0,55,20,4,79,.949,3.75,4.19,161.0,20,13,0,2,,,117,16,47,.351,27.50
517008,Alex Colome,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.74,47.0,2,7,4,7,7,3,30,1.68,215,141,53,0,0,482,.600,0,1,4,0,0,-.--,.222,17.09,13,1.45,6.13,4.21,10.91,6.89,0.96,0,0,0,0,0,5,3,0,8,1.000,0.15,1.53,47.0,53,0,0,0,,,0,0,0,.---,-.--
596295,Austin Gomber,32,16,134,122,79,26,5,19,91,33,1,134,2,.282,476,.328,.477,.805,4,8,.667,13,2013,5.62,121.2,5,7,0,0,0,0,76,1.37,516,365,32,0,0,1291,.640,2,0,4,2,227,1.10,.417,16.55,2,2.76,6.73,2.44,9.91,5.84,1.41,17,10,0,1,4,9,7,0,16,1.000,0.50,1.19,121.2,32,2,0,0,,,,,,,
663898,Brendan Rodgers,131,130,161,122,69,30,3,11,97,44,0,134,2,.263,509,.321,.399,.720,0,0,.---,24,2028,,,,,,,,,,,,,,,,,,,,,,203,1.32,,,,,,,,,,,,0,0,5,407,215,10,632,.984,4.75,4.90,1142.1,131,99,0,5,,,560,61,237,.303,46.27
661531,Brian Serven,1,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,0,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,2,4.90,198,16,89,.230,30.17
543068,C.J. Cron,147,26,121,143,78,28,3,29,158,42,6,147,8,.261,564,.318,.475,.793,0,0,.---,15,2452,,,,,,,,,,,,,,,,,,,,,,268,0.85,,,,,,,,,,,,1,0,5,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,,,620,102,262,.309,19.45
641771,Chad Kuhl,27,27,124,165,91,31,6,25,110,58,1,155,5,.284,546,.355,.500,.855,5,6,.545,8,2375,5.72,137.0,6,11,0,0,0,0,87,1.55,617,411,27,1,1,1461,.620,5,0,5,0,273,0.75,.353,17.34,0,1.90,7.23,3.81,10.18,5.98,1.64,0,0,0,3,5,9,12,1,22,.955,0.78,1.38,137.0,27,0,0,1,,,,,,,
663385,Chad Smith,13,0,16,9,12,3,1,1,22,10,0,15,2,.242,62,.365,.371,.736,2,1,.333,0,283,6.61,16.1,0,0,0,0,0,0,12,1.53,74,49,13,0,0,161,.570,2,0,3,0,23,1.78,.---,17.33,2,2.20,12.12,5.51,8.27,6.61,0.55,11,6,0,0,0,0,0,1,1,.000,0.00,0.00,16.1,13,0,0,1,,,,,,,
453268,Daniel Bard,55,0,62,48,15,9,0,3,63,25,1,32,3,.157,204,.258,.245,.503,0,5,1.000,1,912,1.88,57.1,6,4,32,35,0,3,12,0.99,233,172,55,0,0,581,.640,3,0,3,0,50,1.29,.600,15.91,46,2.52,9.89,3.92,5.02,2.35,0.47,2,0,0,0,1,6,1,0,7,1.000,0.13,1.11,57.1,55,0,0,0,,,0,0,0,.---,-.--
659275,Dinelson Lamet,13,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,,,,,,,
660707,Elehuris Montero,51,11,32,40,20,14,1,6,57,8,0,39,1,.232,168,.271,.435,.706,0,0,.---,4,651,,,,,,,,,,,,,,,,,,,,,,73,0.80,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,177,20,69,.314,28.00
553869,Elias Diaz,101,91,99,87,28,18,2,9,78,25,0,78,2,.230,339,.285,.375,.660,14,47,.770,8,1402,,,,,,,,,,,,,,,,,,,,39,4,127,1.14,,,,,,,,,,,,1,0,3,51,648,11,710,.985,6.92,7.80,807.1,101,3,0,9,3,5.23,369,51,171,.271,37.67
678662,Ezequiel Tovar,6,6,7,5,1,1,0,0,5,2,0,5,0,.227,22,.292,.273,.565,0,0,.---,0,89,,,,,,,,,,,,,,,,,,,,,,6,1.40,,,,,,,,,,,,0,0,0,15,10,0,25,1.000,4.17,4.33,52.0,6,2,0,0,,,24,0,14,.294,-.--
641658,Garrett Hampson,87,0,56,41,29,7,3,2,59,21,0,41,1,.214,192,.292,.313,.605,2,11,.846,3,860,,,,,,,,,,,,,,,,,,,,,,60,1.37,,,,,,,,,,,,0,3,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,219,14,84,.293,96.00
668970,Gavin Hollowell,4,0,2,4,5,1,0,1,6,3,0,4,0,.250,16,.368,.500,.868,0,0,.---,0,87,9.00,4.0,0,1,0,0,0,0,4,1.75,19,12,4,0,0,53,.610,0,0,0,0,8,0.50,.000,21.75,3,2.00,13.50,6.75,9.00,11.25,2.25,2,1,0,0,0,0,0,0,0,.000,0.00,0.00,4.0,4,0,0,0,,,,,,,
608566,German Marquez,30,30,207,160,108,45,5,30,142,60,0,184,4,.268,686,.328,.480,.808,2,9,.818,21,2753,5.12,175.2,8,13,0,0,0,0,100,1.39,757,527,30,0,0,1793,.650,4,2,8,2,329,1.29,.381,15.67,0,2.37,7.28,3.07,9.43,5.53,1.54,0,0,0,1,6,15,6,2,23,.913,0.70,1.08,175.2,30,1,0,2,,,,,,,
656234,Jake Bird,37,0,58,35,29,6,2,7,40,23,3,45,4,.257,175,.353,.434,.787,0,4,1.000,5,722,5.12,45.2,1,4,0,1,5,1,26,1.49,205,137,37,0,0,430,.600,4,0,4,0,76,1.66,.200,15.81,11,1.74,7.88,4.53,8.87,5.72,1.38,16,6,0,1,2,5,2,0,7,1.000,0.19,1.40,45.2,37,0,0,0,,,,,,,
578428,Jose Iglesias,116,2,142,109,48,30,0,3,55,17,0,128,8,.297,431,.333,.387,.720,3,2,.400,10,1705,,,,,,,,,,,,,,,,,,,,,,167,1.30,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,459,47,175,.332,143.67
570632,Jose Urena,4,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,,,,,,,
664875,Justin Lawrence,35,0,45,26,27,9,1,3,46,22,0,43,1,.272,158,.361,.399,.760,1,3,.750,3,731,6.02,40.1,3,1,0,2,5,2,27,1.61,183,121,35,0,0,459,.630,1,0,1,0,63,1.73,.750,18.12,10,2.09,10.26,4.91,9.60,6.02,0.67,26,7,0,0,2,9,0,0,9,1.000,0.26,2.03,40.1,35,1,0,0,,,,,,,
607536,Kyle Freeland,30,30,180,184,95,45,8,19,123,50,0,186,16,.281,663,.341,.459,.800,5,14,.737,19,2749,4.63,169.0,9,11,0,0,0,0,87,1.40,739,507,30,0,0,1732,.630,16,0,4,1,304,0.98,.450,16.27,0,2.46,6.55,2.66,9.91,5.06,1.01,0,0,0,1,9,14,2,0,16,1.000,0.53,0.85,169.0,30,0,0,0,,,,,,,
669911,Michael Toglia,17,17,21,20,10,7,2,2,35,8,0,20,0,.208,96,.269,.385,.654,1,1,.500,2,411,,,,,,,,,,,,,,,,,,,,,,37,1.05,,,,,,,,,,,,0,0,0,1,20,0,21,1.000,1.24,1.32,143.0,17,0,0,0,,,104,11,35,.305,48.00
545341,Randal Grichuk,1,1,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,0,2.00,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,517,68,209,.313,28.59
663372,Ryan Feltner,19,18,96,91,63,17,4,15,80,33,0,98,5,.271,361,.337,.465,.802,1,10,.909,5,1585,6.01,91.1,3,9,0,0,0,0,61,1.43,404,274,19,0,0,996,.630,5,0,3,0,168,1.05,.250,17.35,0,2.42,7.88,3.25,9.66,6.21,1.48,3,0,1,0,4,7,8,0,15,1.000,0.79,1.48,91.1,19,0,0,0,,,,,,,
641857,Ryan McMahon,148,1,121,115,65,22,3,19,156,59,0,125,5,.243,514,.325,.409,.734,3,7,.700,7,2500,,,,,,,,,,,,,,,,,,,,,,210,1.05,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,581,65,222,.310,27.05
656248,Sean Bouchard,21,20,9,14,6,2,0,2,18,19,0,16,0,.286,56,.461,.429,.890,0,0,.---,1,328,,,,,,,,,,,,,,,,,,,,,,24,0.64,,,,,,,,,,,,0,0,1,0,41,0,41,1.000,1.95,2.11,175.1,21,0,0,0,,,76,9,26,.378,28.00
621389,Ty Blach,22,1,50,47,29,14,2,4,28,11,2,50,1,.294,170,.333,.471,.804,0,0,.---,3,658,6.07,43.0,1,0,1,2,0,1,29,1.42,187,129,22,0,0,451,.690,1,0,1,0,80,1.06,1.000,15.30,8,2.55,5.86,2.30,10.47,6.07,0.84,12,4,0,1,4,3,5,0,8,1.000,0.36,1.67,43.0,22,0,0,0,,,,,,,
602074,Yonathan Daza,110,0,134,68,55,21,2,2,55,24,0,109,4,.303,360,.349,.389,.738,3,0,.000,11,1479,,,,,,,,,,,,,,,,,,,,,,140,1.97,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,394,34,138,.347,180.00
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
621345,A.J. Minter,73,0,43,64,21,11,0,5,92,13,0,47,3,.195,241,.242,.303,.545,3,6,.667,3,1079,2.12,68.0,5,4,5,9,32,4,16,0.88,262,204,73,0,0,726,.670,3,0,3,2,73,0.67,.556,15.87,13,7.08,12.18,1.72,6.22,2.78,0.66,23,6,0,2,3,4,2,0,6,1.000,0.08,0.79,68.0,73,0,0,0,,,,,,,
