,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
677954,Jordan Groshans,16,16,15,15,7,0,0,1,13,3,0,15,0,.259,58,.295,.310,.605,0,0,.---,2,250,,,,,,,,,,,,,,,,,,,,,,18,1.00,,,,,,,,,,,,0,0,0,36,13,1,50,.980,3.06,3.04,145.1,16,3,0,1,,,61,2,26,.318,58.00
650331,Lewin Diaz,2,1,35,44,12,4,0,5,52,11,0,27,1,.173,156,.229,.295,.524,0,1,1.000,3,716,,,,,,,,,,,,,,,,,,,,,,46,0.80,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,170,11,61,.218,31.20
500743,Miguel Rojas,136,132,158,145,34,19,2,6,61,26,1,111,6,.236,471,.283,.323,.606,3,9,.750,12,1816,,,,,,,,,,,,,,,,,,,,,,152,1.09,,,,,,,,,,,,0,1,3,340,184,7,531,.987,3.85,4.24,1113.2,136,74,0,5,,,507,36,164,.258,78.50
663743,Nick Fortes,13,11,49,70,39,6,1,8,45,17,0,49,5,.230,213,.302,.380,.682,10,25,.714,5,835,,,,,,,,,,,,,,,,,,,,19,0,81,0.70,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,1,3.85,235,22,96,.256,26.62
641154,Pablo Lopez,32,32,191,153,78,39,6,21,174,53,1,157,8,.234,671,.296,.404,.700,2,6,.750,18,2910,3.75,180.0,10,10,0,0,0,0,75,1.17,736,540,32,0,0,1891,.650,8,0,4,0,271,1.25,.500,16.17,0,3.28,8.70,2.65,7.85,3.90,1.05,0,0,0,0,4,12,13,2,27,.926,0.78,1.25,180.0,32,2,0,2,,,,,,,
680814,Peyton Burdick,3,2,12,25,6,4,0,3,35,8,0,16,2,.182,88,.265,.330,.595,0,1,1.000,1,389,,,,,,,,,,,,,,,,,,,,,,29,0.48,,,,,,,,,,,,0,0,0,0,4,0,4,1.000,1.33,1.71,21.0,3,0,0,0,,,98,7,38,.260,29.33
542947,Richard Bleier,55,1,74,42,22,24,0,3,32,10,3,63,1,.301,209,.335,.459,.794,1,3,.750,2,768,3.55,50.2,2,2,1,5,7,4,20,1.44,222,152,55,0,0,545,.710,1,3,3,2,96,1.76,.500,15.16,12,3.20,5.68,1.78,11.19,3.91,0.53,27,14,0,1,1,7,6,0,13,1.000,0.24,2.34,50.2,55,0,0,0,,,0,0,0,.---,-.--
645261,Sandy Alcantara,32,32,274,172,67,32,6,16,207,50,1,174,9,.212,820,.263,.324,.587,4,24,.857,21,3248,2.28,228.2,14,9,0,0,0,0,58,0.98,886,686,32,6,1,2231,.690,9,0,3,2,266,1.59,.609,14.20,0,4.14,8.15,1.97,6.85,2.64,0.63,0,0,0,1,6,28,20,0,48,1.000,1.50,1.89,228.2,32,2,0,0,,,,,,,
663432,Tanner Scott,29,0,13,40,16,1,1,5,36,13,0,26,0,.228,114,.305,.386,.691,0,3,1.000,1,521,3.30,30.0,1,3,12,16,1,4,11,1.30,128,90,29,0,0,336,.640,0,0,1,0,44,0.33,.250,17.37,20,2.77,10.80,3.90,7.80,4.80,1.50,3,0,0,0,1,1,1,0,2,1.000,0.07,0.60,30.0,29,0,0,0,,,,,,,
667297,Tommy Nance,35,2,37,32,22,9,1,5,57,21,3,45,4,.265,170,.359,.418,.777,0,8,1.000,3,751,4.33,43.2,2,3,0,2,2,2,21,1.51,196,131,35,0,0,463,.620,4,0,5,0,71,1.16,.400,17.20,8,2.71,11.75,4.33,9.27,4.53,1.03,15,9,0,1,0,4,1,0,5,1.000,0.14,1.05,43.2,35,0,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
669743,Alex Call,34,0,24,26,15,2,1,4,25,11,0,23,2,.235,98,.324,.398,.722,3,3,.500,2,475,,,,,,,,,,,,,,,,,,,,,,39,0.92,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,111,11,35,.275,24.50
600921,Andres Machado,51,0,66,66,32,16,0,7,46,26,0,55,2,.241,228,.318,.404,.722,0,8,1.000,3,997,3.34,59.1,2,0,0,0,3,0,22,1.37,261,178,51,0,0,644,.650,2,0,3,0,92,1.00,1.000,16.80,14,1.77,6.98,3.94,8.34,4.85,1.06,25,4,0,0,5,7,3,1,11,.909,0.20,1.53,59.1,51,0,0,1,,,,,,,
434671,Anibal Sanchez,14,14,62,90,34,9,1,13,48,33,2,55,4,.217,253,.316,.415,.731,0,9,1.000,8,1232,4.28,69.1,4,6,0,0,0,0,33,1.27,292,208,14,0,0,736,.600,4,0,2,0,105,0.69,.400,17.77,0,1.45,6.23,4.28,7.14,4.41,1.69,0,0,0,1,1,4,4,2,10,.800,0.57,1.04,69.1,14,0,0,2,,,,,,,
682928,CJ Abrams,2,0,41,32,16,5,0,2,27,4,0,29,6,.232,125,.285,.320,.605,2,1,.333,4,445,,,,,,,,,,,,,,,,,,,,,,40,1.28,,,,,,,,,,,,0,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,139,11,60,.276,62.50
605218,Edwards Jr.,57,0,60,63,22,5,0,8,56,25,0,51,1,.224,228,.301,.351,.652,3,1,.250,2,1014,2.76,62.0,6,3,2,5,13,3,19,1.23,256,186,57,0,0,652,.640,1,0,2,1,80,0.95,.667,16.35,8,2.24,8.13,3.63,7.40,3.19,1.16,18,4,0,0,2,6,5,0,11,1.000,0.19,1.60,62.0,57,0,0,0,,,,,,,
514917,Cesar Hernandez,10,10,156,153,63,28,4,1,114,45,0,138,7,.248,556,.311,.318,.629,4,10,.714,9,2358,,,,,,,,,,,,,,,,,,,,,,177,1.02,,,,,,,,,,,,0,3,2,1,23,1,25,.960,2.40,2.70,80.0,10,1,0,1,,,613,34,184,.309,556.00
676265,Cory Abbott,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
541640,Erasmo Ramirez,59,2,92,92,31,10,2,11,58,14,1,78,6,.247,316,.289,.396,.685,0,1,1.000,13,1195,2.99,84.1,4,2,0,1,5,1,28,1.09,340,253,59,0,0,807,.680,6,0,1,0,125,1.00,.667,14.17,10,4.14,6.19,1.49,8.32,3.31,1.17,33,9,0,1,3,8,4,1,13,.923,0.20,1.29,84.1,59,0,0,1,,,,,,,
607200,Erick Fedde,26,26,135,131,75,26,0,19,93,56,0,140,0,.284,493,.353,.452,.805,2,17,.895,13,2353,5.27,124.2,6,12,0,0,0,0,73,1.57,555,374,26,0,0,1418,.600,0,0,6,0,223,1.03,.333,18.87,0,1.66,6.71,4.04,10.11,5.41,1.37,0,0,0,0,6,11,14,0,25,1.000,0.96,1.81,124.2,26,1,0,0,,,,,,,
640451,Hunter Harvey,37,0,26,40,12,9,1,1,43,12,0,33,0,.239,138,.292,.341,.633,0,5,1.000,5,651,2.58,38.1,2,1,0,1,6,1,11,1.17,154,115,37,0,0,427,.660,0,0,2,0,47,0.65,.667,16.98,7,3.58,10.10,2.82,7.75,2.82,0.23,14,5,0,0,4,2,2,0,4,1.000,0.11,0.95,38.1,37,0,0,0,,,,,,,
545121,Ildemaro Vargas,43,43,57,55,15,13,0,3,21,5,0,51,3,.280,182,.309,.401,.710,1,3,.750,5,679,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,1.000,0,0,0,0,73,1.04,.---,6.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,1,1,99,33,4,136,.971,3.07,3.19,372.0,43,9,0,4,,,192,19,74,.302,60.67
672832,Israel Pineda,3,3,3,1,1,0,0,0,6,1,0,0,0,.000,10,.091,.000,.091,1,2,.667,0,37,,,,,,,,,,,,,,,,,,,,2,0,0,3.00,,,,,,,,,,,,0,0,0,3,17,0,20,1.000,6.67,6.92,26.0,3,0,0,0,2,4.85,11,0,4,.000,-.--
608841,Joey Meneses,22,22,60,38,33,14,0,13,51,14,2,72,1,.329,219,.369,.571,.940,0,1,1.000,13,918,,,,,,,,,,,,,,,,,,,,,,125,1.58,,,,,,,,,,,,0,0,2,1,50,3,54,.944,2.32,2.51,183.0,22,1,0,0,,,236,34,100,.376,16.85
607179,Jordan Weems,32,0,28,50,24,7,2,7,41,12,1,35,0,.230,152,.285,.441,.726,0,0,.---,2,738,5.22,39.2,0,1,0,0,0,0,23,1.18,166,119,32,0,0,493,.670,0,1,4,0,67,0.56,.000,18.61,3,3.42,9.30,2.72,7.94,5.45,1.59,18,6,0,1,1,2,2,0,4,1.000,0.13,0.92,39.2,32,0,0,0,,,,,,,
641943,Josh Palacios,28,0,12,8,8,1,0,0,14,1,0,9,1,.209,43,.244,.233,.477,0,1,1.000,0,191,,,,,,,,,,,,,,,,,,,,,,10,1.50,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,45,2,23,.310,-.--
680686,Josiah Gray,28,28,107,177,84,20,4,38,154,66,1,136,8,.239,569,.324,.489,.813,4,11,.733,6,2597,5.02,148.2,7,10,0,0,0,0,83,1.36,649,446,28,0,0,1593,.610,8,0,7,0,278,0.60,.412,17.47,0,2.33,9.32,4.00,8.23,5.09,2.30,0,0,1,0,5,8,4,0,12,1.000,0.43,0.73,148.2,28,0,0,0,,,,,,,
640448,Kyle Finnegan,65,0,66,54,28,10,1,9,69,22,2,53,0,.221,240,.284,.383,.667,0,4,1.000,6,1038,3.56,65.2,6,4,11,15,14,4,26,1.14,264,197,65,0,0,679,.650,0,1,0,0,92,1.22,.600,15.81,23,3.14,9.46,3.02,7.26,3.84,1.23,23,10,0,0,2,8,3,0,11,1.000,0.17,1.52,65.2,65,0,0,0,,,,,,,
657041,Lane Thomas,1,0,120,127,62,26,2,17,132,41,0,120,4,.243,494,.303,.407,.710,4,8,.667,8,2185,,,,,,,,,,,,,,,,,,,,,,201,0.94,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,544,52,209,.294,29.06
671277,Luis Garcia,59,58,112,69,29,23,2,7,83,11,1,97,1,.272,356,.293,.407,.700,4,3,.429,5,1310,,,,,,,,,,,,,,,,,,,,,,145,1.62,,,,,,,,,,,,0,1,4,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,373,45,148,.333,50.86
572228,Luke Voit,69,68,52,73,38,18,0,13,110,39,1,67,3,.225,298,.317,.416,.733,1,1,.500,5,1382,,,,,,,,,,,,,,,,,,,,,,124,0.71,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,69,0,0,0,,,344,48,133,.302,22.92
666168,Mason Thompson,23,0,32,23,8,2,1,2,13,9,0,19,1,.221,86,.302,.337,.639,0,1,1.000,1,348,3.13,23.0,1,1,1,2,0,1,8,1.22,97,69,23,0,0,223,.640,1,0,1,0,29,1.39,.500,15.13,8,1.44,5.09,3.52,7.43,3.13,0.78,8,0,0,1,0,1,5,0,6,1.000,0.26,2.35,23.0,23,0,0,0,,,,,,,
443558,Nelson Cruz,123,122,136,91,50,16,0,10,119,49,1,105,4,.234,448,.313,.337,.650,0,4,1.000,16,1992,,,,,,,,,,,,,,,,,,,,,,151,1.49,,,,,,,,,,,,3,0,3,0,0,0,0,.000,0.00,-.--,0.0,123,0,0,0,,,507,64,207,.295,44.80
502179,Paolo Espino,42,19,111,127,64,20,1,24,92,24,0,131,2,.287,456,.322,.493,.815,2,1,.333,4,1873,4.84,113.1,0,9,0,0,0,0,61,1.37,487,340,42,1,0,1205,.640,2,0,1,0,225,0.87,.000,16.53,18,3.83,7.31,1.91,10.40,5.08,1.91,9,2,0,0,5,13,15,2,30,.933,0.67,2.23,113.1,42,0,0,2,,,,,,,
571578,Patrick Corbin,31,31,169,150,119,35,5,27,128,49,1,210,7,.321,655,.374,.513,.887,5,14,.737,14,2623,6.31,152.2,6,19,0,0,0,0,107,1.70,713,458,31,1,0,1682,.640,7,0,2,3,336,1.13,.240,17.18,0,2.61,7.55,2.89,12.38,7.02,1.59,0,0,0,1,1,17,9,0,26,1.000,0.84,1.54,152.2,31,0,0,0,,,,,,,
657585,Reed Garrett,7,0,11,10,8,1,0,1,6,8,1,13,1,.325,40,.449,.425,.874,1,0,.000,1,196,6.75,9.1,0,1,0,0,0,0,7,2.25,49,28,7,0,0,119,.610,1,0,1,0,17,1.10,.000,21.00,0,0.75,5.79,7.71,12.54,7.71,0.96,2,2,0,0,0,0,0,1,1,.000,0.00,0.00,9.1,7,0,0,1,,,,,,,
656180,Riley Adams,2,0,35,36,14,4,0,5,46,12,0,25,1,.176,142,.245,.310,.555,5,32,.865,2,612,,,,,,,,,,,,,,,,,,,,14,0,44,0.97,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,1,4.54,155,10,62,.220,28.40
518553,Steve Cishek,69,0,57,62,33,3,1,11,74,27,1,54,13,.223,242,.329,.380,.709,2,3,.600,3,1175,4.21,66.1,1,4,1,3,6,2,31,1.22,287,199,69,0,0,730,.620,13,0,3,0,92,0.92,.200,17.71,12,2.74,10.04,3.66,7.33,4.48,1.49,31,14,0,1,4,2,2,0,4,1.000,0.06,0.55,66.1,69,0,0,0,,,,,,,
668663,Tres Barrera,19,18,10,16,2,1,0,0,16,2,0,9,0,.180,50,.212,.200,.412,2,12,.857,1,194,,,,,,,,,,,,,,,,,,,,8,0,10,0.63,,,,,,,,,,,,0,1,0,4,109,0,113,1.000,5.95,6.97,146.0,19,1,0,0,0,5.30,53,4,24,.265,-.--
645302,Victor Robles,132,0,92,103,42,10,2,6,104,17,0,82,9,.224,366,.273,.311,.584,4,15,.789,3,1415,,,,,,,,,,,,,,,,,,,,,,114,0.89,,,,,,,,,,,,0,11,4,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,407,33,145,.292,61.00
425794,Adam Wainwright,32,32,205,202,80,35,3,16,143,54,1,192,7,.261,736,.315,.382,.697,6,8,.571,15,3133,3.71,191.2,11,12,0,0,0,0,79,1.28,803,575,32,1,0,2024,.650,7,0,5,0,281,1.01,.478,16.35,0,2.65,6.71,2.54,9.02,3.76,0.75,0,0,0,0,6,16,18,0,34,1.000,1.06,1.60,191.2,32,0,0,0,,,,,,,
405395,Albert Pujols,68,60,2,1,4,0,0,2,0,1,0,3,0,.500,6,.571,1.500,2.071,0,0,.---,0,27,36.00,1.0,0,0,0,0,0,0,4,4.00,7,3,1,0,0,16,.590,0,0,0,0,9,2.00,.---,27.00,1,0.00,0.00,9.00,27.00,36.00,18.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,68,0,0,0,,,351,68,149,.252,12.79
676475,Alec Burleson,3,2,14,13,4,1,0,1,9,5,0,8,0,.182,44,.265,.273,.538,0,1,1.000,1,180,,,,,,,,,,,,,,,,,,,,,,12,1.08,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,49,3,18,.206,44.00
669467,Andre Pallante,47,10,168,62,39,18,1,9,73,40,2,113,1,.274,413,.338,.387,.725,2,5,.714,17,1753,3.17,108.0,6,5,0,1,9,1,38,1.42,457,324,47,0,0,1087,.620,1,0,4,0,160,2.71,.545,16.23,4,1.83,6.08,3.33,9.42,3.25,0.75,23,9,0,2,1,15,12,0,27,1.000,0.57,2.25,108.0,47,1,0,0,,,,,,,
668800,Andrew Knizner,1,0,1,1,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,11,0.00,0.2,0,0,0,0,0,0,0,1.50,3,2,1,0,0,8,.730,0,0,0,0,1,1.00,.---,16.50,1,-.--,0.00,0.00,13.50,0.00,0.00,2,2,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,3,3.93,289,25,121,.267,64.00
641512,Ben DeLuzio,21,0,6,6,3,1,0,0,4,3,0,3,1,.167,18,.318,.222,.540,1,0,.000,0,87,,,,,,,,,,,,,,,,,,,,,,4,1.00,,,,,,,,,,,,0,1,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,23,0,12,.214,-.--
680977,Brendan Donovan,16,11,132,82,64,21,1,5,70,60,1,110,14,.281,391,.394,.379,.773,3,2,.400,8,1966,,,,,,,,,,,,,,,,,,,,,,148,1.61,,,,,,,,,,,,0,1,2,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,,,468,45,123,.330,78.20
608717,Chris Stratton,20,0,21,19,8,3,0,0,23,12,0,22,1,.262,84,.357,.298,.655,0,1,1.000,3,375,2.78,22.2,5,0,0,0,0,0,7,1.50,98,68,20,0,0,230,.610,1,0,0,0,25,1.11,1.000,16.54,9,1.92,9.13,4.76,8.74,3.18,0.00,16,5,0,0,1,1,2,0,3,1.000,0.15,1.23,22.2,20,1,0,0,,,,,,,
572816,Corey Dickerson,1,0,0,3,0,1,0,0,0,1,0,2,0,.400,5,.500,.600,1.100,0,0,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,3.00,6,3,1,0,0,10,.560,0,0,0,0,3,0.00,.---,18.00,1,0.00,0.00,9.00,18.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,,,293,36,123,.307,46.17
641712,Dakota Hudson,27,26,185,122,71,24,1,9,78,61,0,141,9,.273,517,.356,.375,.731,4,7,.636,25,2253,4.45,139.2,8,7,0,0,0,0,69,1.45,596,419,27,0,0,1349,.600,9,0,4,0,194,1.52,.533,16.13,0,1.28,5.03,3.93,9.09,4.58,0.58,0,0,0,3,6,14,13,1,28,.964,1.00,1.75,139.2,27,1,0,1,,,,,,,
666185,Dylan Carlson,2,1,118,120,56,30,4,8,94,44,1,101,7,.235,429,.314,.380,.694,2,5,.714,6,1949,,,,,,,,,,,,,,,,,,,,,,163,0.98,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,484,42,204,.281,53.62
606149,Giovanny Gallegos,57,0,33,69,23,10,1,6,73,18,1,42,0,.197,213,.256,.338,.594,0,3,1.000,3,988,3.05,59.0,3,6,14,20,12,6,20,1.02,235,177,57,0,0,661,.670,0,1,2,0,72,0.48,.333,16.75,30,4.06,11.14,2.75,6.41,3.51,0.92,11,5,0,1,3,6,3,0,9,1.000,0.16,1.37,59.0,57,0,0,0,,,,,,,
656427,Jack Flaherty,9,8,37,34,18,7,2,4,33,22,0,36,5,.259,139,.380,.424,.804,0,1,1.000,6,662,4.25,36.0,2,1,0,0,0,0,17,1.61,167,108,9,0,0,390,.590,5,0,0,0,59,1.09,.667,18.39,0,1.50,8.25,5.50,9.00,4.50,1.00,0,0,0,1,0,3,3,2,8,.750,0.67,1.50,36.0,9,0,0,2,,,,,,,
663765,Jake Woodford,26,1,57,48,13,7,1,1,22,11,1,42,1,.253,166,.298,.325,.623,0,1,1.000,10,666,2.33,46.1,4,0,0,0,1,0,12,1.14,181,139,26,0,0,435,.650,1,0,3,0,54,1.19,1.000,14.37,15,2.00,4.27,2.14,8.16,2.53,0.19,13,3,0,0,3,0,3,0,3,1.000,0.12,0.59,46.1,26,0,0,0,,,,,,,
668941,JoJo Romero,2,0,4,0,3,0,0,1,1,1,0,4,0,.444,9,.500,.778,1.278,0,0,.---,1,34,13.50,2.0,0,0,0,0,0,0,3,2.50,10,6,2,0,0,19,.560,0,0,0,0,7,4.00,.---,17.00,1,1.00,4.50,4.50,18.00,13.50,4.50,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,2.0,2,0,0,0,,,0,0,0,.---,-.--
656756,Jordan Montgomery,21,21,130,109,48,20,0,15,97,23,0,103,7,.236,436,.285,.385,.670,2,5,.714,8,1713,3.69,114.2,3,3,0,0,0,0,47,1.10,469,344,21,0,0,1138,.660,7,0,3,2,168,1.19,.500,14.94,0,4.22,7.61,1.81,8.08,3.77,1.18,0,0,0,2,1,13,4,0,17,1.000,0.81,1.34,114.2,21,1,0,0,,,,,,,
500779,Jose Quintana,12,12,70,57,18,8,1,1,48,16,0,54,1,.238,227,.290,.295,.585,0,2,1.000,13,994,2.01,62.2,3,2,0,0,0,0,14,1.12,247,188,12,0,0,626,.630,1,0,0,0,67,1.23,.600,15.86,0,3.00,6.89,2.30,7.76,2.59,0.14,0,0,1,1,1,6,3,0,9,1.000,0.75,1.31,62.2,12,0,0,0,,,,,,,
660766,Juan Yepez,18,18,55,74,27,13,0,12,60,16,0,64,1,.257,249,.300,.454,.754,0,0,.---,6,1021,,,,,,,,,,,,,,,,,,,,,,113,0.74,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,,,270,30,109,.287,20.75
663457,Lars Nootbaar,7,2,79,78,52,15,3,14,71,50,1,65,1,.226,288,.337,.444,.781,1,4,.800,3,1374,,,,,,,,,,,,,,,,,,,,,,128,1.01,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,344,40,106,.245,20.57
571945,Miles Mikolas,33,32,228,208,81,31,2,25,153,39,0,170,6,.226,751,.267,.373,.640,3,3,.500,15,3152,3.29,202.1,12,13,0,0,0,0,74,1.03,805,607,33,1,0,2099,.670,6,1,1,0,280,1.10,.480,15.58,0,3.92,6.81,1.73,7.56,3.60,1.11,0,0,1,0,8,14,17,0,31,1.000,0.94,1.38,202.1,33,1,0,0,,,,,,,
571448,Nolan Arenado,147,16,107,219,73,42,1,30,71,52,3,162,7,.292,555,.358,.533,.891,3,5,.625,15,2322,,,,,,,,,,,,,,,,,,,,,,296,0.49,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,17,0,0,0,,,618,102,250,.288,18.50
657557,Paul DeJong,76,57,36,61,19,9,0,6,78,21,0,33,4,.160,206,.249,.291,.540,2,3,.600,2,964,,,,,,,,,,,,,,,,,,,,,,60,0.59,,,,,,,,,,,,0,0,2,190,79,6,275,.978,3.64,4.52,536.0,74,46,0,2,,,233,25,94,.218,34.33
502671,Paul Goldschmidt,23,23,119,127,106,41,0,35,141,79,1,178,5,.317,561,.404,.578,.982,0,7,1.000,7,2701,,,,,,,,,,,,,,,,,,,,,,324,0.94,,,,,,,,,,,,2,0,4,0,0,0,0,.000,0.00,-.--,0.0,23,0,0,0,,,651,115,215,.368,16.03
664854,Ryan Helsley,54,0,35,62,11,6,0,6,94,20,1,28,0,.128,219,.201,.237,.438,0,1,1.000,3,962,1.25,64.2,9,1,19,23,7,4,9,0.74,239,194,54,0,0,648,.670,0,0,1,0,52,0.56,.900,14.88,33,4.70,13.08,2.78,3.90,1.53,0.84,21,3,0,0,0,2,7,0,9,1.000,0.17,1.27,64.2,54,1,0,0,,,,,,,
571927,Steven Matz,15,10,46,45,28,10,0,8,54,10,0,50,2,.256,195,.300,.431,.731,0,0,.---,2,849,5.25,48.0,5,3,0,0,2,0,28,1.25,207,144,15,0,0,575,.680,2,0,1,0,84,1.02,.625,17.69,1,5.40,10.13,1.88,9.38,5.25,1.50,1,1,0,0,0,7,2,1,10,.900,0.60,1.69,48.0,15,0,0,0,,,,,,,
669242,Tommy Edman,2,0,168,146,93,30,4,13,111,46,2,150,5,.262,573,.322,.396,.718,3,31,.912,9,2312,,,,,,,,,,,,,,,,,,,,,,227,1.15,,,,,,,,,,,,0,1,1,0,1,0,1,1.000,0.50,3.00,3.0,2,0,0,0,,,626,56,194,.304,44.08
425877,Yadier Molina,1,0,74,92,19,8,0,5,40,5,0,56,2,.215,261,.234,.303,.537,13,20,.606,10,979,18.00,2.0,0,0,0,0,0,0,4,3.00,12,6,2,0,0,27,.680,0,0,15,0,79,0.80,.---,20.00,2,-.--,4.50,0.00,27.00,18.00,9.00,0,0,0,0,1,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,1,3.52,269,24,103,.235,52.20
668868,Zack Thompson,22,1,48,27,9,3,0,3,27,14,0,20,0,.164,122,.250,.262,.512,0,1,1.000,1,575,2.08,34.2,1,1,1,1,1,0,8,0.98,136,104,22,0,0,374,.650,0,0,1,0,32,1.78,.500,16.59,4,1.93,7.01,3.63,5.19,2.34,0.78,5,3,0,0,0,3,4,0,7,1.000,0.32,1.85,34.2,22,0,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
676879,Aaron Ashby,26,19,119,66,61,18,2,15,124,47,0,101,6,.249,406,.333,.414,.747,0,7,1.000,9,1841,4.49,104.1,2,10,1,1,1,0,52,1.42,463,313,26,0,0,1182,.640,6,1,7,0,168,1.80,.167,17.65,2,2.64,10.70,4.05,8.71,5.26,1.29,2,1,0,1,3,8,6,0,14,1.000,0.54,1.21,104.1,26,0,0,0,,,,,,,
457705,Andrew McCutchen,82,82,129,144,66,25,0,17,124,57,1,122,4,.237,515,.316,.384,.700,6,8,.571,10,2364,,,,,,,,,,,,,,,,,,,,,,198,0.90,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,82,0,0,0,,,580,69,226,.278,30.29
502202,Brad Boxberger,69,0,42,75,23,6,2,6,67,27,1,50,2,.219,228,.304,.342,.646,0,7,1.000,4,1077,3.00,63.0,4,3,1,8,30,7,21,1.22,263,189,69,0,0,691,.640,2,0,0,0,78,0.56,.571,17.10,9,2.48,9.57,3.86,7.14,3.29,0.86,26,11,0,3,3,2,3,1,6,.833,0.07,0.71,63.0,69,0,0,0,,,,,,,
605540,Brandon Woodruff,27,27,104,155,56,28,2,18,190,42,0,122,5,.215,568,.274,.366,.640,5,9,.643,7,2538,3.05,153.1,13,4,0,0,0,0,52,1.07,620,460,27,0,0,1682,.660,5,0,2,0,208,0.67,.765,16.55,0,4.52,11.15,2.47,7.16,3.29,1.06,0,0,2,1,2,13,8,0,21,1.000,0.78,1.24,153.1,27,1,0,0,,,,,,,
