,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
641871,Keynan Middleton,14,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.98,13.2,1,2,0,2,1,2,3,0.80,51,41,14,0,0,127,.680,1,0,1,0,0,-.--,.333,13.68,1,4.33,8.56,1.98,5.27,3.95,1.98,11,2,0,0,0,2,1,0,3,1.000,0.21,2.08,13.2,14,0,0,0,0,0,0,.---,-.--,,
669459,Kyle Nelson,41,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.49,36.1,2,0,0,0,9,0,6,0.99,144,109,41,0,0,361,.640,3,0,1,1,0,-.--,1.000,15.55,4,2.42,7.18,2.97,5.94,1.73,0.25,20,7,0,0,0,4,3,1,8,.875,0.17,1.75,36.1,41,1,0,1,0,0,0,.---,-.--,,
518516,Madison Bumgarner,27,27,133,175,87,45,3,20,103,45,0,164,9,.286,573,.347,.480,.827,5,15,.750,13,2443,4.83,141.2,6,13,0,0,0,0,76,1.48,629,425,27,0,0,1574,.640,9,0,1,2,275,0.76,.316,17.24,0,2.29,6.54,2.86,10.42,5.53,1.27,0,0,0,1,1,9,1,0,10,1.000,0.37,0.64,141.2,27,2,0,0,,,,,,,
453343,Mark Melancon,52,0,52,49,34,9,0,3,32,19,2,54,1,.290,186,.359,.387,.746,1,3,.750,4,727,5.09,46.0,3,10,17,20,0,3,26,1.59,207,138,52,0,0,457,.630,1,0,5,0,72,1.06,.231,15.80,41,1.68,6.26,3.72,10.57,6.65,0.59,3,1,0,1,0,6,3,0,9,1.000,0.17,1.76,46.0,52,1,0,0,0,0,0,.---,-.--,,
518876,Merrill Kelly,28,28,175,170,58,33,1,13,147,49,1,137,2,.219,627,.277,.337,.614,2,14,.875,14,2600,2.94,171.2,12,5,0,0,0,0,56,1.08,680,515,28,0,0,1711,.660,2,1,4,4,211,1.03,.706,15.15,0,3.00,7.71,2.57,7.18,3.04,0.68,0,0,0,1,1,16,14,1,31,.968,1.07,1.58,171.2,28,1,0,1,,,,,,,
606625,Reyes Moronta,22,0,14,28,11,3,0,5,27,10,0,17,2,.198,86,.296,.407,.703,0,2,1.000,3,394,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,35,0.50,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,,,,,,,
642727,Sergio Alcantara,1,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,38,3,28,.167,-.--,,
656448,Stone Garrett,2,2,6,6,8,4,0,3,7,0,0,14,0,.424,33,.424,.818,1.242,0,1,1.000,1,117,,,,,,,,,,,,,,,,,,,,,,27,1.00,,,,,,,,,,,,3,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,36,5,11,.478,11.00,,
642203,Taylor Widener,4,0,2,9,5,2,0,1,3,2,0,9,1,.391,23,.462,.609,1.071,0,0,.---,0,90,9.64,4.2,0,0,0,0,1,0,5,2.36,26,14,4,0,0,61,.680,1,0,0,0,14,0.22,.---,19.29,1,1.50,5.79,3.86,17.36,9.64,1.93,5,3,0,0,0,0,1,0,1,1.000,0.25,2.25,4.2,4,0,0,0,,,,,,,
594694,Wilmer Difo,2,1,1,1,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,13,,,,,,,,,,,,,,,,,,,,,,0,1.00,,,,,,,,,,,,0,0,0,1,0,0,1,1.000,0.50,0.90,10.0,2,0,0,0,3,0,1,.000,-.--,,
668678,Zac Gallen,26,26,153,137,45,25,0,11,152,40,0,100,12,.186,539,.256,.293,.549,3,4,.571,10,2431,2.42,152.2,11,2,0,0,0,0,41,0.92,594,458,26,0,0,1565,.640,12,0,5,0,158,1.12,.846,15.92,0,3.80,8.96,2.36,5.90,2.65,0.65,0,0,0,1,2,16,7,1,24,.958,0.88,1.36,152.2,26,3,0,1,,,,,,,
605200,Zach Davies,22,22,123,123,52,17,2,15,85,39,0,98,2,.232,423,.296,.388,.684,4,6,.600,9,1877,3.74,113.0,2,4,0,0,0,0,47,1.21,470,339,22,0,0,1146,.610,2,0,1,1,164,1.00,.333,16.61,0,2.18,6.77,3.11,7.81,4.14,1.19,0,0,0,1,5,14,15,1,30,.967,1.32,2.31,113.0,22,1,0,0,,,,,,,
676265,,11,5,18,46,14,8,0,7,29,13,0,24,2,.205,117,.295,.453,.748,0,2,1.000,0,525,4.06,31.0,0,2,0,0,0,0,14,1.19,132,93,11,0,0,332,.630,2,0,1,0,53,0.39,.000,16.94,6,2.23,8.42,3.77,6.97,4.06,2.03,2,0,0,0,0,1,0,0,1,1.000,0.09,0.29,31.0,11,0,0,0,,,,,,,
676701,Alan Trejo,9,7,15,11,8,2,0,2,13,3,0,14,1,.264,53,.316,.415,.731,0,0,.---,1,212,,,,,,,,,,,,,,,,,,,,,,22,1.36,,,,,,,,,,,,0,0,0,22,6,1,29,.966,3.11,3.60,70.0,9,5,0,0,57,9,25,.316,26.50,,
517008,Alex Colome,49,0,68,30,29,15,2,3,30,19,2,52,0,.292,178,.357,.449,.806,1,5,.833,5,738,4.63,44.2,2,7,4,7,7,3,23,1.59,200,134,49,0,0,446,.600,0,1,4,0,80,2.27,.222,16.52,12,1.58,6.04,3.83,10.48,5.84,0.60,0,0,1,0,2,5,3,0,8,1.000,0.16,1.64,44.2,49,0,0,0,0,0,0,.---,-.--,,
596295,Austin Gomber,27,16,126,111,73,24,5,18,86,33,1,122,2,.277,441,.328,.476,.804,4,8,.667,12,1881,5.56,113.1,5,7,0,0,0,0,70,1.37,480,340,27,0,0,1199,.640,2,0,3,2,210,1.14,.417,16.60,0,2.61,6.83,2.62,9.69,5.80,1.43,9,3,0,1,3,8,6,0,14,1.000,0.52,1.12,113.1,27,1,0,0,,,,,,,
663898,Brendan Rodgers,123,123,156,112,67,28,3,11,92,40,0,130,2,.268,485,.323,.406,.729,0,0,.---,24,1919,,,,,,,,,,,,,,,,,,,,,,197,1.39,,,,,,,,,,,,0,0,5,379,204,10,593,.983,4.74,4.83,1086.1,123,91,0,5,532,60,223,.307,44.09,,
661531,Brian Serven,1,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,7,33,.825,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,18,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,1,0,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,174,16,78,.235,26.33,1,4.74
543068,C.J. Cron,23,23,111,122,71,26,3,26,145,34,5,135,7,.265,509,.318,.481,.799,0,0,.---,14,2217,,,,,,,,,,,,,,,,,,,,,,245,0.91,,,,,,,,,,,,1,0,4,0,0,0,0,.000,0.00,-.--,0.0,23,0,0,0,555,90,242,.319,19.58,,
608032,Carlos Estevez,55,0,41,57,26,8,2,6,47,21,1,42,1,.227,185,.306,.389,.695,0,0,.---,2,903,3.81,49.2,3,4,2,5,10,3,21,1.27,209,149,55,0,0,559,.620,1,0,6,0,72,0.72,.429,18.18,20,2.24,8.52,3.81,7.61,4.71,1.09,21,6,0,0,2,5,6,0,11,1.000,0.20,2.02,49.2,55,1,0,0,0,0,0,.---,-.--,,
641771,Chad Kuhl,23,23,103,145,74,25,6,22,92,50,1,127,4,.275,462,.348,.498,.846,5,6,.545,7,2019,5.38,117.0,6,8,0,0,0,0,70,1.51,521,351,23,1,1,1242,.620,4,0,4,0,230,0.71,.429,17.26,0,1.84,7.08,3.85,9.77,5.69,1.69,0,0,0,1,4,6,11,1,18,.944,0.74,1.31,117.0,23,0,0,1,,,,,,,
663385,Chad Smith,6,0,7,6,10,1,0,1,8,7,0,7,2,.250,28,.432,.393,.825,0,0,.---,0,142,12.86,7.0,0,0,0,0,0,0,10,2.00,37,21,6,0,0,77,.540,2,0,2,0,11,1.17,.---,20.29,1,1.14,10.29,9.00,9.00,12.86,1.29,2,1,0,0,0,0,0,1,1,.000,0.00,0.00,7.0,6,0,0,1,,,,,,,
453568,Charlie Blackmon,67,67,143,122,57,20,4,16,93,28,3,126,8,.264,477,.314,.423,.737,1,3,.750,9,1855,,,,,,,,,,,,,,,,,,,,,,202,1.17,,,,,,,,,,,,0,4,3,0,0,0,0,.000,0.00,-.--,0.0,67,0,0,0,520,74,174,.296,29.81,,
656582,Connor Joe,24,23,105,99,53,19,4,6,92,55,0,94,6,.242,389,.344,.357,.701,2,6,.750,7,1840,,,,,,,,,,,,,,,,,,,,,,139,1.06,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,24,0,0,0,451,26,149,.301,64.83,,
453268,Daniel Bard,49,0,54,44,15,9,0,3,54,24,1,31,3,.170,182,.276,.269,.545,0,5,1.000,1,815,2.15,50.1,4,4,28,31,0,3,12,1.09,210,151,49,0,0,516,.630,3,0,2,0,49,1.23,.500,16.19,40,2.25,9.66,4.29,5.54,2.68,0.54,2,0,0,0,1,5,1,0,6,1.000,0.12,1.08,50.1,49,0,0,0,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,,,,,,,
660707,Elehuris Montero,10,10,20,30,17,12,0,5,46,4,0,32,1,.250,128,.278,.461,.739,0,0,.---,3,492,,,,,,,,,,,,,,,,,,,,,,59,0.67,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,133,15,45,.351,25.60,,
553869,Elias Diaz,87,79,89,72,22,16,2,7,66,23,0,66,2,.227,291,.286,.368,.654,13,45,.776,8,1222,,,,,,,,,,,,,,,,,,,,33,4,107,1.24,,,,,,,,,,,,1,0,2,44,549,10,603,.983,6.82,7.64,699.1,87,2,0,8,318,40,149,.268,41.57,2,5.19
641658,Garrett Hampson,2,0,53,40,27,6,3,2,52,21,0,39,1,.218,179,.300,.318,.618,1,10,.909,3,807,,,,,,,,,,,,,,,,,,,,,,57,1.33,,,,,,,,,,,,0,3,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,206,14,81,.291,89.50,,
608566,German Marquez,26,26,181,140,90,41,3,25,124,53,0,156,2,.262,595,.322,.467,.789,1,9,.900,17,2412,4.86,153.2,8,10,0,0,0,0,83,1.36,656,461,26,0,0,1576,.650,2,2,7,2,278,1.29,.444,15.70,0,2.34,7.26,3.10,9.14,5.27,1.46,0,0,0,1,5,14,6,2,22,.909,0.77,1.18,153.2,26,1,0,2,,,,,,,
656234,Jake Bird,30,0,45,27,21,4,1,6,30,19,3,32,3,.244,131,.348,.427,.775,0,4,1.000,3,548,4.63,35.0,1,4,0,1,3,1,18,1.46,156,105,30,0,0,324,.590,3,0,2,0,56,1.67,.200,15.66,11,1.58,7.71,4.89,8.23,5.40,1.54,10,4,0,1,2,4,1,0,5,1.000,0.17,1.29,35.0,30,0,0,0,,,,,,,
468504,Jhoulys Chacin,34,0,46,54,44,18,1,7,36,20,0,53,2,.282,188,.355,.500,.855,0,1,1.000,4,760,7.83,46.0,4,2,0,0,2,0,40,1.59,211,138,34,0,0,475,.630,2,0,3,0,94,0.85,.667,16.52,7,1.80,7.04,3.91,10.37,8.61,1.37,31,8,0,0,1,8,1,0,9,1.000,0.26,1.76,46.0,34,3,0,0,,,,,,,
570632,Jose Urena,4,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,,,,,,,
664875,Justin Lawrence,26,0,31,18,16,5,1,2,40,18,0,30,1,.254,118,.355,.364,.719,1,3,.750,2,533,4.65,31.0,2,1,0,1,4,1,16,1.55,138,93,26,0,0,332,.620,1,0,0,0,43,1.72,.667,17.19,8,2.22,11.61,5.23,8.71,4.65,0.58,18,7,0,0,1,8,0,0,8,1.000,0.31,2.32,31.0,26,1,0,0,,,,,,,
607536,Kyle Freeland,27,27,166,166,85,38,7,18,112,46,0,165,15,.275,600,.338,.452,.790,5,13,.722,15,2497,4.63,153.2,8,9,0,0,0,0,79,1.37,670,461,27,0,0,1567,.630,15,0,4,1,271,1.00,.471,16.25,0,2.43,6.56,2.69,9.66,4.98,1.05,0,0,0,1,8,12,2,0,14,1.000,0.52,0.82,153.2,27,0,0,0,,,,,,,
669911,Michael Toglia,5,5,8,6,4,4,0,2,10,2,0,8,0,.250,32,.294,.563,.857,1,0,.000,0,133,,,,,,,,,,,,,,,,,,,,,,18,1.33,,,,,,,,,,,,0,0,0,1,8,0,9,1.000,1.80,1.93,42.0,5,0,0,0,34,7,8,.300,16.00,,
545341,Randal Grichuk,1,1,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,0,2.00,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,463,64,184,.330,28.93,,
663372,Ryan Feltner,15,14,78,68,49,14,4,13,65,24,0,77,5,.271,284,.334,.486,.820,1,8,.889,4,1257,5.85,72.1,2,7,0,0,0,0,47,1.40,318,217,15,0,0,793,.630,5,0,3,0,138,1.15,.222,17.38,0,2.71,8.09,2.99,9.58,6.10,1.62,3,0,1,0,4,6,7,0,13,1.000,0.87,1.63,72.1,15,0,0,0,,,,,,,
641857,Ryan McMahon,1,1,103,103,55,20,3,13,135,54,0,109,4,.244,447,.329,.389,.718,3,7,.700,5,2213,,,,,,,,,,,,,,,,,,,,,,174,1.00,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,508,58,191,.318,34.38,,
656248,Sean Bouchard,9,8,7,5,3,0,0,1,8,7,0,4,0,.167,24,.355,.292,.647,0,0,.---,1,131,,,,,,,,,,,,,,,,,,,,,,7,1.40,,,,,,,,,,,,0,0,0,0,20,0,20,1.000,2.22,2.57,70.1,9,0,0,0,31,3,15,.200,24.00,,
602074,Yonathan Daza,76,55,104,61,44,16,1,2,40,19,0,88,4,.304,289,.351,.388,.739,3,0,.000,10,1198,,,,,,,,,,,,,,,,,,,,,,112,1.70,,,,,,,,,,,,0,0,4,2,157,1,160,.994,2.09,2.83,506.0,76,1,0,0,316,28,114,.343,144.50,,
676265,,11,5,18,46,14,8,0,7,29,13,0,24,2,.205,117,.295,.453,.748,0,2,1.000,0,525,4.06,31.0,0,2,0,0,0,0,14,1.19,132,93,11,0,0,332,.630,2,0,1,0,53,0.39,.000,16.94,6,2.23,8.42,3.77,6.97,4.06,2.03,2,0,0,0,0,1,0,0,1,1.000,0.09,0.29,31.0,11,0,0,0,,,,,,,
493603,Adam Ottavino,56,0,50,45,13,5,1,6,66,14,2,41,4,.205,200,.268,.330,.598,2,16,.889,6,905,2.10,55.2,5,3,3,6,18,3,13,0.99,220,167,56,0,0,582,.640,4,0,6,1,66,1.11,.625,16.26,16,4.71,10.67,2.26,6.63,2.10,0.97,38,14,0,0,2,5,2,2,9,.778,0.13,1.15,55.2,56,0,0,1,,,,,,,
592222,Alex Claudio,1,0,2,0,0,0,0,0,1,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,19,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,13,.680,0,0,0,0,1,2.00,.---,19.00,1,-.--,9.00,0.00,9.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,,,,,
607043,Brandon Nimmo,129,126,146,132,83,27,6,13,97,53,0,133,15,.265,502,.351,.420,.771,2,0,.000,9,2336,,,,,,,,,,,,,,,,,,,,,,211,1.11,,,,,,,,,,,,0,3,3,4,263,0,267,1.000,2.07,2.17,1106.2,129,1,0,0,576,49,151,.304,38.62,,
471911,Carlos Carrasco,24,24,126,114,60,29,1,15,126,35,2,137,7,.273,502,.328,.424,.752,1,6,.857,16,2004,3.91,129.0,13,6,0,0,0,0,56,1.33,546,387,24,0,0,1335,.670,7,0,4,1,213,1.11,.684,15.53,0,3.60,8.79,2.44,9.56,4.19,1.05,0,0,1,0,1,13,13,1,27,.963,1.08,1.81,129.0,24,2,0,1,,,,,,,
605135,Chris Bassitt,26,26,174,139,60,24,1,15,153,41,0,142,11,.234,606,.294,.351,.645,3,7,.700,18,2558,3.24,161.1,13,7,0,0,0,0,58,1.13,661,484,26,0,0,1685,.660,11,1,3,1,213,1.25,.650,15.86,0,3.73,8.54,2.29,7.92,3.35,0.84,0,0,1,0,2,15,12,0,27,1.000,1.04,1.51,161.1,26,3,0,0,,,,,,,
596129,Daniel Vogelbach,5,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,278,34,95,.264,19.75,,
573131,Darin Ruf,3,3,63,63,46,9,0,11,85,40,0,58,5,.216,268,.328,.373,.701,0,2,1.000,8,1303,0.00,2.0,0,0,0,0,0,0,0,0.50,7,6,1,0,0,10,.710,0,0,0,0,100,1.00,.---,7.00,1,-.--,0.00,0.00,4.50,0.00,0.00,0,0,0,0,1,0,3,0,3,1.000,1.00,1.23,22.0,3,0,0,0,314,38,104,.272,24.36,,
656849,David Peterson,21,17,94,71,40,17,1,9,110,41,0,83,7,.234,354,.323,.364,.687,0,1,1.000,9,1689,3.32,95.0,7,3,0,1,0,1,35,1.31,406,285,21,0,0,1012,.600,7,0,2,3,129,1.32,.700,17.78,0,2.68,10.42,3.88,7.86,3.79,0.85,2,0,0,1,3,12,1,3,16,.813,0.62,1.23,95.0,21,1,0,2,,,,,,,
571918,Deven Marrero,2,0,1,1,0,0,0,0,3,0,0,0,0,.000,5,.000,.000,.000,0,1,1.000,0,20,,,,,,,,,,,,,,,,,,,,,,0,1.00,,,,,,,,,,,,0,0,0,1,0,0,1,1.000,0.50,2.25,4.0,2,0,0,0,5,0,1,.000,-.--,,
500871,Eduardo Escobar,6,5,74,140,45,22,3,15,106,31,2,94,1,.230,408,.283,.409,.692,2,0,.000,3,1740,,,,,,,,,,,,,,,,,,,,,,167,0.53,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,446,50,220,.270,27.20,,
621242,Edwin Diaz,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.52,53.1,3,1,29,32,4,3,9,0.90,206,160,53,0,0,563,.690,2,0,2,0,0,-.--,.750,15.39,42,5.94,17.04,2.87,5.23,1.52,0.51,6,2,0,0,0,1,3,1,5,.800,0.08,0.68,53.1,53,0,0,1,0,0,0,.---,-.--,,
596019,Francisco Lindor,2,2,130,152,82,20,4,21,113,56,2,140,9,.265,529,.342,.437,.779,4,15,.789,6,2435,,,,,,,,,,,,,,,,,,,,,,231,0.86,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,600,89,235,.297,25.19,,
594798,Jacob deGrom,7,7,28,37,8,3,0,3,63,4,0,20,0,.135,148,.158,.216,.374,0,3,1.000,1,577,1.66,43.1,5,1,0,0,0,0,8,0.55,152,130,7,0,0,404,.700,0,0,0,0,32,0.76,.833,13.32,0,15.75,13.08,0.83,4.15,1.66,0.62,0,0,0,0,0,1,3,0,4,1.000,0.57,0.84,43.1,7,0,0,0,,,,,,,
543510,James McCann,1,0,30,44,15,5,0,2,35,9,0,27,4,.201,134,.268,.284,.552,7,21,.750,5,567,,,,,,,,,,,,,,,,,,,,16,0,38,0.68,,,,,,,,,,,,2,0,2,0,1,0,1,1.000,1.00,4.50,2.0,1,0,0,0,149,13,55,.253,67.00,1,3.22
643446,Jeff McNeil,4,3,109,141,58,36,1,7,56,30,0,141,7,.318,443,.368,.451,.819,0,3,1.000,4,1723,,,,,,,,,,,,,,,,,,,,,,200,0.77,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,484,53,188,.349,63.29,,
570257,Joely Rodriguez,46,0,42,29,25,6,0,2,46,24,1,37,1,.245,151,.350,.325,.675,0,3,1.000,5,697,4.91,40.1,0,4,0,0,9,0,22,1.51,179,121,46,0,0,446,.640,1,0,2,0,49,1.45,.000,17.28,5,1.92,10.26,5.36,8.26,5.58,0.45,15,3,0,2,1,1,0,1,2,.500,0.02,0.23,40.1,46,0,0,0,0,0,0,.---,-.--,,
592192,Mark Canha,3,0,104,100,60,22,0,11,76,42,1,104,18,.272,382,.369,.416,.785,1,2,.667,3,1846,,,,,,,,,,,,,,,,,,,,,,159,1.04,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,444,52,175,.313,34.73,,
571710,Mychal Givens,15,0,18,10,12,6,0,3,14,4,0,20,1,.328,61,.373,.574,.947,1,0,.000,1,260,6.60,15.0,1,1,0,1,1,1,11,1.60,67,45,15,0,0,166,.640,1,0,1,1,35,1.80,.500,17.33,6,3.50,8.40,2.40,12.00,7.20,1.80,6,3,0,0,1,5,1,0,6,1.000,0.40,3.60,15.0,15,0,0,0,,,,,,,
624413,Pete Alonso,26,26,114,156,75,24,0,32,114,55,14,137,10,.267,513,.345,.501,.846,1,3,.750,16,2159,,,,,,,,,,,,,,,,,,,,,,257,0.73,,,,,,,,,,,,0,0,8,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,586,106,244,.280,16.03,,
607625,Seth Lugo,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.96,54.2,3,2,3,6,16,3,18,1.21,229,164,53,0,0,568,.620,1,0,2,0,0,-.--,.600,16.65,19,3.24,9.05,2.80,8.07,2.96,0.82,22,10,0,0,0,6,3,0,9,1.000,0.17,1.50,54.2,53,0,0,0,0,0,0,.---,-.--,,
516782,Starling Marte,1,0,140,93,76,24,5,16,97,26,0,136,13,.292,466,.347,.468,.815,9,18,.667,18,1920,,,,,,,,,,,,,,,,,,,,,,218,1.51,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,505,63,192,.340,29.12,,
592836,Taijuan Walker,24,24,145,125,52,22,1,11,96,40,1,117,6,.243,481,.308,.362,.670,2,8,.800,12,2049,3.60,127.2,10,4,0,0,0,0,51,1.23,529,383,24,0,0,1303,.640,6,0,0,5,174,1.16,.714,16.05,0,2.40,6.77,2.82,8.25,3.67,0.78,0,0,0,0,2,20,14,2,36,.944,1.42,2.41,127.2,24,0,0,2,,,,,,,
605253,Terrance Gore,1,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,1,1.000,0,6,,,,,,,,,,,,,,,,,,,,,,0,-.--,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,1,0,0,.---,-.--,,
621512,Tomas Nido,82,73,77,52,22,11,0,0,68,13,0,52,1,.221,235,.263,.268,.531,11,46,.807,9,897,,,,,,,,,,,,,,,,,,,,11,3,63,1.48,,,,,,,,,,,,2,12,2,22,716,5,743,.993,9.00,10.16,654.1,82,2,0,3,263,21,129,.308,-.--,3,3.51
488984,Tommy Hunter,15,0,16,21,7,3,0,4,18,5,0,19,0,.260,73,.308,.466,.774,0,2,1.000,1,294,2.45,18.1,0,1,0,0,1,0,5,1.31,79,55,15,0,0,204,.690,0,0,1,0,34,0.76,.000,16.04,7,3.60,8.84,2.45,9.33,3.44,1.96,4,2,0,1,0,2,1,0,3,1.000,0.20,1.50,18.1,15,0,0,0,0,0,0,.---,-.--,,
592866,Trevor Williams,24,9,60,89,26,10,2,10,64,21,1,68,2,.243,280,.300,.400,.700,2,1,.333,6,1146,2.92,74.0,2,5,1,2,1,1,24,1.20,304,222,24,0,0,733,.640,2,0,0,0,112,0.67,.286,15.49,5,3.05,7.78,2.55,8.27,3.16,1.22,12,8,0,1,0,4,4,0,8,1.000,0.33,0.97,74.0,24,1,0,0,0,0,0,.---,-.--,,
571980,Tyler Naquin,14,11,14,18,12,3,2,4,21,3,0,18,1,.254,71,.293,.521,.814,0,1,1.000,1,302,,,,,,,,,,,,,,,,,,,,,,37,0.78,,,,,,,,,,,,0,0,0,0,19,1,20,.950,1.36,1.78,96.0,14,0,0,0,75,11,34,.304,17.75,,
676265,,11,5,18,46,14,8,0,7,29,13,0,24,2,.205,117,.295,.453,.748,0,2,1.000,0,525,4.06,31.0,0,2,0,0,0,0,14,1.19,132,93,11,0,0,332,.630,2,0,1,0,53,0.39,.000,16.94,6,2.23,8.42,3.77,6.97,4.06,2.03,2,0,0,0,0,1,0,0,1,1.000,0.09,0.29,31.0,11,0,0,0,,,,,,,
621345,A.J. Minter,62,0,37,53,19,10,0,4,78,10,0,41,3,.201,204,.245,.309,.554,2,6,.750,3,921,2.20,57.1,5,4,5,9,26,4,14,0.89,222,172,62,0,0,618,.670,3,0,2,1,63,0.70,.556,16.06,11,7.80,12.24,1.57,6.44,2.98,0.63,20,6,0,2,3,2,2,0,4,1.000,0.06,0.63,57.1,62,0,0,0,,,,,,,
663586,Austin Riley,135,134,108,131,80,36,2,35,141,46,1,150,14,.285,526,.356,.561,.917,0,2,1.000,9,2237,,,,,,,,,,,,,,,,,,,,,,295,0.82,,,,,,,,,,,,0,0,4,244,82,12,338,.964,2.41,2.44,1202.2,135,17,0,5,590,89,232,.325,15.03,,
450203,Charlie Morton,26,26,116,131,67,20,2,21,175,52,0,121,15,.225,538,.309,.387,.696,1,10,.909,12,2443,4.01,146.0,7,5,0,0,0,0,65,1.18,610,438,26,0,0,1557,.640,15,0,3,3,208,0.89,.583,16.73,0,3.37,10.79,3.21,7.46,4.13,1.29,0,0,0,1,4,13,5,1,19,.947,0.69,1.11,146.0,26,1,0,1,,,,,,,
