,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
453268,Daniel Bard,57,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.79,60.1,6,4,34,37,0,3,12,0.99,245,181,57,0,0,612,.640,3,0,3,0,0,-.--,.600,15.80,48,2.76,10.29,3.73,5.22,2.24,0.45,2,0,0,0,0,6,2,0,8,1.000,0.14,1.20,60.1,57,0,0,0,0,0,0,.---,-.--,,
659275,Dinelson Lamet,13,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,,,,,,,
624513,Dom Nunez,14,13,6,15,3,1,0,0,10,6,0,4,0,.121,33,.244,.152,.396,3,12,.800,0,178,,,,,,,,,,,,,,,,,,,,3,1,5,0.40,,,,,,,,,,,,0,0,2,5,93,1,99,.990,7.00,8.17,108.0,14,0,0,1,41,2,16,.160,-.--,0,5.50
660707,Elehuris Montero,12,12,33,42,21,15,1,6,60,8,0,41,1,.233,176,.270,.432,.702,0,0,.---,4,674,,,,,,,,,,,,,,,,,,,,,,76,0.79,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,185,20,72,.318,29.33,,
553869,Elias Diaz,104,94,101,91,29,18,2,9,82,25,0,80,2,.228,351,.281,.368,.649,15,48,.762,8,1445,,,,,,,,,,,,,,,,,,,,41,4,129,1.11,,,,,,,,,,,,1,0,3,52,672,11,735,.985,6.96,7.82,833.1,104,3,0,9,381,51,180,.270,39.00,3,5.15
678662,Ezequiel Tovar,9,9,11,6,2,1,0,1,9,2,0,7,0,.212,33,.257,.333,.590,0,0,.---,0,126,,,,,,,,,,,,,,,,,,,,,,11,1.83,,,,,,,,,,,,0,0,0,20,14,1,35,.971,3.78,3.92,78.0,9,2,0,0,35,2,21,.261,33.00,,
641658,Garrett Hampson,3,0,56,43,29,7,3,2,63,21,0,42,1,.211,199,.287,.307,.594,2,12,.857,3,886,,,,,,,,,,,,,,,,,,,,,,61,1.30,,,,,,,,,,,,0,3,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,226,15,87,.294,99.50,,
668970,Gavin Hollowell,6,0,4,9,7,1,0,1,8,4,0,7,0,.259,27,.344,.407,.751,0,0,.---,0,143,7.71,7.0,0,2,0,0,0,0,6,1.57,32,21,6,0,0,87,.610,0,0,0,0,11,0.44,.000,20.43,3,2.00,10.29,5.14,9.00,9.00,1.29,5,1,0,0,1,0,1,0,1,1.000,0.17,1.29,7.0,6,0,0,0,,,,,,,
608566,German Marquez,31,31,212,165,109,44,5,30,150,63,0,185,4,.263,704,.324,.467,.791,2,10,.833,21,2839,4.95,181.2,9,13,0,0,0,0,100,1.37,779,545,31,0,0,1851,.650,4,2,8,2,329,1.28,.409,15.63,0,2.38,7.43,3.12,9.17,5.40,1.49,0,0,0,1,7,15,6,2,23,.913,0.68,1.04,181.2,31,1,0,2,,,,,,,
656234,Jake Bird,38,0,61,36,29,6,2,7,42,23,3,45,4,.249,181,.343,.420,.763,0,4,1.000,5,745,4.91,47.2,2,4,0,1,5,1,26,1.43,211,143,38,0,0,446,.600,4,0,4,0,76,1.69,.333,15.63,11,1.83,7.93,4.34,8.50,5.48,1.32,16,6,0,1,2,5,2,0,7,1.000,0.18,1.34,47.2,38,0,0,0,,,,,,,
578428,Jose Iglesias,2,2,146,112,48,30,0,3,56,17,0,128,8,.292,439,.328,.380,.708,3,2,.400,11,1738,,,,,,,,,,,,,,,,,,,,,,167,1.30,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,467,47,179,.326,146.33,,
570632,Jose Urena,4,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,,,,,,,
664875,Justin Lawrence,38,0,47,29,27,9,1,3,48,22,0,44,1,.265,166,.351,.386,.737,1,3,.750,3,763,5.70,42.2,3,1,1,3,7,2,27,1.55,191,128,38,0,0,481,.630,1,0,1,0,64,1.62,.750,17.88,11,2.18,10.13,4.64,9.28,5.70,0.63,28,7,0,0,2,11,0,0,11,1.000,0.29,2.36,42.2,38,1,0,0,,,,,,,
592178,Kris Bryant,12,12,41,45,28,12,0,5,27,17,0,49,2,.306,160,.376,.475,.851,0,0,.---,7,696,,,,,,,,,,,,,,,,,,,,,,76,0.91,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,181,14,79,.338,32.00,,
607536,Kyle Freeland,31,31,183,190,96,47,8,19,131,53,0,193,16,.281,687,.342,.456,.798,6,15,.714,19,2839,4.53,174.2,9,11,0,0,0,0,88,1.41,766,524,31,0,0,1793,.630,16,0,4,1,313,0.96,.450,16.25,0,2.47,6.75,2.73,9.94,4.95,0.98,0,0,0,1,9,14,2,0,16,1.000,0.52,0.83,174.2,31,0,0,0,,,,,,,
656458,Lucas Gilbreath,47,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.19,43.0,2,0,0,2,12,2,20,1.47,187,129,47,0,0,473,.590,4,0,2,0,0,-.--,1.000,18.51,9,1.88,10.26,5.44,7.74,4.60,0.42,30,16,0,0,0,6,1,1,8,.875,0.15,1.47,43.0,47,2,0,1,0,0,0,.---,-.--,,
669911,Michael Toglia,17,17,22,21,10,8,2,2,44,9,0,24,0,.216,111,.275,.378,.653,1,1,.500,2,478,,,,,,,,,,,,,,,,,,,,,,42,1.05,,,,,,,,,,,,0,0,0,1,20,0,21,1.000,1.24,1.32,143.0,17,0,0,0,120,12,44,.338,55.50,,
663562,Noah Davis,1,0,0,1,2,0,0,1,2,1,0,3,0,.500,6,.571,1.000,1.571,0,0,.---,0,32,18.00,1.0,0,0,0,0,0,0,2,4.00,7,3,1,0,0,23,.720,0,0,0,0,6,0.00,.---,32.00,0,2.00,18.00,9.00,27.00,18.00,9.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,,,,,
663567,Peter Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545341,Randal Grichuk,1,1,133,117,60,21,3,19,127,24,0,131,6,.259,506,.299,.425,.724,0,4,1.000,12,1977,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,215,1.14,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,538,73,216,.309,26.63,,
663372,Ryan Feltner,20,19,99,102,65,18,4,16,84,35,0,102,5,.266,383,.333,.460,.793,1,10,.909,5,1675,5.83,97.1,4,9,0,0,0,0,63,1.41,428,292,20,0,0,1053,.630,5,0,4,0,176,0.97,.308,17.21,0,2.40,7.77,3.24,9.43,6.01,1.48,3,0,1,0,4,7,8,0,15,1.000,0.75,1.39,97.1,20,0,0,0,,,,,,,
641857,Ryan McMahon,1,1,128,116,67,23,3,20,158,60,0,130,5,.246,529,.327,.414,.741,3,7,.700,7,2559,,,,,,,,,,,,,,,,,,,,,,219,1.10,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,597,67,227,.311,26.45,,
668723,Ryan Vilade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656541,Sam Hilliard,70,0,40,47,26,6,1,2,57,23,0,32,1,.184,174,.280,.264,.544,1,5,.833,2,870,,,,,,,,,,,,,,,,,,,,,,46,0.85,,,,,,,,,,,,0,0,2,0,1,0,1,1.000,0.33,1.80,5.0,3,0,0,0,200,14,96,.256,87.00,,
656248,Sean Bouchard,27,25,12,16,9,6,0,3,25,21,0,22,1,.297,74,.454,.500,.954,0,0,.---,1,418,,,,,,,,,,,,,,,,,,,,,,37,0.75,,,,,,,,,,,,0,0,1,0,53,0,53,1.000,2.04,2.19,218.1,26,0,0,0,97,11,31,.404,24.67,,
621389,Ty Blach,24,1,52,48,29,14,2,4,29,11,2,51,2,.291,175,.333,.463,.796,0,0,.---,3,674,5.89,44.1,1,0,1,2,0,1,29,1.40,193,133,24,0,0,464,.690,2,0,1,0,81,1.08,1.000,15.20,10,2.64,5.89,2.23,10.35,5.89,0.81,14,4,0,1,4,3,5,0,8,1.000,0.33,1.64,44.1,24,0,0,0,,,,,,,
592144,Wynton Bernard,1,0,14,8,9,1,0,0,8,0,0,12,0,.286,42,.286,.310,.596,1,3,.750,1,167,,,,,,,,,,,,,,,,,,,,,,13,1.75,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,42,3,12,.353,-.--,,
602074,Yonathan Daza,1,0,138,70,56,21,2,2,58,26,0,112,4,.301,372,.349,.384,.733,3,0,.000,12,1536,,,,,,,,,,,,,,,,,,,,,,143,1.97,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,408,34,140,.347,186.00,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
621345,A.J. Minter,75,0,45,65,21,12,0,5,94,15,0,49,3,.198,248,.249,.306,.555,3,7,.700,4,1111,2.06,70.0,5,4,5,9,34,4,16,0.91,271,210,75,0,0,743,.670,3,0,3,2,76,0.69,.556,15.87,13,6.27,12.09,1.93,6.30,2.70,0.64,23,6,0,2,3,4,2,0,6,1.000,0.08,0.77,70.0,75,0,0,0,,,,,,,
663586,Austin Riley,159,157,136,147,90,39,2,38,168,57,1,168,17,.273,615,.349,.528,.877,0,2,1.000,13,2641,,,,,,,,,,,,,,,,,,,,,,325,0.93,,,,,,,,,,,,0,0,4,283,97,14,394,.964,2.39,2.43,1408.0,159,20,0,5,693,93,269,.315,16.18,,
450203,Charlie Morton,31,31,140,153,85,26,2,28,205,63,0,149,18,.233,640,.316,.411,.727,2,10,.833,14,2903,4.34,172.0,9,6,0,0,0,0,83,1.23,728,516,31,0,0,1854,.640,18,0,4,3,263,0.92,.600,16.88,0,3.25,10.73,3.30,7.80,4.45,1.47,0,0,0,1,6,15,7,2,24,.917,0.71,1.15,172.0,31,2,0,2,,,,,,,
543521,Collin McHugh,58,0,58,69,20,9,0,5,75,14,1,51,5,.203,251,.257,.299,.556,0,1,1.000,6,1086,2.60,69.1,3,2,0,5,17,5,20,0.94,272,208,58,0,0,718,.660,5,0,3,0,75,0.84,.600,15.66,3,5.36,9.74,1.82,6.62,2.60,0.65,38,10,0,0,2,3,5,0,8,1.000,0.14,1.04,69.1,58,1,0,0,,,,,,,
621020,Dansby Swanson,161,161,123,162,99,32,1,25,182,49,0,177,3,.277,640,.329,.447,.776,7,18,.720,12,2751,,,,,,,,,,,,,,,,,,,,,,286,0.76,,,,,,,,,,,,0,0,4,391,193,8,592,.986,3.63,3.67,1433.0,161,77,0,5,696,96,222,.348,25.60,,
571670,Dylan Lee,56,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.02,53.2,1,3,10,14,6,4,18,1.17,220,161,56,0,0,583,.680,0,0,1,0,0,-.--,.250,16.08,23,3.20,8.05,2.52,8.05,3.86,0.67,12,4,0,0,0,4,0,0,4,1.000,0.07,0.68,53.2,56,0,0,0,0,0,0,.---,-.--,,
592696,Eddie Rosario,9,7,61,71,27,12,1,5,68,17,0,53,0,.212,250,.259,.328,.587,0,3,1.000,3,1010,,,,,,,,,,,,,,,,,,,,,,82,0.86,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,270,24,91,.267,50.00,,
501303,Ehire Adrianza,1,0,4,4,3,1,0,0,3,3,0,2,0,.154,13,.313,.231,.544,0,0,.---,0,61,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,5,.420,0,0,0,0,3,1.00,.---,12.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,16,0,7,.200,-.--,,
628338,Guillermo Heredia,6,0,13,19,12,3,1,3,32,6,0,12,0,.158,76,.220,.342,.562,0,0,.---,1,347,,,,,,,,,,,,,,,,,,,,,,26,0.68,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,82,8,36,.220,25.33,,
623451,Jackson Stephens,39,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.69,53.2,3,3,2,3,2,1,22,1.34,235,161,39,0,0,617,.650,3,0,1,0,0,-.--,.500,17.59,24,2.04,7.88,3.86,8.22,5.37,0.50,6,2,0,0,0,8,3,0,11,1.000,0.28,1.87,53.2,39,0,0,0,0,0,0,.---,-.--,,
543606,Jake Odorizzi,10,10,35,60,29,6,1,9,40,18,1,54,1,.290,186,.351,.478,.829,2,3,.600,3,850,5.24,46.1,2,3,0,0,0,0,27,1.55,208,139,10,0,0,523,.620,1,0,0,0,89,0.58,.400,18.35,0,2.22,7.77,3.50,10.49,5.63,1.75,0,0,0,0,3,5,3,1,9,.889,0.80,1.57,46.1,10,1,0,1,,,,,,,
445926,Jesse Chavez,46,1,47,46,18,7,3,5,61,14,0,49,1,.244,201,.295,.383,.678,1,2,.667,3,889,2.72,53.0,3,3,0,2,10,2,16,1.19,218,159,46,0,0,607,.680,1,1,2,0,77,1.02,.500,16.77,8,4.36,10.36,2.38,8.32,3.06,0.85,27,9,0,1,1,5,2,0,7,1.000,0.15,1.19,53.0,46,0,0,0,,,,,,,
445276,Kenley Jansen,65,0,34,72,25,6,3,8,85,22,3,45,2,.192,234,.265,.346,.611,2,10,.833,0,1006,3.38,64.0,5,2,41,48,0,7,24,1.05,260,192,65,0,0,694,.690,2,1,1,0,81,0.47,.714,15.72,54,3.86,11.95,3.09,6.33,3.52,1.13,4,3,0,0,2,3,1,0,4,1.000,0.06,0.56,64.0,65,0,0,0,,,,,,,
657140,Kyle Wright,30,30,224,121,67,21,1,19,174,53,0,156,9,.232,672,.296,.351,.647,2,3,.600,25,2697,3.19,180.1,21,5,0,0,0,0,64,1.16,738,541,30,0,0,1797,.670,9,0,7,1,236,1.85,.808,14.96,0,3.28,8.68,2.65,7.79,3.34,0.95,0,0,1,0,3,23,23,0,46,1.000,1.53,2.30,180.1,30,1,0,0,,,,,,,
542303,Marcell Ozuna,72,72,106,140,56,19,0,23,122,31,0,106,2,.226,470,.274,.413,.687,1,2,.667,12,2023,,,,,,,,,,,,,,,,,,,,,,194,0.76,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,72,0,0,0,507,56,210,.252,20.44,,
621566,Matt Olson,162,161,140,162,86,44,0,34,170,75,6,148,4,.240,616,.325,.477,.802,0,0,.---,13,2893,,,,,,,,,,,,,,,,,,,,,,294,0.86,,,,,,,,,,,,0,0,4,101,1209,8,1318,.994,8.09,8.18,1441.0,162,104,0,0,699,103,266,.274,18.12,,
608331,Max Fried,30,30,213,158,55,25,2,12,170,32,2,156,4,.225,692,.262,.319,.581,4,3,.429,15,2818,2.48,185.1,14,7,0,0,0,0,51,1.01,733,556,30,0,0,1836,.650,4,0,9,3,221,1.35,.667,15.21,0,5.31,8.26,1.55,7.58,2.67,0.58,0,0,0,0,5,26,15,1,42,.976,1.37,1.99,185.1,30,0,0,0,,,,,,,
671739,Harris II,114,114,122,63,75,27,3,19,107,21,0,123,5,.297,414,.339,.514,.853,2,20,.909,7,1655,,,,,,,,,,,,,,,,,,,,,,213,1.94,,,,,,,,,,,,0,1,0,3,252,2,257,.992,2.24,2.25,1021.0,114,0,0,0,441,64,144,.361,21.79,,
606115,Orlando Arcia,68,7,53,56,25,9,0,9,51,21,0,51,2,.244,209,.316,.416,.732,0,0,.---,7,920,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.600,0,0,0,0,87,0.95,.---,10.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,234,30,88,.278,23.22,,
628452,Raisel Iglesias,28,0,21,26,2,3,0,0,30,5,0,17,1,.185,92,.232,.217,.449,0,0,.---,2,411,0.34,26.1,0,0,1,2,15,1,1,0.84,100,79,28,0,0,276,.670,1,0,0,0,20,0.81,.---,15.61,7,6.00,10.25,1.71,5.81,0.68,0.00,4,1,0,1,1,2,2,0,4,1.000,0.14,1.38,26.1,28,0,0,0,,,,,,,
543257,Robbie Grossman,1,1,25,45,16,6,0,5,39,18,0,30,0,.217,138,.306,.370,.676,1,3,.750,1,622,,,,,,,,,,,,,,,,,,,,,,51,0.56,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,157,22,66,.263,27.60,,
660670,Acuna Jr.,27,27,120,100,71,24,0,15,126,53,4,124,10,.266,467,.351,.413,.764,11,29,.725,8,2162,,,,,,,,,,,,,,,,,,,,,,193,1.20,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,533,50,147,.331,31.13,,
675911,Spencer Strider,31,20,88,104,42,17,1,7,202,45,1,86,3,.180,478,.254,.264,.518,1,4,.800,3,2277,2.67,131.2,11,5,0,1,2,1,39,0.99,528,395,31,0,0,1494,.660,3,0,6,1,126,0.85,.688,17.29,3,4.49,13.81,3.08,5.88,2.87,0.48,3,0,0,0,2,8,5,0,13,1.000,0.42,0.89,131.2,31,1,0,0,,,,,,,
518595,Travis d'Arnaud,5,5,105,95,61,25,1,18,90,19,0,106,11,.268,396,.319,.472,.791,15,44,.746,12,1633,,,,,,,,,,,,,,,,,,,,28,0,187,1.11,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,426,60,145,.306,22.00,3,3.35
687093,Vaughn Grissom,2,1,33,34,24,6,0,5,34,11,1,41,3,.291,141,.353,.440,.793,2,5,.714,0,588,,,,,,,,,,,,,,,,,,,,,,62,0.97,,,,,,,,,,,,0,0,1,4,3,0,7,1.000,3.50,6.30,10.0,2,2,0,0,156,18,67,.350,28.20,,
661388,William Contreras,34,31,85,54,51,14,1,20,104,39,1,93,1,.278,334,.354,.506,.860,6,36,.857,5,1546,,,,,,,,,,,,,,,,,,,,23,1,169,1.57,,,,,,,,,,,,1,0,2,0,0,0,0,.000,0.00,-.--,0.0,34,0,0,0,376,45,137,.344,16.70,3,3.52
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
493603,Adam Ottavino,66,0,59,51,15,6,2,6,79,16,2,48,5,.204,235,.267,.323,.590,3,19,.864,8,1057,2.06,65.2,6,3,3,6,19,3,15,0.97,258,197,66,0,0,680,.640,5,0,7,1,76,1.16,.667,16.10,19,4.94,10.83,2.19,6.58,2.06,0.82,38,14,0,0,2,6,3,3,12,.750,0.14,1.25,65.2,66,0,0,1,,,,,,,
607043,Brandon Nimmo,151,148,167,144,102,30,7,16,116,71,0,159,16,.274,580,.367,.433,.800,2,3,.600,9,2781,,,,,,,,,,,,,,,,,,,,,,251,1.16,,,,,,,,,,,,0,3,3,4,304,0,308,1.000,2.04,2.16,1282.1,151,1,0,0,673,64,165,.317,36.25,,
605135,Chris Bassitt,30,30,199,157,71,26,1,19,167,49,0,159,13,.234,680,.297,.359,.656,3,7,.700,22,2886,3.42,181.2,15,9,0,0,0,0,69,1.14,745,545,30,0,0,1894,.660,13,1,5,1,244,1.27,.625,15.89,0,3.41,8.27,2.43,7.88,3.52,0.94,0,0,1,0,2,16,16,0,32,1.000,1.07,1.59,181.2,30,3,0,0,,,,,,,
596129,Daniel Vogelbach,5,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,278,34,95,.264,19.75,,
573131,Darin Ruf,24,17,63,63,46,9,0,11,85,40,0,58,5,.216,268,.328,.373,.701,0,2,1.000,8,1303,0.00,2.0,0,0,0,0,0,0,0,0.50,7,6,1,0,0,10,.710,0,0,0,0,100,1.00,.---,7.00,1,-.--,0.00,0.00,4.50,0.00,0.00,0,0,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,24,0,0,0,314,38,104,.272,24.36,,
656849,David Peterson,28,19,100,80,50,21,1,11,126,48,1,93,7,.236,394,.327,.378,.705,0,1,1.000,10,1889,3.83,105.2,7,5,0,1,0,1,45,1.33,454,317,28,0,0,1125,.600,7,0,3,3,149,1.25,.583,17.88,0,2.63,10.73,4.09,7.92,4.26,0.94,4,0,0,2,3,12,1,3,16,.813,0.46,1.11,105.2,28,1,0,2,,,,,,,
622098,Drew Smith,44,0,28,53,17,4,0,9,53,15,0,38,0,.222,171,.283,.404,.687,1,0,.000,2,780,3.33,46.0,3,3,0,2,14,2,17,1.15,187,138,44,0,0,497,.640,0,0,0,0,69,0.53,.500,16.96,6,3.53,10.37,2.93,7.43,3.33,1.76,14,8,0,0,1,2,2,0,4,1.000,0.09,0.78,46.0,44,0,0,0,,,,,,,
500871,Eduardo Escobar,6,5,90,163,58,26,4,20,129,40,3,119,1,.240,495,.295,.430,.725,2,0,.000,4,2089,,,,,,,,,,,,,,,,,,,,,,213,0.55,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,542,69,267,.281,24.75,,
621242,Edwin Diaz,61,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.31,62.0,3,1,32,35,4,3,9,0.84,235,186,61,0,0,643,.690,2,0,2,0,0,-.--,.750,14.97,49,6.56,17.13,2.61,4.94,1.31,0.44,10,2,0,0,0,1,4,1,6,.833,0.08,0.73,62.0,61,0,0,1,0,0,0,.---,-.--,,
682626,Francisco Alvarez,5,1,4,2,3,1,0,1,4,2,0,2,0,.167,12,.286,.500,.786,0,0,.---,1,59,,,,,,,,,,,,,,,,,,,,0,0,6,2.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,14,1,8,.143,12.00,0,1.38
596019,Francisco Lindor,2,2,157,177,98,25,5,26,133,59,2,170,10,.270,630,.339,.449,.788,6,16,.727,11,2829,,,,,,,,,,,,,,,,,,,,,,283,0.89,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,706,107,293,.301,24.23,,
594798,Jacob deGrom,11,11,39,50,22,7,0,9,102,8,0,40,0,.175,229,.202,.323,.525,0,3,1.000,1,940,3.08,64.1,5,4,0,0,0,0,22,0.75,239,193,11,0,0,651,.690,0,0,0,0,74,0.78,.556,14.61,0,12.75,14.27,1.12,5.60,3.08,1.26,0,0,0,1,1,1,5,0,6,1.000,0.55,0.84,64.1,11,0,0,0,,,,,,,
543510,James McCann,61,1,39,57,19,6,0,3,46,11,0,34,4,.195,174,.257,.282,.539,0,3,1.000,5,713,,,,,,,,,,,,,,,,,,,,21,0,49,0.68,,,,,,,,,,,,0,0,2,2,9,0,11,1.000,3.67,6.60,15.0,3,2,0,0,191,18,80,.244,58.00,1,3.24
643446,Jeff McNeil,4,3,131,172,73,39,1,9,61,40,1,174,11,.326,533,.382,.454,.836,0,4,1.000,6,2065,,,,,,,,,,,,,,,,,,,,,,242,0.76,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,589,62,226,.353,59.22,,
641645,Luis Guillorme,3,0,111,61,33,12,1,2,46,34,1,81,2,.273,297,.351,.340,.691,0,1,1.000,15,1373,,,,,,,,,,,,,,,,,,,,,,101,1.82,,,,,,,,,,,,0,2,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,335,17,149,.317,148.50,,
592192,Mark Canha,3,0,123,123,71,24,0,13,97,48,1,123,28,.266,462,.367,.403,.770,1,3,.750,3,2218,,,,,,,,,,,,,,,,,,,,,,186,1.00,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,542,61,218,.309,35.54,,
453286,Max Scherzer,23,23,82,167,39,20,0,13,173,24,0,108,11,.207,523,.254,.319,.573,4,4,.500,10,2167,2.29,145.1,11,5,0,0,0,0,37,0.91,565,436,23,0,0,1480,.680,11,0,1,0,167,0.49,.688,14.91,0,7.21,10.71,1.49,6.69,2.42,0.81,0,0,0,3,4,12,6,0,18,1.000,0.78,1.12,145.1,23,1,0,0,,,,,,,
571710,Mychal Givens,19,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.79,20.2,1,1,0,1,1,1,11,1.45,88,62,19,0,0,220,.650,2,0,1,2,0,-.--,.500,16.45,7,3.33,8.71,2.61,10.45,5.23,1.31,7,3,0,0,0,7,1,0,8,1.000,0.42,3.60,20.2,19,1,0,0,0,0,0,.---,-.--,,
624413,Pete Alonso,27,27,133,183,95,27,0,40,128,67,16,162,12,.271,597,.352,.518,.870,1,5,.833,17,2507,,,,,,,,,,,,,,,,,,,,,,309,0.73,,,,,,,,,,,,0,0,9,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,685,131,286,.279,14.92,,
607625,Seth Lugo,62,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.60,65.0,3,2,3,6,16,3,26,1.17,272,195,62,0,0,679,.630,3,0,2,0,0,-.--,.600,16.60,20,3.83,9.55,2.49,8.03,3.60,1.25,24,11,0,0,0,8,3,0,11,1.000,0.18,1.52,65.0,62,0,0,0,0,0,0,.---,-.--,,
